# wavelength [m]	effective refractive index	transmission [dB/m]	effective mode area [m]	effective refractive index	transmission [dB/m]	effective mode area [m]	
8.900000000000063019e-07	1.909002712145956959e+00	7.019747370378653928e-02	1.110615406332688921e-12	1.915833410832501027e+00	-4.387896672333159442e-02	1.123247551279716751e-12
9.000000000000062061e-07	1.906709367770093033e+00	7.835460893409322558e-02	1.116917190966598880e-12	1.913723861610084898e+00	-4.891734600149244550e-02	1.129015107056985947e-12
9.100000000000061104e-07	1.904413460129857905e+00	8.675623330105303177e-02	1.123296752708420164e-12	1.911613901827369011e+00	-5.422812188272137235e-02	1.134841271955145508e-12
9.200000000000060147e-07	1.902114564017769016e+00	9.585683745177409065e-02	1.129755015034057480e-12	1.909503078314982893e+00	-6.000174659955605228e-02	1.140726844142953930e-12
9.300000000000059189e-07	1.899812284832574916e+00	1.056659030494047635e-01	1.136292909168252468e-12	1.907390967745125954e+00	-6.624964771556070275e-02	1.146672628421147222e-12
9.400000000000058232e-07	1.897506256570580030e+00	1.161857344637816924e-01	1.142911373518696642e-12	1.905277174658948081e+00	-7.297895928640041330e-02	1.152679436857757636e-12
9.500000000000057274e-07	1.895196139988408079e+00	1.274112304179492172e-01	1.149611353772708935e-12	1.903161329636593013e+00	-8.019225610627316037e-02	1.158748088904754418e-12
9.600000000000056317e-07	1.892881620905999984e+00	1.393303066397033607e-01	1.156393802969134169e-12	1.901043087607438009e+00	-8.788763009343154853e-02	1.164879411535526232e-12
9.700000000000055359e-07	1.890562408637787906e+00	1.519246868827312802e-01	1.163259681563135775e-12	1.898922126288492107e+00	-9.605898137225946098e-02	1.171074239373226833e-12
9.800000000000054402e-07	1.888238234541177007e+00	1.651710524221597365e-01	1.170209957484045122e-12	1.896798144740055925e+00	-1.046965260071954507e-01	1.177333414810175040e-12
9.900000000000053444e-07	1.885908850672473047e+00	1.790425210524940192e-01	1.177245606186433457e-12	1.894670862028829950e+00	-1.137875145129006449e-01	1.183657788118481856e-12
1.000000000000005249e-06	1.883574028541310952e+00	1.935104070485871575e-01	1.184367610694431700e-12	1.892540015989492064e+00	-1.233171449364424688e-01	1.190048217552039863e-12
1.010000000000005153e-06	1.881233557955529045e+00	2.085461888009429166e-01	1.191576961639497015e-12	1.890405362076716056e+00	-1.332696380758194021e-01	1.196505569439922737e-12
1.020000000000005057e-06	1.878887245949077967e+00	2.241235914716863120e-01	1.198874657291602934e-12	1.888266672300217053e+00	-1.436294325606983224e-01	1.203030718271380075e-12
1.030000000000004961e-06	1.876534915786314928e+00	2.402206779830835803e-01	1.206261703583920274e-12	1.886123734236184957e+00	-1.543824504684363497e-01	1.209624546772199331e-12
1.040000000000004866e-06	1.874176406036579978e+00	2.568218170655908184e-01	1.213739114130978761e-12	1.883976350109006104e+00	-1.655173639096664540e-01	1.216287945972831089e-12
1.050000000000004770e-06	1.871811569713542900e+00	2.739194007432513844e-01	1.221307910240245944e-12	1.881824335937757997e+00	-1.770267963047540694e-01	1.223021815267818232e-12
1.060000000000004674e-06	1.869440273474187064e+00	2.915151659393380723e-01	1.228969120917127033e-12	1.879667520742378084e+00	-1.889083775523588971e-01	1.229827062466887271e-12
1.070000000000004578e-06	1.867062396872892993e+00	3.096209849477339349e-01	1.236723782863247730e-12	1.877505745804946891e+00	-2.011655757468674699e-01	1.236704603837431823e-12
1.080000000000004483e-06	1.864677831666371910e+00	3.282589997011798877e-01	1.244572940467858098e-12	1.875338863981862003e+00	-2.138082246827391342e-01	1.243655364138426813e-12
1.090000000000004387e-06	1.862286481165553065e+00	3.474609857962054349e-01	1.252517645792198922e-12	1.873166739063025110e+00	-2.268526738576494561e-01	1.250680276645626387e-12
1.100000000000004291e-06	1.859888259630974927e+00	3.672668711064039915e-01	1.260558958546689827e-12	1.870989245174583093e+00	-2.403214968636512017e-01	1.257780283168048147e-12
1.110000000000004196e-06	1.857483091708326928e+00	3.877223513500036578e-01	1.268697946060560072e-12	1.868806266221900936e+00	-2.542427079446001326e-01	1.264956334055643961e-12
1.120000000000004100e-06	1.855070911901290920e+00	4.088756111461679943e-01	1.276935683243822275e-12	1.866617695369932051e+00	-2.686484517273241557e-01	1.272209388198034554e-12
1.130000000000004004e-06	1.852651664078849070e+00	4.307731843093016155e-01	1.285273252541140133e-12	1.864423434558154069e+00	-2.835731619449388674e-01	1.279540413014161468e-12
1.140000000000003908e-06	1.850225301014617019e+00	4.534550709066044183e-01	1.293711743877386162e-12	1.862223394047658021e+00	-2.990512000183009333e-01	1.286950384432910725e-12
1.150000000000003813e-06	1.847791783955869960e+00	4.769492678788342377e-01	1.302252254594449420e-12	1.860017491998076977e+00	-3.151140233823616077e-01	1.294440286864306499e-12
1.160000000000003717e-06	1.845351082220135108e+00	5.012659560963913519e-01	1.310895889379100954e-12	1.857805654072244073e+00	-3.317869662845193135e-01	1.302011113161454147e-12
1.170000000000003621e-06	1.842903172817409896e+00	5.263916377378886624e-01	1.319643760181415136e-12	1.855587813066652991e+00	-3.490857516968160490e-01	1.309663864572759421e-12
1.180000000000003525e-06	1.840448040096200000e+00	5.522836066391374477e-01	1.328496986123536848e-12	1.853363908565931917e+00	-3.670128792194015110e-01	1.317399550684499796e-12
1.190000000000003430e-06	1.837985675174881983e+00	5.781114057646425941e-01	1.337456687263448907e-12	1.851133886739015910e+00	-3.835837216760396018e-01	1.325219192193320627e-12
1.200000000000003334e-06	1.835516076521144901e+00	6.074637458221348041e-01	1.346524007506091625e-12	1.848897699595112076e+00	-4.034645303687053319e-01	1.333123810425321222e-12
1.210000000000003238e-06	1.833039248407106969e+00	6.381656385306638812e-01	1.355700082190624329e-12	1.846655305314020890e+00	-4.243270322399000927e-01	1.341114441517944466e-12
1.220000000000003142e-06	1.830555201420114075e+00	6.701975370728516790e-01	1.364986058111004683e-12	1.844406667601742100e+00	-4.461977456641910700e-01	1.349192127594259579e-12
1.230000000000003047e-06	1.828063952022721095e+00	7.035511292964620189e-01	1.374383088488761956e-12	1.842151755529279011e+00	-4.691340590509437969e-01	1.357357919227873099e-12
1.240000000000002951e-06	1.825565521957341009e+00	7.368670834342776477e-01	1.383892324566611685e-12	1.839890543475519058e+00	-4.899737048215425106e-01	1.365612877688253705e-12
