# wavelength [m]	effective refractive index	transmission [dB/m]	effective mode area [m]	effective refractive index	transmission [dB/m]	effective mode area [m]	
7.099999999999991314e-07	1.389521658102629065e+00	-1.152756472171640501e-06	6.834630072565215044e-13	1.394588089984919899e+00	8.327189615715530019e-07	7.025206889256557948e-13
7.299999999999991517e-07	1.385957614466424959e+00	-1.585714561409674795e-06	6.929126986386840329e-13	1.391379880990446960e+00	8.454091209199929063e-07	7.118402767553533755e-13
7.499999999999991720e-07	1.382381389023261908e+00	-2.323564835106494592e-06	7.026407404949150912e-13	1.388170295737394921e+00	6.796169651909249806e-07	7.213563881493949447e-13
7.699999999999991922e-07	1.378792919664123096e+00	-3.708824746292909232e-06	7.126671767459021254e-13	1.384958799488029912e+00	9.310074160667948148e-08	7.310790062060069391e-13
7.899999999999992125e-07	1.375192536385090092e+00	-4.109464259135674612e-06	7.230135753234649898e-13	1.381745200298150955e+00	-3.322662480920240971e-06	7.410184037757842399e-13
8.099999999999992328e-07	1.371580903772154025e+00	-9.313829206101022172e-06	7.337031139935655467e-13	1.378529591164280976e+00	-7.081792723172258204e-06	7.511851370067704096e-13
8.299999999999992531e-07	1.367958972613319002e+00	-2.048476288040411430e-05	7.447606690083034349e-13	1.375312301615486898e+00	-1.470162069362962202e-05	7.615900431793462649e-13
8.499999999999992733e-07	1.364327938763362003e+00	-4.378905271173491018e-05	7.562129081088390481e-13	1.372093856923310096e+00	-2.976288237157699609e-05	7.722442384899955174e-13
8.699999999999992936e-07	1.360689207790727107e+00	-9.111074204616766278e-05	7.680883871062038571e-13	1.368874943501164898e+00	-5.883006189318769569e-05	7.831591198602345716e-13
8.899999999999993139e-07	1.357044364249494039e+00	-1.847732612170788929e-04	7.804176505559083636e-13	1.365656379374637908e+00	-1.136648201294545977e-04	7.943463700597981584e-13
9.099999999999993341e-07	1.353395144663281924e+00	-3.657030363175321438e-04	7.932333366446628861e-13	1.362439088840907031e+00	-2.148846757002911140e-04	8.058179669157745831e-13
9.299999999999993544e-07	1.349743413500062106e+00	-7.072087580606724712e-04	8.065702864715037300e-13	1.359224080619672925e+00	-3.978963239761612873e-04	8.175861971448607870e-13
9.499999999999993747e-07	1.346091141569438987e+00	-1.337738292949560218e-03	8.204656579202503765e-13	1.356012428941125059e+00	-7.223036246113416926e-04	8.296636753051405079e-13
9.699999999999993949e-07	1.342440386396243079e+00	-2.477641810165137279e-03	8.349590443362599797e-13	1.352805257128274929e+00	-1.286570889718085349e-03	8.420633683109588190e-13
9.899999999999994152e-07	1.338793274222763063e+00	-4.497357032504428406e-03	8.500925982387433028e-13	1.349603723318125059e+00	-2.250434463481343090e-03	8.547986258954833621e-13
1.009999999999999435e-06	1.335151983372159901e+00	-8.007663311418927038e-03	8.659111603188667525e-13	1.346409008034552102e+00	-3.868569870952598758e-03	8.678832173361647356e-13
1.029999999999999456e-06	1.331518728770570092e+00	-1.399699482356549403e-02	8.824623939942163179e-13	1.343222303378815097e+00	-6.540312689636632905e-03	8.813313746842352395e-13
1.049999999999999476e-06	1.327895747478680999e+00	-2.403645854225392939e-02	8.997969258104716096e-13	1.340044803645356941e+00	-1.088188951661585302e-02	8.951578426618615361e-13
1.069999999999999496e-06	1.324285285126520106e+00	-4.058039740724551231e-02	9.179684920025449225e-13	1.336877697202621063e+00	-1.782969348275912844e-02	9.093779353131425979e-13
1.089999999999999517e-06	1.320689583179937010e+00	-6.739923753044967103e-02	9.370340915487968988e-13	1.333722159503750060e+00	-2.878571365872831245e-02	9.240075994193263243e-13
1.109999999999999537e-06	1.317110866994751994e+00	-1.101920904798322498e-01	9.570541460738524709e-13	1.330579347111334965e+00	-4.581928890012040845e-02	9.390634846194176652e-13
1.129999999999999557e-06	1.313551334635606915e+00	-1.774390982740393641e-01	9.780926669783165046e-13	1.327450392635215914e+00	-7.194300691225934130e-02	9.545630201162156553e-13
1.149999999999999577e-06	1.310013146452430055e+00	-2.815676859350430550e-01	1.000217430193731035e-12	1.324336400493973054e+00	-1.114847408069550017e-01	9.705244977961595780e-13
1.169999999999999598e-06	1.306498415418106074e+00	-4.405222776570728582e-01	1.023500158980219391e-12	1.321238443419570086e+00	-1.705825490617716989e-01	9.869671615542126351e-13
1.189999999999999618e-06	1.303009198237597976e+00	-6.798430580350485197e-01	1.048016715195976226e-12	1.318157559631689901e+00	-2.578343069076949878e-01	1.003911302588748417e-12
