Taper_length,Waist_scale,Waist_len,Low_wavelength,High_wavelength,SC_range
0.07,0.28,0.025,1470.8835896745138,1616.8471278776676,145.9635382031538
0.07,0.29333333333333333,0.025,1470.4026367016988,1619.175814224859,148.77317752316026
0.07,0.3066666666666667,0.025,1468.7217753597843,1618.8843616622073,150.16258630242305
0.07,0.32,0.025,1465.3715550365575,1620.342674653151,154.97111961659357
0.07,0.33333333333333337,0.025,1461.0865213659836,1624.1466132293306,163.060091863347
0.07,0.3466666666666667,0.025,1456.5905342190754,1628.8529731913854,172.26243897231006
0.07,0.36,0.025,1452.356627342677,1634.1803377012607,181.82371035858364
0.07,0.37333333333333335,0.025,1449.7813352012772,1639.542664163653,189.76132896237573
0.07,0.3866666666666667,0.025,1449.7813352012772,1644.6394971407328,194.8581619394556
0.07,0.4,0.025,1451.4190995776862,1647.6524641091848,196.23336453149864
0.08,0.28,0.025,1463.7021698477347,1625.0269829652461,161.32481311751144
0.08,0.29333333333333333,0.025,1460.6119529591926,1626.4963886873165,165.8844357281239
0.08,0.3066666666666667,0.025,1458.0073274807862,1630.0338280912504,172.02650061046415
0.08,0.32,0.025,1458.0073274807862,1633.8834589604874,175.87613147970114
0.08,0.33333333333333337,0.025,1454.7057541986792,1631.8083242124487,177.10257001376954
0.08,0.3466666666666667,0.025,1449.080567085435,1634.7744189599782,185.69385187454327
0.08,0.36,0.025,1442.5725860176087,1640.739074832507,198.16648881489823
0.08,0.37333333333333335,0.025,1435.6643069177935,1647.9543680878503,212.2900611700568
0.08,0.3866666666666667,0.025,1430.4126044917125,1655.8428911606175,225.43028666890496
0.08,0.4,0.025,1429.503184516336,1664.115153709022,234.61196919268605
0.09000000000000001,0.28,0.025,1452.356627342677,1637.1550696680215,184.79844232534447
0.09000000000000001,0.29333333333333333,0.025,1449.5476705330325,1639.2438340751244,189.69616354209188
0.09000000000000001,0.3066666666666667,0.025,1447.6810612358418,1643.1371421108774,195.4560808750357
0.09000000000000001,0.32,0.025,1443.4987163546011,1644.0382255769248,200.53950922232366
0.09000000000000001,0.33333333333333337,0.025,1438.4196634507255,1648.2563827242154,209.83671927348996
0.09000000000000001,0.3466666666666667,0.025,1438.6497539727638,1654.6243601797191,215.9746062069553
0.09000000000000001,0.36,0.025,1432.9194862178015,1661.041733363634,228.1222471458325
0.09000000000000001,0.37333333333333335,0.025,1423.3947167961924,1656.4528299298759,233.0581131336835
0.09000000000000001,0.3866666666666667,0.025,1412.8850708388554,1665.0393988730505,252.15432803419503
0.09000000000000001,0.4,0.025,1403.8430130129284,1676.2109565651538,272.36794355222537
0.1,0.28,0.025,1437.2703139445903,1653.4076213083124,216.13730736372213
0.1,0.29333333333333333,0.025,1433.8332595356417,1657.0632182132667,223.22995867762506
0.1,0.3066666666666667,0.025,1430.1851410362558,1660.73501559991,230.54987456365416
0.1,0.32,0.025,1425.8770390038342,1665.6561328862479,239.7790938824137
0.1,0.33333333333333337,0.025,1420.2478701856742,1669.676067276782,249.4281970911079
0.1,0.3466666666666667,0.025,1415.9993387060897,1675.2742708637165,259.27493215762684
0.1,0.36,0.025,1408.2392696154434,1683.4271619205692,275.18789230512584
0.1,0.37333333333333335,0.025,1400.345721462203,1688.4838862166328,288.1381647544297
0.1,0.3866666666666667,0.025,1389.098899454865,1696.4461221587046,307.34722270383963
0.1,0.4,0.025,1377.3981576294339,1707.396051163647,329.99789353421306
0.11000000000000001,0.28,0.025,1416.668468819768,1675.2742708637165,258.60580204394864
0.11000000000000001,0.29333333333333333,0.025,1411.3330682692451,1680.9101408172126,269.5770725479674
0.11000000000000001,0.3066666666666667,0.025,1405.3785771345401,1687.2168592436435,281.8382821091034
0.11000000000000001,0.32,0.025,1399.0387253447782,1694.2091366372283,295.1704112924501
0.11000000000000001,0.33333333333333337,0.025,1391.0325188867703,1702.22558842906,311.1930695422898
0.11000000000000001,0.3466666666666667,0.025,1383.3301613891078,1711.9460409593598,328.615879570252
0.11000000000000001,0.36,0.025,1372.3539272744638,1722.7675728285058,350.413645554042
0.11000000000000001,0.37333333333333335,0.025,1361.7566607735566,1733.3926393382408,371.63597856468414
0.11000000000000001,0.3866666666666667,0.025,1346.8697017107631,1747.878176543254,401.00847483249095
0.11000000000000001,0.4,0.025,1322.1203051763198,1765.3756974901382,443.25539231381845
0.12000000000000001,0.28,0.025,1387.3846339873041,1706.7480262244947,319.3633922371905
0.12000000000000001,0.29333333333333333,0.025,1379.087818121061,1715.8653776360193,336.7775595149583
0.12000000000000001,0.3066666666666667,0.025,1369.4284847861752,1726.073886959508,356.64540217333274
0.12000000000000001,0.32,0.025,1358.4656735055962,1737.7466029077868,379.2809294021906
0.12000000000000001,0.33333333333333337,0.025,1345.861948606412,1751.2816722330138,405.4197236266018
0.12000000000000001,0.3466666666666667,0.025,1331.1215915151997,1767.1100156788402,435.9884241636405
0.12000000000000001,0.36,0.025,1313.8154542870204,1785.7054931862938,471.89003889927335
0.12000000000000001,0.37333333333333335,0.025,1294.1541753056297,1807.9615777712665,513.8074024656369
0.12000000000000001,0.3866666666666667,0.025,1271.827093516312,1833.3918866367578,561.5647931204458
0.12000000000000001,0.4,0.025,1238.5494125814391,1863.4005504537502,624.851137872311
0.13,0.28,0.025,1343.650191352158,1753.6720165148358,410.02182516267794
0.13,0.29333333333333333,0.025,1329.940566071971,1768.4999256417425,438.55935956977146
0.13,0.3066666666666667,0.025,1314.1994122445446,1786.0601137769977,471.86070153245305
0.13,0.32,0.025,1296.3926999659086,1806.1461869218895,509.75348695598086
0.13,0.33333333333333337,0.025,1276.1582301259946,1829.6620978490275,553.503867723033
0.13,0.3466666666666667,0.025,1252.8698215431168,1856.477040046439,603.6072185033222
0.13,0.36,0.025,1220.3985685442992,1888.837926655309,668.4393581110098
0.13,0.37333333333333335,0.025,1197.0091358048692,1920.704874287099,723.6957384822299
0.13,0.3866666666666667,0.025,1161.6053588013692,1957.066519140724,795.4611603393548
0.13,0.4,0.025,1135.357001882014,1993.9469645959832,858.5899627139693
0.14,0.28,0.025,1278.8802023638548,1826.3182392843512,547.4380369204964
0.14,0.29333333333333333,0.025,1258.1276930345023,1850.3658581011377,592.2381650666355
0.14,0.3066666666666667,0.025,1227.8963704376488,1880.150960318848,652.2545898811993
0.14,0.32,0.025,1206.9687663522568,1908.4776741909359,701.5089078386791
0.14,0.33333333333333337,0.025,1183.6189579452641,1941.4354633893204,757.8165054440562
0.14,0.3466666666666667,0.025,1152.6728395757125,1976.4198333101738,823.7469937344613
0.14,0.36,0.025,1487.9174555690627,2011.7877428015981,523.8702872325355
0.14,0.37333333333333335,0.025,1487.4253004109905,2047.045808830193,559.6205084192025
0.14,0.3866666666666667,0.025,1090.3476031967914,1627.3793083530477,537.0317051562563
0.14,0.4,0.025,1087.7102624942818,2112.931575539425,1025.2213130451432
0.15000000000000002,0.28,0.025,1193.0395029630083,1928.1166880712324,735.0771851082241
0.15000000000000002,0.29333333333333333,0.025,1167.6376839633776,1960.0521030794807,792.4144191161031
0.15000000000000002,0.3066666666666667,0.025,1138.2307638976204,1992.1802749162414,853.949511018621
0.15000000000000002,0.32,0.025,1488.4099365207996,2026.291889530809,537.8819530100093
0.15000000000000002,0.33333333333333337,0.025,1099.2766442377724,1611.343251541845,512.0666073040725
0.15000000000000002,0.3466666666666667,0.025,1086.5276170927136,2089.8557291322577,1003.3281120395441
0.15000000000000002,0.36,0.025,1083.9087014460138,2118.9051769887765,1034.9964755427627
0.15000000000000002,0.37333333333333335,0.025,1085.8717024414061,2144.6743870495807,1058.8026846081746
0.15000000000000002,0.3866666666666667,0.025,1099.1423000243153,2165.328338825924,1066.186038801609
