# 2020-05-19_13.28.33
# shape = Gauss
# FWHM_ps = 0.1
# carrier_nm = 1550
# frep_MHz = 100
# pow_mW = 150
# GDD = 0.0
# propa_len = 0.1
# untap_len = 0.005
# taper_len = 0.08
# waist_len = 0.04
# uptap_len = 0.08
# untap_scale = 1.0
# waist_scale = 0.39
# workingDir = More holes oscar in air_holes model 58.6pzt 7 rings with corners for Spirou
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
403.318464	-69.028216
403.372731	-70.870690
403.427012	-73.180860
403.481308	-75.280700
403.535619	-77.919926
403.589944	-80.936789
403.644284	-80.716411
403.698638	-82.239718
403.753007	-94.533923
403.807391	-81.396443
403.861790	-75.319716
403.916203	-72.471044
403.970630	-71.217201
404.025073	-70.833557
404.079530	-71.191366
404.134002	-71.683357
404.188488	-71.874117
404.242989	-71.735160
404.297505	-72.508258
404.352036	-74.620322
404.406581	-78.703124
404.461141	-83.429766
404.515716	-84.872031
404.570305	-83.315917
404.624909	-81.960581
404.679528	-78.830312
404.734162	-74.543994
404.788810	-71.229897
404.843474	-69.692675
404.898152	-69.475287
404.952844	-70.031066
405.007552	-70.791617
405.062274	-71.641802
405.117011	-72.612705
405.171763	-73.292892
405.226530	-73.172350
405.281311	-73.480903
405.336107	-76.265252
405.390919	-85.138824
405.445745	-88.022532
405.500585	-79.681641
405.555441	-76.874549
405.610311	-75.662846
405.665197	-74.824201
405.720097	-74.343702
405.775012	-73.375999
405.829942	-71.996153
405.884886	-70.956818
405.939846	-71.097791
405.994821	-72.295367
406.049810	-75.200784
406.104814	-78.820595
406.159834	-80.015898
406.214868	-80.460248
406.269917	-82.431664
406.324981	-94.197481
406.380060	-83.711515
406.435153	-76.381320
406.490262	-73.148256
406.545386	-71.503406
406.600525	-71.316067
406.655678	-71.734922
406.710847	-71.939016
406.766030	-71.646797
406.821229	-70.860112
406.876442	-69.798940
406.931671	-69.414445
406.986914	-70.411012
407.042173	-73.404937
407.097446	-79.544837
407.152735	-86.569334
407.208039	-81.363358
407.263357	-78.601902
407.318691	-76.599864
407.374039	-76.124138
407.429403	-75.797366
407.484782	-73.518502
407.540176	-70.614259
407.595584	-68.849855
407.651008	-68.929500
407.706447	-70.259176
407.761901	-71.885877
407.817371	-72.900309
407.872855	-73.343516
407.928354	-74.581260
407.983869	-76.595922
408.039398	-81.045412
408.094943	-87.312572
408.150503	-78.001405
408.206078	-73.355037
408.261668	-71.578967
408.317273	-71.484045
408.372893	-72.428098
408.428529	-73.310718
408.484180	-73.728165
408.539846	-73.284341
408.595527	-71.346033
408.651223	-68.882997
408.706934	-67.221969
408.762661	-67.288805
408.818403	-69.374290
408.874160	-73.082623
408.929932	-78.362929
408.985719	-84.511832
409.041522	-91.966178
409.097340	-87.513636
409.153173	-84.419135
409.209021	-82.701789
409.264885	-78.714988
409.320764	-75.189213
409.376658	-72.258865
409.432567	-70.404629
409.488492	-69.384162
409.544432	-69.433620
409.600387	-70.142929
409.656358	-71.375718
409.712343	-73.095729
409.768345	-73.534520
409.824361	-72.450130
409.880393	-72.715012
409.936440	-76.342632
409.992502	-88.259043
410.048580	-79.244069
410.104673	-75.228186
410.160781	-72.757807
410.216905	-70.384676
410.273044	-68.776471
410.329199	-68.711629
410.385369	-69.887312
410.441554	-70.702372
410.497755	-69.732060
410.553971	-68.373779
410.610202	-68.051376
410.666449	-68.840479
410.722711	-70.576565
410.778989	-72.652123
410.835282	-75.483533
410.891591	-80.301751
410.947915	-84.207679
411.004254	-77.758027
411.060609	-75.729958
411.116979	-76.223104
411.173365	-75.045633
411.229766	-71.826036
411.286183	-69.776779
411.342615	-68.551778
411.399063	-67.670234
411.455526	-67.215202
411.512005	-67.176795
411.568499	-68.071474
411.625009	-69.811574
411.681534	-71.861068
411.738075	-72.760318
411.794631	-72.609942
411.851203	-73.537650
411.907790	-75.591114
411.964393	-78.936170
412.021012	-84.044619
412.077646	-85.773684
412.134296	-75.273213
412.190961	-70.182627
412.247642	-68.161761
412.304338	-67.878034
412.361050	-68.080422
412.417778	-68.129677
412.474521	-68.146031
412.531280	-68.976391
412.588054	-70.262634
412.644844	-71.031088
412.701650	-69.756865
412.758471	-68.596477
412.815308	-68.719137
412.872161	-70.937607
412.929029	-75.522790
412.985913	-85.696508
413.042813	-85.366607
413.099728	-76.379112
413.156659	-72.591110
413.213606	-71.101345
413.270568	-71.164335
413.327546	-71.526816
413.384540	-70.479427
413.441550	-68.288920
413.498575	-66.674340
413.555616	-65.856861
413.612673	-65.729906
413.669745	-65.933074
413.726833	-66.534068
413.783937	-67.734803
413.841057	-70.320690
413.898193	-75.006330
413.955344	-84.970490
414.012511	-94.818155
414.069694	-84.827972
414.126893	-80.935064
414.184107	-76.649760
414.241338	-74.082108
414.298584	-73.006877
414.355846	-72.898938
414.413124	-71.049189
414.470417	-68.011246
414.527727	-66.032361
414.585052	-65.355588
414.642393	-65.852236
414.699750	-66.985304
414.757123	-68.337212
414.814512	-69.822960
414.871917	-71.854638
414.929337	-74.458388
414.986774	-76.158815
415.044226	-75.363432
415.101694	-75.572518
415.159178	-80.484844
415.216679	-92.438708
415.274195	-76.652596
415.331727	-72.629984
415.389275	-71.254682
415.446838	-70.384953
415.504418	-68.646959
415.562014	-67.081839
415.619626	-66.183463
415.677254	-66.155893
415.734897	-66.685804
415.792557	-67.138034
415.850233	-67.282192
415.907924	-67.636944
415.965632	-68.685244
416.023356	-70.430438
416.081096	-71.690404
416.138851	-70.983947
416.196623	-70.924952
416.254411	-72.785914
416.312215	-77.024665
416.370035	-78.636453
416.427871	-74.842811
416.485723	-72.850648
416.543591	-71.015367
416.601476	-69.414652
416.659376	-68.203883
416.717292	-67.609125
416.775225	-67.712078
416.833174	-68.016448
416.891138	-67.738375
416.949119	-67.018248
417.007116	-67.109890
417.065130	-68.181986
417.123159	-69.871635
417.181204	-71.596800
417.239266	-72.637983
417.297344	-73.733550
417.355438	-77.234400
417.413548	-83.976283
417.471674	-96.089849
417.529817	-88.132922
417.587975	-80.671187
417.646150	-75.096341
417.704341	-69.784625
417.762549	-66.722390
417.820772	-65.430640
417.879012	-65.452593
417.937268	-66.527674
417.995541	-67.608281
418.053829	-67.803359
418.112134	-67.403018
418.170455	-67.482864
418.228792	-68.186929
418.287146	-69.156802
418.345516	-69.149820
418.403902	-68.772289
418.462304	-69.638442
418.520723	-74.032711
418.579158	-92.964904
418.637610	-77.653420
418.696078	-75.855400
418.754562	-77.143106
418.813062	-76.786824
418.871579	-72.389836
418.930112	-68.853487
418.988661	-67.334853
419.047227	-66.701677
419.105810	-66.129030
419.164408	-65.439213
419.223023	-64.732788
419.281655	-64.485986
419.340302	-65.018503
419.398967	-66.789601
419.457647	-69.984210
419.516344	-71.980487
419.575058	-70.747087
419.633788	-69.049038
419.692534	-68.470101
419.751297	-70.753916
419.810076	-76.887289
419.868872	-85.265987
419.927684	-86.106867
419.986513	-84.096194
420.045358	-77.544522
420.104220	-71.902968
420.163098	-68.967662
420.221992	-68.446781
420.280904	-69.365740
420.339831	-70.040000
420.398776	-68.397272
420.457736	-66.372939
420.516714	-65.032635
420.575707	-64.810432
420.634718	-65.618416
420.693745	-67.209544
420.752788	-68.616258
420.811848	-68.727920
420.870925	-68.773796
420.930018	-70.472432
420.989128	-74.920053
421.048255	-81.862758
421.107398	-80.002993
421.166558	-78.888361
421.225734	-80.380668
421.284927	-78.252380
421.344137	-73.465034
421.403363	-70.318861
421.462606	-68.798329
421.521865	-68.268591
421.581141	-68.671770
421.640434	-68.822691
421.699744	-67.875234
421.759070	-66.581152
421.818413	-66.115435
421.877773	-66.917018
421.937149	-68.208999
421.996542	-68.055886
422.055952	-66.305108
422.115379	-64.766859
422.174822	-64.442314
422.234282	-65.830453
422.293759	-69.337914
422.353252	-76.786144
422.412763	-88.228556
422.472290	-80.939399
422.531834	-83.059586
422.591394	-87.560508
422.650972	-75.703842
422.710566	-71.899240
422.770177	-71.042167
422.829805	-72.436235
422.889449	-73.102403
422.949111	-70.082836
423.008789	-66.360332
423.068485	-63.938809
423.128197	-62.854687
