# 2020-05-19_11.12.36
# shape = Gauss
# FWHM_ps = 0.13
# carrier_nm = 1050
# frep_MHz = 250
# pow_mW = 250
# GDD = 0.0
# propa_len = 0.1
# untap_len = 0.005
# taper_len = 0.08
# waist_len = 0.04
# uptap_len = 0.08
# untap_scale = 1.0
# waist_scale = 0.46
# workingDir = More holes oscar in air_holes model 58.6pzt 7 rings with corners for Spirou
# axis = fast
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
358.853832	-64.510409
358.896792	-69.205334
358.939763	-68.517501
358.982744	-72.566554
359.025735	-65.007218
359.068736	-70.304990
359.111748	-67.319408
359.154770	-77.719271
359.197802	-65.897114
359.240845	-72.014296
359.283898	-73.182393
359.326961	-71.642558
359.370035	-72.392046
359.413119	-65.905569
359.456213	-68.742548
359.499317	-72.977339
359.542432	-65.829621
359.585558	-69.206249
359.628693	-67.531670
359.671839	-68.663746
359.714995	-67.651716
359.758162	-75.399337
359.801339	-67.554750
359.844526	-78.925184
359.887724	-71.071232
359.930932	-69.473625
359.974151	-75.250953
360.017380	-62.442891
360.060619	-74.442641
360.103869	-65.207154
360.147129	-68.237963
360.190399	-69.834673
360.233680	-69.847509
360.276971	-71.326066
360.320273	-72.274614
360.363585	-74.122077
360.406907	-73.970141
360.450240	-78.886965
360.493584	-71.154198
360.536937	-77.059669
360.580302	-67.569430
360.623676	-72.966856
360.667061	-71.502341
360.710457	-77.912097
360.753863	-67.118812
360.797279	-72.603740
360.840706	-76.742561
360.884143	-72.760377
360.927591	-71.677366
360.971049	-74.680227
361.014518	-70.204773
361.057997	-74.037717
361.101486	-74.017853
361.144987	-78.980842
361.188497	-75.362162
361.232018	-74.307765
361.275550	-78.846339
361.319092	-68.938576
361.362644	-69.559124
361.406207	-70.983486
361.449781	-78.325153
361.493365	-65.919045
361.536960	-87.771360
361.580565	-70.385718
361.624180	-78.726274
361.667806	-77.692965
361.711443	-67.594962
361.755090	-74.210575
361.798748	-65.396266
361.842416	-73.693184
361.886095	-66.227906
361.929784	-72.767248
361.973484	-66.094356
362.017195	-69.355704
362.060916	-71.830890
362.104647	-70.827885
362.148389	-72.460810
362.192142	-69.700839
362.235905	-75.391507
362.279679	-68.955747
362.323464	-84.525715
362.367259	-64.535910
362.411064	-71.585683
362.454880	-66.926744
362.498707	-69.670891
362.542545	-70.839547
362.586393	-66.187347
362.630251	-77.081555
362.674120	-68.137152
362.718000	-71.547884
362.761891	-75.261755
362.805792	-69.681188
362.849703	-91.425048
362.893626	-68.008961
362.937559	-74.161956
362.981502	-72.066125
363.025457	-75.137988
363.069422	-66.889883
363.113397	-77.387948
363.157383	-65.234070
363.201380	-72.220455
363.245388	-66.582204
