# 2020-05-19_11.30.22
# shape = Gauss
# FWHM_ps = 0.13
# carrier_nm = 1050
# frep_MHz = 250
# pow_mW = 100
# GDD = 0.0
# propa_len = 0.1
# untap_len = 0.005
# taper_len = 0.08
# waist_len = 0.04
# uptap_len = 0.08
# untap_scale = 1.0
# waist_scale = 0.41
# workingDir = More holes oscar in air_holes model 58.6pzt 7 rings with corners for Spirou
# axis = fast
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
358.853832	-100.501951
358.896792	-100.548204
358.939763	-101.310104
358.982744	-102.888976
359.025735	-105.305015
359.068736	-108.006882
359.111748	-108.841350
359.154770	-107.201765
359.197802	-105.374550
359.240845	-104.178261
359.283898	-103.369280
359.326961	-102.369449
359.370035	-101.021198
359.413119	-99.798276
359.456213	-99.142507
359.499317	-99.213411
359.542432	-99.993091
359.585558	-101.332232
359.628693	-102.923897
359.671839	-104.393653
359.714995	-105.575587
359.758162	-106.602271
359.801339	-107.676910
359.844526	-109.045263
359.887724	-111.202611
359.930932	-114.931771
359.974151	-118.901974
360.017380	-115.876403
360.060619	-113.048833
360.103869	-112.713772
360.147129	-114.424299
360.190399	-115.240711
360.233680	-111.945578
360.276971	-108.981980
360.320273	-107.600363
360.363585	-107.651458
360.406907	-109.095029
360.450240	-112.239863
360.493584	-118.616963
360.536937	-133.813054
360.580302	-116.710614
360.623676	-111.139659
360.667061	-107.945529
360.710457	-106.226414
360.753863	-105.865389
360.797279	-106.940306
360.840706	-109.621473
360.884143	-113.486859
360.927591	-114.267830
360.971049	-111.920046
361.014518	-110.383834
361.057997	-109.603302
361.101486	-108.925783
361.144987	-108.200971
361.188497	-107.745634
361.232018	-107.803063
361.275550	-108.302631
361.319092	-108.871812
361.362644	-109.086057
361.406207	-108.835529
361.449781	-108.115325
361.493365	-106.790745
361.536960	-105.025385
361.580565	-103.336007
361.624180	-102.087581
361.667806	-101.353569
361.711443	-101.035408
361.755090	-101.033840
361.798748	-101.407855
361.842416	-102.402521
361.886095	-104.416521
361.929784	-108.123267
361.973484	-115.695370
362.017195	-125.791025
362.060916	-112.002028
362.104647	-106.573290
362.148389	-102.760566
362.192142	-100.045728
362.235905	-98.415218
362.279679	-97.852533
362.323464	-98.308010
362.367259	-99.676783
362.411064	-101.693199
362.454880	-103.857149
362.498707	-105.821559
362.542545	-107.918075
362.586393	-110.427468
362.630251	-111.720862
362.674120	-110.102818
362.718000	-107.915806
362.761891	-106.342747
362.805792	-105.434819
362.849703	-105.219490
362.893626	-105.851854
362.937559	-107.587055
362.981502	-110.686975
363.025457	-114.359633
363.069422	-114.147239
363.113397	-111.941091
363.157383	-111.079556
363.201380	-111.727818
363.245388	-113.778907
363.289406	-117.377389
363.333435	-123.765343
363.377474	-142.574772
363.421524	-121.050751
363.465585	-114.935995
363.509657	-111.455981
363.553739	-109.339565
363.597832	-108.044155
363.641936	-107.205691
363.686050	-106.606429
363.730175	-106.151487
363.774311	-105.811151
363.818457	-105.628746
363.862615	-105.738808
363.906783	-106.337855
363.950961	-107.537082
363.995151	-108.941027
364.039351	-109.086767
364.083561	-107.497383
364.127783	-105.827856
364.172015	-105.013157
364.216258	-105.317129
364.260512	-106.955410
364.304777	-110.367840
364.349052	-114.234245
364.393338	-110.112425
364.437635	-105.342022
364.481943	-102.233755
364.526261	-100.218035
364.570590	-98.944432
364.614930	-98.233562
364.659281	-98.015771
364.703643	-98.290540
364.748015	-99.073470
364.792398	-100.381550
364.836792	-102.232890
364.881197	-104.535897
364.925612	-106.459928
364.970039	-106.432128
365.014476	-105.269833
365.058924	-104.750108
365.103383	-105.594048
365.147852	-108.294430
365.192333	-112.729637
365.236824	-111.076178
365.281326	-106.705406
365.325839	-104.447082
365.370363	-103.920754
365.414898	-104.949288
365.459444	-107.857476
365.504000	-113.795815
365.548567	-114.009982
365.593146	-107.503766
365.637735	-104.074848
365.682335	-102.559643
365.726945	-102.546278
365.771567	-104.066733
365.816200	-107.433739
365.860843	-111.762043
365.905498	-109.864779
365.950163	-106.481584
365.994839	-104.915684
366.039526	-104.823176
366.084224	-105.882832
366.128933	-107.527407
366.173653	-108.286433
366.218384	-107.421178
366.263126	-106.376494
366.307878	-105.955379
366.352642	-105.952840
366.397416	-105.812574
366.442202	-105.292575
366.486998	-104.822890
366.531806	-105.028181
366.576624	-106.466989
366.621453	-109.860715
366.666293	-114.929033
366.711145	-111.879717
366.756007	-107.688323
366.800880	-105.725881
366.845764	-105.222033
366.890659	-105.706271
366.935566	-106.963655
366.980483	-109.071305
367.025411	-112.580083
367.070350	-119.064496
367.115300	-121.678933
367.160261	-115.180160
367.205233	-112.150020
367.250217	-110.569054
367.295211	-109.057622
367.340216	-107.277128
367.385232	-105.727807
367.430260	-104.888607
367.475298	-104.991179
367.520347	-106.212911
367.565408	-108.817565
367.610479	-113.014484
367.655562	-115.241935
367.700655	-111.508924
367.745760	-108.290399
367.790876	-106.361190
367.836003	-105.327601
367.881140	-104.929194
367.926289	-104.994260
367.971449	-105.507824
368.016621	-106.765426
368.061803	-109.480840
368.106996	-115.542169
368.152200	-120.865881
368.197416	-111.479850
368.242643	-107.347657
368.287880	-105.327307
368.333129	-104.372553
368.378389	-103.958892
368.423660	-103.874385
368.468942	-104.243568
368.514236	-105.351137
368.559540	-107.316222
368.604856	-109.289611
368.650183	-109.026727
368.695521	-107.441646
368.740870	-106.807792
368.786230	-107.916047
368.831601	-111.492923
368.876984	-118.245337
368.922378	-115.356408
368.967783	-111.285909
369.013199	-110.290822
369.058626	-111.263351
369.104064	-112.660952
369.149514	-111.799869
369.194975	-109.879359
369.240447	-108.858895
369.285930	-108.985328
369.331424	-110.148672
369.376930	-112.280854
369.422447	-114.944783
369.467975	-115.267652
369.513514	-112.461404
369.559065	-109.984704
369.604627	-108.620297
369.650200	-108.104478
369.695784	-107.984620
369.741379	-107.744232
369.786986	-107.080376
369.832604	-106.148009
369.878233	-105.325398
369.923874	-104.905730
369.969526	-105.033942
370.015189	-105.774094
370.060863	-107.073788
370.106549	-108.532929
370.152245	-109.298858
370.197954	-109.148587
370.243673	-109.032660
370.289404	-109.815658
370.335146	-111.806666
370.380899	-113.771946
370.426664	-112.303627
370.472440	-109.488465
370.518227	-107.626240
370.564026	-106.846338
370.609836	-106.739525
370.655657	-106.299194
370.701489	-104.703022
370.747333	-102.726776
370.793189	-101.280309
370.839055	-100.659000
370.884933	-100.989084
370.930822	-102.510523
370.976723	-105.679043
371.022635	-110.024485
371.068558	-108.073766
371.114493	-103.864229
371.160439	-101.321475
371.206397	-100.056174
371.252366	-99.848338
371.298346	-100.719656
371.344338	-102.781193
371.390341	-105.792688
371.436355	-107.577227
371.482381	-106.118142
371.528418	-104.167501
371.574467	-103.147644
371.620527	-103.344182
371.666599	-105.070114
371.712682	-109.097434
371.758776	-116.710107
371.804882	-112.376031
371.850999	-107.074149
371.897128	-104.546894
371.943268	-103.635888
371.989419	-103.899756
372.035582	-104.973911
372.081757	-106.434196
372.127943	-107.919692
372.174140	-109.438484
372.220349	-111.405662
372.266570	-114.229279
372.312801	-116.085237
372.359045	-113.652953
372.405300	-110.560288
372.451566	-108.534671
372.497844	-107.611101
372.544133	-107.705788
372.590434	-108.662587
372.636746	-110.153832
372.683070	-111.504536
372.729405	-112.352213
372.775752	-114.000399
372.822111	-119.605794
372.868481	-123.981091
372.914862	-113.198864
372.961255	-109.073571
373.007660	-107.521793
373.054076	-107.824663
373.100504	-109.834155
373.146943	-112.832212
373.193394	-113.570406
373.239856	-111.773533
373.286330	-110.615907
373.332815	-110.858942
373.379312	-112.617599
373.425821	-115.459970
373.472341	-116.072249
373.518873	-112.758201
373.565417	-109.116534
373.611972	-106.190060
373.658538	-104.161439
373.705117	-103.052626
373.751706	-102.645467
373.798308	-102.464676
373.844921	-101.997546
373.891546	-101.203313
373.938182	-100.556841
373.984830	-100.513191
374.031490	-101.293985
374.078161	-102.969776
374.124844	-105.458030
374.171539	-107.429569
374.218245	-106.068241
374.264963	-103.551058
374.311692	-101.987452
374.358434	-101.487121
374.405187	-101.851788
374.451951	-102.803266
374.498727	-103.645680
374.545515	-103.624514
374.592315	-103.107643
374.639126	-102.952435
374.685950	-103.764444
374.732784	-105.951227
374.779631	-109.573166
374.826489	-112.108712
374.873359	-109.916848
374.920241	-107.707217
374.967134	-106.974634
375.014039	-107.041794
375.060956	-106.520355
375.107884	-104.703372
375.154825	-102.363830
375.201777	-100.171020
375.248741	-98.379942
375.295716	-97.110083
375.342704	-96.421243
375.389703	-96.352383
375.436714	-96.951890
375.483736	-98.177550
375.530771	-99.664379
375.577817	-100.659099
375.624875	-100.773021
375.671945	-100.568799
375.719026	-100.681411
375.766120	-101.367730
375.813225	-102.657190
375.860342	-104.360045
375.907471	-105.962932
375.954611	-106.945133
376.001764	-107.591119
376.048928	-108.701689
376.096104	-110.685400
376.143292	-112.246930
376.190492	-109.984452
376.237704	-106.696813
376.284927	-104.404556
376.332163	-103.011150
376.379410	-102.574946
376.426669	-103.236678
376.473940	-104.578965
376.521223	-105.326432
376.568518	-104.578846
376.615824	-103.505951
376.663143	-103.491808
376.710473	-104.833394
376.757815	-107.098415
376.805170	-108.275855
376.852536	-105.691134
376.899914	-102.963185
376.947304	-101.616421
376.994706	-101.127719
377.042119	-100.970407
377.089545	-101.198170
377.136983	-102.207217
377.184432	-104.272510
377.231894	-107.221560
377.279367	-109.489863
377.326853	-107.607458
377.374350	-104.456912
377.421859	-102.724280
377.469380	-102.162300
377.516914	-102.113215
377.564459	-102.510804
377.612016	-103.603043
377.659585	-105.302516
377.707166	-107.328950
377.754760	-110.091954
377.802365	-115.647232
377.849982	-114.905054
377.897611	-108.862467
377.945252	-106.528803
377.992905	-106.258296
378.040571	-107.102919
378.088248	-107.819104
378.135937	-106.874913
378.183638	-105.207798
378.231352	-103.957498
378.279077	-102.733908
378.326814	-100.818335
378.374564	-98.364605
378.422325	-96.023265
378.470099	-94.125761
378.517884	-92.753080
378.565682	-91.849467
378.613492	-91.293064
378.661314	-91.031670
378.709148	-91.057419
378.756994	-91.280816
378.804852	-91.613017
378.852722	-92.115848
378.900604	-92.907092
378.948499	-94.033216
378.996405	-95.602973
379.044324	-97.895853
379.092255	-101.153527
379.140197	-105.134588
379.188152	-106.729834
379.236120	-103.790583
379.284099	-101.038541
379.332090	-99.342110
379.380094	-98.432872
379.428110	-98.275343
379.476137	-98.825256
379.524177	-99.920375
379.572230	-101.535113
379.620294	-103.842416
379.668371	-107.209871
379.716459	-113.019556
379.764560	-120.931792
379.812673	-111.332104
379.860799	-107.124700
379.908936	-105.404367
379.957086	-105.245016
380.005248	-106.761220
380.053422	-110.444962
380.101608	-116.035132
380.149806	-111.641144
380.198017	-106.612537
380.246240	-103.745883
380.294475	-101.890913
380.342723	-100.970054
380.390983	-100.826163
380.439255	-100.877313
380.487539	-101.107339
380.535835	-101.909863
380.584144	-103.092941
380.632465	-104.223307
380.680798	-105.474548
380.729144	-106.380886
380.777502	-105.523746
380.825872	-103.555112
380.874254	-101.978905
380.922649	-101.412038
380.971056	-101.537704
381.019475	-101.923497
381.067907	-102.662146
381.116351	-103.775489
381.164807	-104.804047
381.213275	-105.092994
381.261756	-104.261353
381.310249	-102.848285
381.358755	-101.542254
381.407273	-100.693578
381.455803	-100.298816
381.504346	-100.261282
381.552901	-100.482718
381.601468	-100.648699
381.650048	-100.750243
381.698640	-101.236620
381.747244	-102.133847
381.795861	-103.671254
381.844490	-107.441033
381.893132	-113.130049
381.941786	-110.429150
381.990452	-105.246316
382.039131	-101.782178
382.087822	-100.525897
382.136526	-100.286830
382.185242	-100.655842
382.233970	-102.445469
382.282711	-105.041847
382.331464	-106.146663
382.380230	-106.043428
382.429008	-107.387987
382.477799	-110.597216
382.526602	-111.754868
382.575417	-106.876024
382.624245	-103.477421
382.673086	-101.967577
382.721939	-101.274757
382.770804	-101.667470
382.819682	-103.135979
382.868572	-104.541514
382.917475	-104.688757
