# 2022-09-09_13.37.03
# shape = sech2
# FWHM_ps = 0.25
# carrier_nm = 1542
# frep_MHz = 100
# pow_mW = 54.0
# GDD = 0.0
# propa_len = 0.205
# untap_len = 0.01
# taper_len = 0.14
# waist_len = 0.025
# uptap_len = 0.02
# untap_scale = 1.0
# waist_scale = 0.4
# workingDir = Spirou_Fiber_v2
# axis = slow
# window_ps = 50.0
# steps = 200
# points = 40000
# 
# wavelength [nm]	 power spectral density [dB]
600.019406	-80.967665
600.043425	-80.948603
600.067447	-80.932495
600.091469	-80.918764
600.115494	-80.907176
600.139521	-80.897490
600.163550	-80.889461
600.187581	-80.882840
600.211613	-80.877374
600.235648	-80.872807
600.259684	-80.868884
600.283723	-80.865351
600.307763	-80.861956
600.331805	-80.858455
600.355849	-80.854609
600.379895	-80.850190
600.403943	-80.844980
600.427993	-80.838776
600.452045	-80.831386
600.476099	-80.822634
600.500155	-80.812359
600.524212	-80.800419
600.548272	-80.786688
600.572333	-80.771059
600.596397	-80.753446
600.620462	-80.733782
600.644529	-80.712022
600.668599	-80.688143
600.692670	-80.662141
600.716743	-80.634034
600.740818	-80.603859
600.764895	-80.571670
600.788973	-80.537541
600.813054	-80.501556
600.837137	-80.463816
600.861222	-80.424431
600.885308	-80.383520
600.909397	-80.341213
600.933487	-80.297644
600.957579	-80.252953
600.981674	-80.207283
601.005770	-80.160781
601.029868	-80.113593
601.053968	-80.065868
601.078070	-80.017752
601.102174	-79.969387
601.126280	-79.920916
601.150388	-79.872472
601.174498	-79.824187
601.198609	-79.776187
601.222723	-79.728589
601.246839	-79.681509
601.270956	-79.635051
601.295076	-79.589319
601.319197	-79.544406
601.343320	-79.500403
601.367446	-79.457392
601.391573	-79.415453
601.415702	-79.374656
601.439833	-79.335069
601.463966	-79.296754
601.488101	-79.259765
601.512238	-79.224154
601.536376	-79.189967
601.560517	-79.157246
601.584660	-79.126028
601.608804	-79.096348
601.632951	-79.068236
601.657100	-79.041720
601.681250	-79.016825
601.705402	-78.993573
601.729557	-78.971982
601.753713	-78.952069
601.777871	-78.933845
601.802031	-78.917320
601.826193	-78.902499
601.850357	-78.889383
601.874523	-78.877971
601.898691	-78.868256
601.922861	-78.860229
601.947033	-78.853878
601.971206	-78.849185
601.995382	-78.846129
602.019560	-78.844685
602.043739	-78.844819
602.067921	-78.846496
602.092104	-78.849671
602.116289	-78.854293
602.140477	-78.860302
602.164666	-78.867632
602.188857	-78.876205
602.213050	-78.885938
602.237245	-78.896737
602.261442	-78.908502
602.285641	-78.921122
602.309842	-78.934479
602.334045	-78.948446
602.358250	-78.962888
602.382457	-78.977658
602.406665	-78.992603
602.430876	-79.007557
602.455089	-79.022345
602.479303	-79.036784
602.503520	-79.050680
602.527738	-79.063831
602.551958	-79.076028
602.576181	-79.087058
602.600405	-79.096704
602.624631	-79.104749
602.648859	-79.110974
602.673090	-79.115166
602.697322	-79.117116
602.721556	-79.116621
602.745792	-79.113486
602.770029	-79.107529
602.794269	-79.098580
602.818511	-79.086483
602.842755	-79.071100
602.867001	-79.052313
602.891248	-79.030026
602.915498	-79.004164
602.939749	-78.974679
602.964003	-78.941548
602.988258	-78.904774
603.012516	-78.864388
603.036775	-78.820444
603.061036	-78.773024
603.085300	-78.722231
603.109565	-78.668193
603.133832	-78.611057
603.158101	-78.550991
603.182372	-78.488177
603.206645	-78.422816
603.230920	-78.355118
603.255197	-78.285306
603.279476	-78.213609
603.303757	-78.140262
603.328040	-78.065502
603.352325	-77.989567
603.376611	-77.912694
603.400900	-77.835114
603.425191	-77.757058
603.449483	-77.678748
603.473778	-77.600401
603.498074	-77.522225
603.522373	-77.444423
603.546673	-77.367187
603.570975	-77.290700
603.595280	-77.215135
603.619586	-77.140654
603.643894	-77.067408
603.668204	-76.995534
603.692517	-76.925161
603.716831	-76.856404
603.741147	-76.789365
603.765465	-76.724139
603.789785	-76.660807
603.814107	-76.599445
603.838431	-76.540115
603.862757	-76.482873
603.887084	-76.427768
603.911414	-76.374836
603.935746	-76.324111
603.960080	-76.275614
603.984415	-76.229360
604.008753	-76.185356
604.033092	-76.143601
604.057434	-76.104088
604.081778	-76.066804
604.106123	-76.031726
604.130470	-75.998831
604.154820	-75.968088
604.179171	-75.939460
604.203525	-75.912908
604.227880	-75.888386
604.252237	-75.865846
604.276596	-75.845233
604.300957	-75.826489
604.325321	-75.809552
604.349686	-75.794357
604.374053	-75.780835
604.398422	-75.768914
604.422793	-75.758520
604.447166	-75.749578
604.471541	-75.742009
604.495918	-75.735734
604.520297	-75.730672
604.544677	-75.726741
604.569060	-75.723857
604.593445	-75.721934
604.617832	-75.720886
604.642220	-75.720626
604.666611	-75.721066
604.691004	-75.722118
604.715398	-75.723696
604.739795	-75.725712
604.764193	-75.728083
604.788594	-75.730726
604.812996	-75.733560
604.837401	-75.736507
604.861807	-75.739490
604.886216	-75.742437
604.910626	-75.745277
604.935038	-75.747940
604.959453	-75.750363
604.983869	-75.752484
605.008287	-75.754245
605.032707	-75.755591
605.057130	-75.756474
605.081554	-75.756848
605.105980	-75.756672
605.130408	-75.755911
605.154838	-75.754533
605.179270	-75.752514
605.203704	-75.749831
605.228140	-75.746469
605.252578	-75.742417
605.277018	-75.737669
605.301460	-75.732225
605.325904	-75.726089
605.350350	-75.719270
605.374798	-75.711783
605.399247	-75.703646
605.423699	-75.694882
605.448153	-75.685520
605.472609	-75.675590
605.497066	-75.665131
605.521526	-75.654181
605.545988	-75.642786
605.570451	-75.630994
605.594917	-75.618857
605.619385	-75.606431
605.643854	-75.593775
605.668326	-75.580949
605.692799	-75.568018
605.717275	-75.555047
605.741752	-75.542105
605.766232	-75.529259
605.790713	-75.516583
605.815196	-75.504147
605.839682	-75.492026
605.864169	-75.480296
605.888659	-75.469032
605.913150	-75.458314
605.937643	-75.448218
605.962139	-75.438825
605.986636	-75.430213
606.011135	-75.422459
606.035636	-75.415642
606.060140	-75.409837
606.084645	-75.405119
606.109152	-75.401563
606.133661	-75.399242
606.158172	-75.398227
606.182685	-75.398592
606.207201	-75.400406
606.231718	-75.403738
606.256237	-75.408657
606.280758	-75.415229
606.305281	-75.423517
606.329806	-75.433583
