# 2020-05-18_14.58.42
# shape = Gauss
# FWHM_ps = 0.13
# carrier_nm = 1050
# frep_MHz = 250
# pow_mW = 100
# GDD = 0.0
# propa_len = 0.2
# untap_len = 0.005
# taper_len = 0.18
# waist_len = 0.04
# uptap_len = 0.08
# untap_scale = 1.0
# waist_scale = 0.66
# workingDir = More holes oscar in air_holes model 58.6pzt 7 rings with corners for Spirou
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
358.853832	-83.331078
358.896792	-84.915216
358.939763	-85.936271
358.982744	-86.673560
359.025735	-85.659082
359.068736	-87.349033
359.111748	-86.335371
359.154770	-86.896331
359.197802	-87.579265
359.240845	-89.263622
359.283898	-89.738262
359.326961	-87.427407
359.370035	-89.449960
359.413119	-89.640165
359.456213	-90.759740
359.499317	-90.751157
359.542432	-90.424817
359.585558	-93.083791
359.628693	-88.787408
359.671839	-94.230887
359.714995	-92.932708
359.758162	-94.313286
359.801339	-91.887888
359.844526	-92.950109
359.887724	-96.044342
359.930932	-99.544763
359.974151	-95.720187
360.017380	-93.870003
360.060619	-99.910973
360.103869	-107.133844
360.147129	-100.740032
360.190399	-98.318370
360.233680	-98.784965
360.276971	-109.438523
360.320273	-103.113109
360.363585	-96.297180
360.406907	-97.241435
360.450240	-104.371247
360.493584	-97.843660
360.536937	-97.474533
360.580302	-98.741150
360.623676	-98.008916
360.667061	-96.346948
360.710457	-93.961455
360.753863	-93.144817
360.797279	-93.377472
360.840706	-93.154190
360.884143	-92.434124
360.927591	-92.336135
360.971049	-92.019038
361.014518	-90.541824
361.057997	-87.109324
361.101486	-84.168843
361.144987	-82.492055
361.188497	-80.177935
361.232018	-78.851472
361.275550	-78.011064
361.319092	-76.595027
361.362644	-75.375204
361.406207	-73.482721
361.449781	-72.305146
361.493365	-71.527015
361.536960	-71.740811
361.580565	-71.884243
361.624180	-72.613727
361.667806	-73.287381
361.711443	-74.295441
361.755090	-74.971785
361.798748	-75.318387
361.842416	-74.318069
361.886095	-74.091325
361.929784	-73.355437
361.973484	-73.924351
362.017195	-73.863637
362.060916	-75.572925
362.104647	-75.917271
