# 2020-05-19_12.01.03
# shape = Gauss
# FWHM_ps = 0.1
# carrier_nm = 1550
# frep_MHz = 100
# pow_mW = 250
# GDD = 0.0
# propa_len = 0.1
# untap_len = 0.005
# taper_len = 0.08
# waist_len = 0.04
# uptap_len = 0.08
# untap_scale = 1.0
# waist_scale = 0.31
# workingDir = More holes oscar in air_holes model 58.6pzt 7 rings with corners for Spirou
# axis = fast
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
403.318464	-117.055322
403.372731	-112.989778
403.427012	-110.067510
403.481308	-110.853368
403.535619	-117.205996
403.589944	-121.057335
403.644284	-112.700116
403.698638	-110.892336
403.753007	-112.624928
403.807391	-116.425373
403.861790	-122.200187
403.916203	-124.274438
403.970630	-116.711736
404.025073	-114.433933
404.079530	-116.173538
404.134002	-118.460884
404.188488	-114.528536
404.242989	-112.537170
404.297505	-113.235736
404.352036	-115.706147
404.406581	-115.144432
404.461141	-112.308380
404.515716	-111.288812
404.570305	-112.990242
404.624909	-117.134525
404.679528	-122.938439
404.734162	-118.098171
404.788810	-114.439473
404.843474	-112.792135
404.898152	-112.510977
404.952844	-112.961832
405.007552	-114.002938
405.062274	-117.276287
405.117011	-127.328593
405.171763	-121.091767
405.226530	-113.853346
405.281311	-111.764766
405.336107	-112.383664
405.390919	-114.161191
405.445745	-113.347724
405.500585	-111.379557
405.555441	-110.564271
405.610311	-110.461932
405.665197	-110.334314
405.720097	-110.094045
405.775012	-110.746037
405.829942	-113.380450
405.884886	-116.581419
405.939846	-115.608325
405.994821	-114.604437
406.049810	-116.013753
406.104814	-119.785328
406.159834	-122.133102
406.214868	-117.057217
406.269917	-113.576495
406.324981	-111.938142
406.380060	-111.138861
406.435153	-109.772325
406.490262	-108.232563
406.545386	-107.688331
406.600525	-108.283134
406.655678	-109.674932
406.710847	-110.167522
406.766030	-109.611205
406.821229	-109.931596
406.876442	-111.922254
406.931671	-115.744541
406.986914	-118.708642
407.042173	-117.220318
407.097446	-116.401447
407.152735	-116.899194
407.208039	-115.345611
407.263357	-111.797068
407.318691	-109.506927
407.374039	-109.338770
407.429403	-110.570706
407.484782	-110.479390
407.540176	-108.511053
407.595584	-107.329050
407.651008	-107.709987
407.706447	-109.051855
407.761901	-110.293902
407.817371	-110.252984
407.872855	-109.758398
407.928354	-109.825417
407.983869	-110.936941
408.039398	-112.913223
408.094943	-112.953885
408.150503	-111.141782
408.206078	-110.470372
408.261668	-110.735150
408.317273	-110.024972
408.372893	-108.849951
408.428529	-108.934645
408.484180	-110.120260
408.539846	-109.922885
408.595527	-107.887915
408.651223	-106.631427
408.706934	-106.740450
408.762661	-108.104264
408.818403	-109.332797
408.874160	-109.712136
408.929932	-110.230363
408.985719	-111.506381
409.041522	-112.357834
409.097340	-110.645171
409.153173	-108.638740
409.209021	-108.563536
409.264885	-110.673922
409.320764	-111.667766
409.376658	-109.060086
409.432567	-107.711529
409.488492	-108.292005
409.544432	-109.772991
409.600387	-110.464568
409.656358	-109.796552
409.712343	-109.162053
409.768345	-109.186296
409.824361	-109.195967
409.880393	-108.277357
409.936440	-106.816165
409.992502	-106.121191
410.048580	-106.682033
410.104673	-108.397574
410.160781	-109.509101
410.216905	-108.507381
410.273044	-107.637753
410.329199	-107.692196
410.385369	-108.238481
410.441554	-109.196475
410.497755	-110.770200
410.553971	-113.524983
410.610202	-115.047265
410.666449	-111.565222
410.722711	-108.267093
410.778989	-106.501330
410.835282	-106.358560
410.891591	-107.746991
410.947915	-109.582017
411.004254	-108.862833
411.060609	-106.956832
411.116979	-106.152659
411.173365	-106.915931
411.229766	-108.819666
411.286183	-110.132645
411.342615	-109.571815
411.399063	-109.583352
411.455526	-112.195768
411.512005	-118.599934
411.568499	-114.018745
411.625009	-108.765906
411.681534	-106.919746
411.738075	-107.292442
411.794631	-109.578191
411.851203	-112.011151
411.907790	-109.819532
411.964393	-106.519882
412.021012	-104.735636
412.077646	-104.391036
412.134296	-105.083941
412.190961	-106.052299
412.247642	-106.748771
412.304338	-108.100524
412.361050	-111.234760
412.417778	-117.387483
412.474521	-119.475020
412.531280	-113.400883
412.588054	-110.447838
412.644844	-109.973318
412.701650	-111.608709
412.758471	-115.361961
412.815308	-113.873035
412.872161	-109.382508
412.929029	-106.695429
412.985913	-105.466486
413.042813	-105.549921
413.099728	-106.516922
413.156659	-107.829289
413.213606	-108.474655
413.270568	-108.512891
413.327546	-108.536304
413.384540	-108.558884
413.441550	-108.501486
413.498575	-108.565994
413.555616	-108.928583
413.612673	-109.822500
413.669745	-111.798300
413.726833	-116.146385
413.783937	-124.149687
413.841057	-116.134728
413.898193	-111.187450
413.955344	-109.265553
414.012511	-109.490423
414.069694	-111.697103
414.126893	-114.415257
414.184107	-113.329239
414.241338	-110.857053
414.298584	-109.209641
414.355846	-108.087715
414.413124	-106.973712
414.470417	-106.251361
414.527727	-106.348569
414.585052	-107.565526
414.642393	-110.016390
414.699750	-112.725140
414.757123	-112.020038
414.814512	-109.477619
414.871917	-107.854219
414.929337	-107.787693
414.986774	-109.509548
415.044226	-114.027997
415.101694	-121.892483
415.159178	-114.512617
415.216679	-110.070987
415.274195	-108.490641
415.331727	-108.721400
415.389275	-110.651228
415.446838	-113.833774
415.504418	-115.475920
415.562014	-113.123194
415.619626	-110.821591
415.677254	-109.198771
415.734897	-107.766898
415.792557	-106.213401
415.850233	-104.739725
415.907924	-103.928432
415.965632	-104.433275
416.023356	-106.980889
416.081096	-113.040324
416.138851	-119.300289
416.196623	-112.099029
416.254411	-109.586466
416.312215	-109.770647
416.370035	-111.387055
416.427871	-114.252263
416.485723	-117.049436
416.543591	-114.169437
416.601476	-110.199990
416.659376	-107.566595
416.717292	-106.057678
416.775225	-105.196352
416.833174	-104.660774
416.891138	-104.892713
416.949119	-106.170876
417.007116	-108.582180
417.065130	-109.748689
417.123159	-108.990476
417.181204	-108.736585
417.239266	-109.752610
417.297344	-111.765963
417.355438	-114.227238
417.413548	-115.576553
417.471674	-115.032847
417.529817	-114.659754
417.587975	-113.906607
417.646150	-111.276914
417.704341	-108.646252
417.762549	-106.643361
417.820772	-105.429373
417.879012	-105.134493
417.937268	-105.813235
417.995541	-107.276245
418.053829	-107.945163
418.112134	-107.306639
418.170455	-106.760192
418.228792	-106.603304
418.287146	-106.416707
418.345516	-105.982664
418.403902	-105.791655
418.462304	-106.734342
418.520723	-109.585151
418.579158	-113.058994
418.637610	-111.505037
418.696078	-109.348463
418.754562	-108.480894
418.813062	-107.867302
418.871579	-107.171351
418.930112	-106.949910
418.988661	-107.781816
419.047227	-109.475542
419.105810	-110.200224
419.164408	-109.211519
419.223023	-107.798323
419.281655	-106.401739
419.340302	-104.908358
419.398967	-103.740781
419.457647	-103.489649
419.516344	-104.652465
419.575058	-107.582765
419.633788	-110.593116
419.692534	-108.932863
419.751297	-106.635869
419.810076	-105.670135
419.868872	-105.586093
419.927684	-106.497102
419.986513	-108.356656
420.045358	-111.082889
420.104220	-114.595814
420.163098	-117.932383
420.221992	-118.060694
420.280904	-115.645039
420.339831	-112.452744
420.398776	-109.357401
420.457736	-106.949183
420.516714	-106.009509
420.575707	-106.807071
420.634718	-109.644310
420.693745	-112.786670
420.752788	-110.139306
420.811848	-107.199957
420.870925	-105.838004
420.930018	-105.546979
420.989128	-106.083955
421.048255	-107.295659
421.107398	-109.011731
421.166558	-110.809610
