# 2020-05-18_12.12.07
# shape = Gauss
# FWHM_ps = 0.13
# carrier_nm = 1050
# frep_MHz = 250
# pow_mW = 100
# GDD = 0.0
# propa_len = 0.2
# untap_len = 0.005
# taper_len = 0.18
# waist_len = 0.04
# uptap_len = 0.08
# untap_scale = 1.0
# waist_scale = 0.75
# workingDir = More holes oscar in air_holes model 58.6pzt 7 rings with corners for Spirou
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
358.853832	-119.499839
358.896792	-133.485915
358.939763	-122.429511
358.982744	-118.957995
359.025735	-130.058742
359.068736	-115.294225
359.111748	-117.614663
359.154770	-123.325410
359.197802	-115.143867
359.240845	-119.090362
359.283898	-117.970770
359.326961	-115.313279
359.370035	-116.459768
359.413119	-122.330787
359.456213	-115.841587
359.499317	-118.133134
359.542432	-115.340809
359.585558	-119.168027
359.628693	-112.498341
359.671839	-125.831509
359.714995	-112.189124
359.758162	-115.458160
359.801339	-119.458673
359.844526	-119.497920
359.887724	-116.939365
359.930932	-119.739036
359.974151	-119.785669
360.017380	-123.503470
360.060619	-128.198214
360.103869	-122.160072
360.147129	-125.466535
360.190399	-117.808034
360.233680	-121.132387
360.276971	-119.916697
360.320273	-116.842978
360.363585	-125.554153
360.406907	-120.858506
360.450240	-120.709244
360.493584	-131.534066
360.536937	-138.329153
360.580302	-121.499733
360.623676	-126.815232
360.667061	-116.121485
360.710457	-115.297164
360.753863	-123.197093
360.797279	-120.839293
360.840706	-118.238545
360.884143	-114.505542
360.927591	-113.395011
360.971049	-118.393272
361.014518	-121.683698
361.057997	-111.706128
361.101486	-112.432311
361.144987	-118.991500
361.188497	-124.215549
361.232018	-115.764415
361.275550	-113.206142
361.319092	-122.887704
361.362644	-111.781366
361.406207	-113.181581
361.449781	-125.142415
361.493365	-111.714716
361.536960	-112.572041
361.580565	-120.604385
361.624180	-109.483637
361.667806	-115.177249
361.711443	-123.254083
361.755090	-112.841344
361.798748	-118.273632
361.842416	-114.127512
361.886095	-120.859264
361.929784	-117.082709
361.973484	-114.316878
362.017195	-116.411646
362.060916	-113.997188
362.104647	-117.355879
362.148389	-120.447609
362.192142	-116.394075
362.235905	-122.435392
362.279679	-114.064314
362.323464	-119.482588
362.367259	-112.871778
362.411064	-126.847764
362.454880	-118.427281
362.498707	-113.127311
362.542545	-113.861171
362.586393	-115.278714
362.630251	-117.226060
362.674120	-112.879058
362.718000	-117.920183
362.761891	-123.310913
362.805792	-121.210225
362.849703	-115.537154
362.893626	-116.185283
362.937559	-116.480274
362.981502	-113.837354
363.025457	-117.996970
363.069422	-125.006174
363.113397	-122.087958
363.157383	-116.959027
363.201380	-117.752602
363.245388	-120.193503
363.289406	-115.393917
363.333435	-110.209165
363.377474	-112.886652
363.421524	-112.034207
363.465585	-108.563758
363.509657	-107.349238
363.553739	-113.453335
363.597832	-113.584384
363.641936	-110.028991
363.686050	-117.576466
363.730175	-119.060153
363.774311	-115.510971
363.818457	-112.160414
363.862615	-109.705115
363.906783	-112.922457
363.950961	-115.856908
363.995151	-113.753044
364.039351	-123.482335
364.083561	-123.047938
364.127783	-125.528418
364.172015	-117.575859
364.216258	-119.053846
364.260512	-126.627400
364.304777	-120.767463
364.349052	-117.019577
364.393338	-118.384231
364.437635	-112.325617
364.481943	-109.651687
364.526261	-118.785579
364.570590	-109.748857
364.614930	-113.738982
364.659281	-107.139045
364.703643	-107.878852
364.748015	-111.494662
364.792398	-104.850284
364.836792	-117.586791
364.881197	-105.784560
364.925612	-112.944359
364.970039	-108.663879
365.014476	-116.831020
365.058924	-104.984933
365.103383	-111.259332
365.147852	-108.826383
365.192333	-108.193153
365.236824	-109.577216
365.281326	-107.525998
365.325839	-108.151874
365.370363	-111.838378
365.414898	-111.102687
365.459444	-111.689126
365.504000	-115.863728
365.548567	-125.567688
365.593146	-123.406710
365.637735	-119.914980
365.682335	-112.117111
365.726945	-114.563611
365.771567	-124.396363
365.816200	-114.923458
365.860843	-113.631298
365.905498	-116.642207
365.950163	-117.382493
365.994839	-111.147033
366.039526	-118.106672
366.084224	-122.395417
366.128933	-118.332971
366.173653	-112.677333
366.218384	-109.287242
366.263126	-119.641936
366.307878	-122.496891
366.352642	-121.784007
366.397416	-127.990482
366.442202	-118.270033
366.486998	-116.308943
366.531806	-114.614866
366.576624	-120.368717
366.621453	-121.088877
366.666293	-117.568916
366.711145	-131.337953
366.756007	-118.906592
366.800880	-117.625582
366.845764	-125.873556
366.890659	-118.553306
366.935566	-116.180814
366.980483	-125.072902
367.025411	-120.386543
367.070350	-111.896208
367.115300	-118.370211
367.160261	-118.314061
367.205233	-113.111180
367.250217	-132.120583
367.295211	-117.118371
367.340216	-113.721332
367.385232	-115.852732
367.430260	-113.742373
367.475298	-131.587643
367.520347	-110.950947
367.565408	-120.634978
367.610479	-112.080502
367.655562	-118.435199
367.700655	-111.653474
367.745760	-121.960091
367.790876	-114.354828
367.836003	-126.540945
367.881140	-113.424795
367.926289	-121.905074
367.971449	-119.709574
368.016621	-113.517730
368.061803	-121.351370
368.106996	-114.952610
368.152200	-114.565808
368.197416	-116.511646
368.242643	-114.413276
368.287880	-119.194543
368.333129	-113.271396
368.378389	-116.094303
368.423660	-120.502744
368.468942	-112.312271
368.514236	-116.367668
368.559540	-117.364703
368.604856	-110.727258
368.650183	-109.711058
368.695521	-109.809390
368.740870	-110.898959
368.786230	-106.123979
368.831601	-108.011860
368.876984	-108.386706
368.922378	-106.435385
368.967783	-107.725915
369.013199	-109.336378
369.058626	-111.739951
369.104064	-114.113524
369.149514	-115.706242
369.194975	-108.543250
369.240447	-109.132407
369.285930	-108.819513
369.331424	-113.124475
369.376930	-116.692074
369.422447	-113.549774
369.467975	-113.554500
369.513514	-114.050663
369.559065	-118.123228
369.604627	-118.375296
369.650200	-118.839689
369.695784	-112.768916
369.741379	-131.245155
369.786986	-124.133232
369.832604	-116.824455
369.878233	-123.670347
369.923874	-128.083810
369.969526	-127.627205
370.015189	-123.673216
370.060863	-117.153872
370.106549	-124.577203
370.152245	-119.871300
370.197954	-116.734866
370.243673	-120.658792
370.289404	-120.537987
370.335146	-121.412015
370.380899	-120.573818
370.426664	-127.349565
370.472440	-121.507297
370.518227	-120.501828
370.564026	-125.841862
370.609836	-131.702860
370.655657	-121.391709
370.701489	-124.301559
370.747333	-118.982333
370.793189	-125.968603
