# 2020-05-19_11.36.13
# shape = Gauss
# FWHM_ps = 0.1
# carrier_nm = 1550
# frep_MHz = 100
# pow_mW = 100
# GDD = 0.0
# propa_len = 0.1
# untap_len = 0.005
# taper_len = 0.08
# waist_len = 0.04
# uptap_len = 0.08
# untap_scale = 1.0
# waist_scale = 0.35
# workingDir = More holes oscar in air_holes model 58.6pzt 7 rings with corners for Spirou
# axis = fast
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
403.318464	-148.416549
403.372731	-149.042781
403.427012	-149.574948
403.481308	-149.811018
403.535619	-149.871331
403.589944	-149.740932
403.644284	-149.457194
403.698638	-149.268255
403.753007	-149.198515
403.807391	-149.119525
403.861790	-149.027381
403.916203	-148.939572
403.970630	-148.800901
404.025073	-148.641324
404.079530	-148.497556
404.134002	-148.386034
404.188488	-148.355106
404.242989	-148.407625
404.297505	-148.492823
404.352036	-148.577336
404.406581	-148.654670
404.461141	-148.710150
404.515716	-148.753837
404.570305	-148.777328
404.624909	-148.792854
404.679528	-148.826786
404.734162	-148.866707
404.788810	-148.907358
404.843474	-148.972641
404.898152	-149.025603
404.952844	-149.026895
405.007552	-149.037863
405.062274	-149.070160
405.117011	-149.012335
405.171763	-148.850604
405.226530	-148.695300
405.281311	-148.554599
405.336107	-148.358600
405.390919	-148.145061
405.445745	-147.976886
405.500585	-147.843939
405.555441	-147.721926
405.610311	-147.634364
405.665197	-147.572015
405.720097	-147.500067
405.775012	-147.435840
405.829942	-147.426784
405.884886	-147.436643
405.939846	-147.430752
405.994821	-147.459551
406.049810	-147.528432
406.104814	-147.576774
406.159834	-147.662333
406.214868	-147.822119
406.269917	-147.939792
406.324981	-147.985960
406.380060	-148.055117
406.435153	-148.148375
406.490262	-148.247676
406.545386	-148.433968
406.600525	-148.721896
406.655678	-149.050652
406.710847	-149.380074
406.766030	-149.677645
406.821229	-149.919076
406.876442	-150.121413
406.931671	-150.233917
406.986914	-150.226178
407.042173	-150.213186
407.097446	-150.262180
407.152735	-150.332570
407.208039	-150.438909
407.263357	-150.570222
407.318691	-150.652627
407.374039	-150.736520
407.429403	-150.893259
407.484782	-151.026623
407.540176	-151.059853
407.595584	-151.056657
407.651008	-151.030756
407.706447	-150.994487
407.761901	-150.991757
407.817371	-150.994174
407.872855	-150.886340
407.928354	-150.685409
407.983869	-150.527644
408.039398	-150.447046
408.094943	-150.358558
408.150503	-150.186985
408.206078	-149.956312
408.261668	-149.699309
408.317273	-149.465623
408.372893	-149.299313
408.428529	-149.171736
408.484180	-149.064873
408.539846	-148.966704
408.595527	-148.891805
408.651223	-148.868431
408.706934	-148.864557
408.762661	-148.807519
408.818403	-148.712049
408.874160	-148.617518
408.929932	-148.518345
408.985719	-148.464469
409.041522	-148.489403
409.097340	-148.512122
409.153173	-148.511831
409.209021	-148.519573
409.264885	-148.525494
409.320764	-148.519853
409.376658	-148.520170
409.432567	-148.499489
409.488492	-148.437547
409.544432	-148.406271
409.600387	-148.463487
409.656358	-148.566019
409.712343	-148.673273
409.768345	-148.736041
409.824361	-148.717071
409.880393	-148.643870
409.936440	-148.601168
409.992502	-148.618136
410.048580	-148.688021
410.104673	-148.829452
410.160781	-149.064833
410.216905	-149.349400
410.273044	-149.655724
410.329199	-149.941108
410.385369	-150.161472
410.441554	-150.307731
410.497755	-150.396227
410.553971	-150.473648
410.610202	-150.599224
410.666449	-150.736448
410.722711	-150.807916
410.778989	-150.877721
410.835282	-151.035563
410.891591	-151.298969
410.947915	-151.576934
411.004254	-151.809849
411.060609	-151.989360
411.116979	-152.091917
411.173365	-152.158346
411.229766	-152.216461
411.286183	-152.239060
411.342615	-152.232146
411.399063	-152.213570
411.455526	-152.119521
411.512005	-151.957127
411.568499	-151.741596
411.625009	-151.502974
411.681534	-151.287232
411.738075	-151.052511
411.794631	-150.811846
411.851203	-150.639527
411.907790	-150.528531
411.964393	-150.437740
412.021012	-150.405418
412.077646	-150.384711
412.134296	-150.328105
412.190961	-150.223341
412.247642	-150.015960
412.304338	-149.718118
412.361050	-149.431414
412.417778	-149.164077
412.474521	-148.947212
412.531280	-148.810986
412.588054	-148.700286
412.644844	-148.519438
412.701650	-148.281996
412.758471	-148.060384
412.815308	-147.852465
412.872161	-147.637495
412.929029	-147.426096
