# 2020-05-19_10.35.06
# shape = Gauss
# FWHM_ps = 0.13
# carrier_nm = 1050
# frep_MHz = 250
# pow_mW = 250
# GDD = 0.0
# propa_len = 0.1
# untap_len = 0.005
# taper_len = 0.08
# waist_len = 0.04
# uptap_len = 0.08
# untap_scale = 1.0
# waist_scale = 0.5
# workingDir = More holes oscar in air_holes model 58.6pzt 7 rings with corners for Spirou
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
358.853832	-67.958793
358.896792	-75.537911
358.939763	-87.636477
358.982744	-75.218154
359.025735	-75.201897
359.068736	-82.124011
359.111748	-72.215426
359.154770	-70.819952
359.197802	-64.754625
359.240845	-68.372923
359.283898	-70.557529
359.326961	-70.767287
359.370035	-72.632216
359.413119	-68.457537
359.456213	-67.274114
359.499317	-67.291632
359.542432	-70.518437
359.585558	-77.446486
359.628693	-69.710351
359.671839	-69.397784
359.714995	-68.914535
359.758162	-81.861179
359.801339	-77.578665
359.844526	-72.877764
359.887724	-70.731658
359.930932	-68.353262
359.974151	-66.603256
360.017380	-70.122997
360.060619	-73.368112
360.103869	-70.557070
360.147129	-77.534887
360.190399	-79.900114
360.233680	-73.743905
360.276971	-84.021002
360.320273	-73.128881
360.363585	-71.707594
360.406907	-67.044840
360.450240	-70.098301
360.493584	-68.479531
360.536937	-65.527134
360.580302	-79.251259
360.623676	-73.702481
360.667061	-76.284407
360.710457	-75.355297
360.753863	-73.423622
360.797279	-72.591814
360.840706	-78.486306
360.884143	-65.197684
360.927591	-66.665658
360.971049	-66.365322
361.014518	-72.253579
361.057997	-66.696852
361.101486	-73.001394
361.144987	-66.007470
361.188497	-76.970582
361.232018	-64.485889
361.275550	-75.491804
361.319092	-72.693466
361.362644	-69.814709
361.406207	-75.208445
361.449781	-70.071523
361.493365	-87.368819
361.536960	-71.379349
361.580565	-75.730520
361.624180	-71.720140
361.667806	-81.428137
361.711443	-72.316116
361.755090	-72.740683
361.798748	-71.173341
361.842416	-68.458553
361.886095	-69.270196
361.929784	-69.045988
361.973484	-74.968702
362.017195	-70.853798
362.060916	-75.123475
362.104647	-74.234822
362.148389	-68.901139
362.192142	-74.594096
362.235905	-67.730378
362.279679	-69.238704
362.323464	-70.015742
362.367259	-68.317994
362.411064	-69.989942
362.454880	-67.374096
362.498707	-66.369052
362.542545	-62.643234
362.586393	-78.863968
362.630251	-63.211101
362.674120	-66.380405
362.718000	-69.479215
362.761891	-65.276870
362.805792	-62.097474
362.849703	-64.953104
362.893626	-63.314153
362.937559	-68.401025
362.981502	-62.268852
363.025457	-69.742614
363.069422	-62.597415
363.113397	-67.373325
363.157383	-65.864836
363.201380	-69.346454
363.245388	-64.733025
