Taper_length,Waist_scale,Waist_len,Low_wavelength,High_wavelength,SC_range
0.038,0.3,0.025,574.9561667235582,2199.2150542740605,1624.2588875505023
0.038,0.325,0.025,591.7525544061581,2199.2150542740605,1607.4624998679024
0.038,0.35,0.025,609.0644728725435,2199.2150542740605,1590.150581401517
0.038,0.375,0.025,705.6963284270013,2199.2150542740605,1493.5187258470592
0.038,0.4,0.025,1491.3716820502477,2199.2150542740605,707.8433722238128
0.04488888888888889,0.3,0.025,1482.5215965933787,2199.2150542740605,716.6934576806818
0.04488888888888889,0.325,0.025,628.6038647108743,2199.2150542740605,1570.6111895631861
0.04488888888888889,0.35,0.025,555.9764201759376,2199.2150542740605,1643.238634098123
0.04488888888888889,0.375,0.025,538.0165252971167,2199.2150542740605,1661.1985289769439
0.04488888888888889,0.4,0.025,1140.6849245291091,2199.2150542740605,1058.5301297449514
0.05177777777777778,0.3,0.025,532.0016251667893,2199.2150542740605,1667.2134291072712
0.05177777777777778,0.325,0.025,526.3968679735058,2199.2150542740605,1672.8181863005548
0.05177777777777778,0.35,0.025,521.8156631530812,2199.2150542740605,1677.3993911209793
0.05177777777777778,0.375,0.025,519.3748133430638,2199.2150542740605,1679.8402409309967
0.05177777777777778,0.4,0.025,819.0649368465777,2199.2150542740605,1380.1501174274829
0.05866666666666667,0.3,0.025,518.4765796830442,2199.2150542740605,1680.7384745910163
0.05866666666666667,0.325,0.025,518.655977776768,2199.2150542740605,1680.5590764972926
0.05866666666666667,0.35,0.025,520.2761646903447,2199.2150542740605,1678.938889583716
0.05866666666666667,0.375,0.025,688.2004456605823,2199.2150542740605,1511.0146086134782
0.05866666666666667,0.4,0.025,1107.8070505486583,2199.2150542740605,1091.4080037254023
0.06555555555555556,0.3,0.025,530.8711458442842,2199.2150542740605,1668.3439084297763
0.06555555555555556,0.325,0.025,532.7579566653397,2199.2150542740605,1666.4570976087207
0.06555555555555556,0.35,0.025,535.1354151596399,2199.2150542740605,1664.0796391144206
0.06555555555555556,0.375,0.025,531.1533150197646,2199.2150542740605,1668.0617392542958
0.06555555555555556,0.4,0.025,1186.7425655417696,2199.2150542740605,1012.4724887322909
0.07244444444444445,0.3,0.025,531.7185542014419,2199.2150542740605,1667.4965000726188
0.07244444444444445,0.325,0.025,528.4381803226202,2199.2150542740605,1670.7768739514404
0.07244444444444445,0.35,0.025,522.2701922104691,2199.2150542740605,1676.9448620635915
0.07244444444444445,0.375,0.025,516.689400945142,2199.2150542740605,1682.5256533289185
0.07244444444444445,0.4,0.025,1124.4271934439928,2199.2150542740605,1074.7878608300678
0.07933333333333334,0.3,0.025,519.5548336788412,2199.2150542740605,1679.6602205952195
0.07933333333333334,0.325,0.025,517.1350395639093,2199.2150542740605,1682.0800147101513
0.07933333333333334,0.35,0.025,519.1949177144176,2199.2150542740605,1680.020136559643
0.07933333333333334,0.375,0.025,525.4742030854349,2199.2150542740605,1673.7408511886256
0.07933333333333334,0.4,0.025,1162.3559886171981,2199.2150542740605,1036.8590656568624
0.08622222222222223,0.3,0.025,519.9152489908455,2199.2150542740605,1679.299805283215
0.08622222222222223,0.325,0.025,526.3044557030535,2199.2150542740605,1672.910598571007
0.08622222222222223,0.35,0.025,531.812877713224,2199.2150542740605,1667.4021765608366
0.08622222222222223,0.375,0.025,538.7900683338253,2199.2150542740605,1660.4249859402353
0.08622222222222223,0.4,0.025,1169.6117023903855,2199.2150542740605,1029.603351883675
0.09311111111111112,0.3,0.025,533.4215130137791,2199.2150542740605,1665.7935412602815
0.09311111111111112,0.325,0.025,539.3716869175421,2199.2150542740605,1659.8433673565185
0.09311111111111112,0.35,0.025,543.2814669467396,2199.2150542740605,1655.933587327321
0.09311111111111112,0.375,0.025,540.4412554615311,2199.2150542740605,1658.7737988125295
0.09311111111111112,0.4,0.025,1159.6582508789288,2199.2150542740605,1039.5568033951317
0.1,0.3,0.025,544.2677846226887,2199.2150542740605,1654.9472696513717
0.1,0.325,0.025,540.9288265233115,2199.2150542740605,1658.286227750749
0.1,0.35,0.025,546.3507534337873,2199.2150542740605,1652.8643008402732
0.1,0.375,0.025,553.7172631697704,2199.2150542740605,1645.4977911042902
0.1,0.4,0.025,1163.7095698211917,2199.2150542740605,1035.5054844528688
