Taper_length,Waist_scale,Waist_len,Low_wavelength,High_wavelength,SC_range
0.04,0.28,0.025,584.4842550782206,2199.2150542740605,1614.73079919584
0.04,0.29333333333333333,0.025,592.6884683178929,2199.2150542740605,1606.5265859561678
0.04,0.3066666666666667,0.025,604.5202965401091,2199.2150542740605,1594.6947577339515
0.04,0.32,0.025,609.5598305467865,2199.2150542740605,1589.655223727274
0.04,0.33333333333333337,0.025,1500.3280652973663,2199.2150542740605,698.8869889766943
0.04,0.3466666666666667,0.025,624.9348528031072,2199.2150542740605,1574.2802014709532
0.04,0.36,0.025,1495.8364671143852,2199.2150542740605,703.3785871596754
0.04,0.37333333333333335,0.025,1482.5215965933787,2199.2150542740605,716.6934576806818
0.04,0.3866666666666667,0.025,627.0261689581068,2199.2150542740605,1572.1888853159537
0.04,0.4,0.025,1116.05524919991,2199.2150542740605,1083.1598050741507
0.05,0.28,0.025,548.5500804410037,2199.2150542740605,1650.6649738330568
0.05,0.29333333333333333,0.025,539.2746633010053,2199.2150542740605,1659.9403909730554
0.05,0.3066666666666667,0.025,538.2097027480008,2199.2150542740605,1661.0053515260597
0.05,0.32,0.025,532.4740804748076,2199.2150542740605,1666.740973799253
0.05,0.33333333333333337,0.025,529.184406553179,2199.2150542740605,1670.0306477208815
0.05,0.3466666666666667,0.025,526.4893127024616,2199.2150542740605,1672.725741571599
0.05,0.36,0.025,523.0903430783761,2199.2150542740605,1676.1247111956845
0.05,0.37333333333333335,0.025,522.1792230630074,2199.2150542740605,1677.0358312110532
0.05,0.3866666666666667,0.025,519.9152489908455,2199.2150542740605,1679.299805283215
0.05,0.4,0.025,1128.2356848376648,2199.2150542740605,1070.9793694363957
0.06,0.28,0.025,519.015146663363,2199.2150542740605,1680.1999076106977
0.06,0.29333333333333333,0.025,518.8355000605401,2199.2150542740605,1680.3795542135204
0.06,0.3066666666666667,0.025,517.6708216632213,2199.2150542740605,1681.5442326108391
0.06,0.32,0.025,518.386927167186,2199.2150542740605,1680.8281271068745
0.06,0.33333333333333337,0.025,521.5433252717797,2199.2150542740605,1677.6717290022807
0.06,0.3466666666666667,0.025,523.7300212170944,2199.2150542740605,1675.4850330569661
0.06,0.36,0.025,526.4893127024616,2199.2150542740605,1672.725741571599
0.06,0.37333333333333335,0.025,705.6963284270013,2199.2150542740605,1493.5187258470592
0.06,0.3866666666666667,0.025,533.042135701324,2199.2150542740605,1666.1729185727365
0.06,0.4,0.025,1112.741274595482,2199.2150542740605,1086.4737796785785
0.07,0.28,0.025,535.9006897499531,2199.2150542740605,1663.3143645241075
0.07,0.29333333333333333,0.025,537.1489400769558,2199.2150542740605,1662.0661141971048
0.07,0.3066666666666667,0.025,533.8964947359925,2199.2150542740605,1665.318559538068
0.07,0.32,0.025,534.2770895878466,2199.2150542740605,1664.937964686214
0.07,0.33333333333333337,0.025,530.9651689192835,2199.2150542740605,1668.249885354777
0.07,0.3466666666666667,0.025,528.1588877845984,2199.2150542740605,1671.0561664894622
