; Pulse saved with RP Fiber Power
; Domain: time.
;
; t1 = -4.990234375e-12
; t2 = 5e-12
; dt = 9.765625e-15
; lambda_ref = 1.542e-6
;
; Data: t (s), Re(A) (sqrt(W)), Im(A) (sqrt(W)):
-2.65625e-12, 3.430222629e-3, -1.636573093e-3
-2.646484375e-12, 2.682709569e-3, -2.732310547e-3
-2.63671875e-12, 1.618356166e-3, -3.559710617e-3
-2.626953125e-12, 357.2050059e-6, -4.010009037e-3
-2.6171875e-12, -964.2383749e-6, -4.013885408e-3
-2.607421875e-12, -2.207715415e-3, -3.553953545e-3
-2.59765625e-12, -3.245300911e-3, -2.670260133e-3
-2.587890625e-12, -3.968851717e-3, -1.456831357e-3
-2.578125e-12, -4.297723861e-3, -49.40037957e-6
-2.568359375e-12, -4.18567468e-3, 1.393358509e-3
-2.55859375e-12, -3.627048029e-3, 2.711230429e-3
-2.548828125e-12, -2.661167724e-3, 3.762285105e-3
-2.5390625e-12, -1.372993824e-3, 4.437822022e-3
-2.529296875e-12, 111.9296745e-6, 4.670895012e-3
-2.51953125e-12, 1.63920839e-3, 4.438793186e-3
-2.509765625e-12, 3.043238366e-3, 3.761205295e-3
-2.5e-12, 4.168119588e-3, 2.696136118e-3
-2.490234375e-12, 4.887965215e-3, 1.334987175e-3
-2.48046875e-12, 5.122628537e-3, -202.9954433e-6
-2.470703125e-12, 4.846000069e-3, -1.777793593e-3
-2.4609375e-12, 4.085998153e-3, -3.23847007e-3
-2.451171875e-12, 2.917471265e-3, -4.436461464e-3
-2.44140625e-12, 1.450698465e-3, -5.241602903e-3
-2.431640625e-12, -181.4607338e-6, -5.558627879e-3
-2.421875e-12, -1.835466446e-3, -5.340868211e-3
-2.412109375e-12, -3.367167991e-3, -4.597917768e-3
-2.40234375e-12, -4.640549292e-3, -3.39522097e-3
-2.392578125e-12, -5.536361573e-3, -1.845523919e-3
-2.3828125e-12, -5.961568389e-3, -94.1689397e-6
-2.373046875e-12, -5.859413721e-3, 1.6984281e-3
-2.36328125e-12, -5.218544499e-3, 3.373579325e-3
-2.353515625e-12, -4.078683352e-3, 4.787827871e-3
-2.34375e-12, -2.530391315e-3, 5.822227057e-3
-2.333984375e-12, -707.5980914e-6, 6.388081937e-3
-2.32421875e-12, 1.226561199e-3, 6.430734665e-3
-2.314453125e-12, 3.09818406e-3, 5.932827211e-3
-2.3046875e-12, 4.741737357e-3, 4.91744353e-3
-2.294921875e-12, 6.016336938e-3, 3.45018614e-3
-2.28515625e-12, 6.816785581e-3, 1.638296025e-3
-2.275390625e-12, 7.078806175e-3, -375.0829533e-6
-2.265625e-12, 6.779623731e-3, -2.422351052e-3
-2.255859375e-12, 5.935979967e-3, -4.327749908e-3
-2.24609375e-12, 4.601493519e-3, -5.925959289e-3
-2.236328125e-12, 2.864194824e-3, -7.079502322e-3
-2.2265625e-12, 843.6622852e-6, -7.69169928e-3
-2.216796875e-12, -1.313804297e-3, -7.713242104e-3
-2.20703125e-12, -3.443584694e-3, -7.14236096e-3
-2.197265625e-12, -5.375342824e-3, -6.02025219e-3
-2.1875e-12, -6.948851827e-3, -4.42426988e-3
-2.177734375e-12, -8.030526667e-3, -2.461079563e-3
-2.16796875e-12, -8.527406947e-3, -260.768908e-6
-2.158203125e-12, -8.395750028e-3, 2.028561559e-3
-2.1484375e-12, -7.642847652e-3, 4.247208263e-3
-2.138671875e-12, -6.322590782e-3, 6.23278659e-3
-2.12890625e-12, -4.526901281e-3, 7.832194458e-3
-2.119140625e-12, -2.375795986e-3, 8.915593973e-3
-2.109375e-12, -8.343012156e-6, 9.389990526e-3
-2.099609375e-12, 2.424580236e-3, 9.209424552e-3
-2.08984375e-12, 4.766337527e-3, 8.379377051e-3
-2.080078125e-12, 6.860957233e-3, 6.954530976e-3
-2.0703125e-12, 8.561427075e-3, 5.030904167e-3
-2.060546875e-12, 9.740304671e-3, 2.734799732e-3
-2.05078125e-12, 0.01030155078, 211.4296836e-6
-2.041015625e-12, 0.01019121736, -2.384663517e-3
-2.03125e-12, 9.404249024e-3, -4.896746669e-3
-2.021484375e-12, 7.985421659e-3, -7.171472585e-3
-2.01171875e-12, 6.024063825e-3, -9.064604147e-3
-2.001953125e-12, 3.644008021e-3, -0.01044836385
-1.9921875e-12, 991.4361949e-6, -0.01122071424
-1.982421875e-12, -1.776587021e-3, -0.01131533876
-1.97265625e-12, -4.501070807e-3, -0.01070995222
-1.962890625e-12, -7.027308254e-3, -9.430411034e-3
-1.953125e-12, -9.20955072e-3, -7.549051931e-3
-1.943359375e-12, -0.0109159878, -5.177380105e-3
-1.93359375e-12, -0.01203540831, -2.454925174e-3
-1.923828125e-12, -0.0124855983, 462.9541115e-6
-1.9140625e-12, -0.01222201553, 3.415713477e-3
-1.904296875e-12, -0.01124432293, 6.245315386e-3
-1.89453125e-12, -9.59846825e-3, 8.801213609e-3
-1.884765625e-12, -7.373169958e-3, 0.01094417728
-1.875e-12, -4.691410159e-3, 0.01255085724
-1.865234375e-12, -1.699073799e-3, 0.01352025394
-1.85546875e-12, 1.446476982e-3, 0.01378178353
-1.845703125e-12, 4.585618028e-3, 0.01330318495
-1.8359375e-12, 7.562602743e-3, 0.01209579913
-1.826171875e-12, 0.01022938723, 0.01021516608
-1.81640625e-12, 0.01244896789, 7.75627622e-3
-1.806640625e-12, 0.01410006525, 4.844561872e-3
-1.796875e-12, 0.0150839486, 1.625026562e-3
-1.787109375e-12, 0.01533263515, -1.747809127e-3
-1.77734375e-12, 0.0148163928, -5.117326628e-3
-1.767578125e-12, 0.01354809226, -8.329345521e-3
-1.7578125e-12, 0.01158271474, -0.01123504746
-1.748046875e-12, 9.011899531e-3, -0.01369429301
-1.73828125e-12, 5.955087752e-3, -0.01558094123
-1.728515625e-12, 2.549809012e-3, -0.01679046246
-1.71875e-12, -1.056483931e-3, -0.01724855237
-1.708984375e-12, -4.711813031e-3, -0.01691840396
-1.69921875e-12, -8.262723483e-3, -0.01580431438
-1.689453125e-12, -0.01155668824, -0.01395041881
-1.6796875e-12, -0.01444588226, -0.01143504122
-1.669921875e-12, -0.01679352557, -8.362636184e-3
-1.66015625e-12, -0.01848246671, -4.85586711e-3
-1.650390625e-12, -0.01942420273, -1.049771204e-3
-1.640625e-12, -0.01956585267, 2.911490681e-3
-1.630859375e-12, -0.01889307557, 6.876381743e-3
-1.62109375e-12, -0.01742834378, 0.01068824127
-1.611328125e-12, -0.01522567364, 0.01418985918
-1.6015625e-12, -0.01236407025, 0.01723098489
-1.591796875e-12, -8.942014244e-3, 0.01967776502
