# wavelength [m]	effective refractive index	transmission [dB/m]	effective mode area [m]	effective refractive index	transmission [dB/m]	effective mode area [m]	
5.500000000000095572e-07	1.998412641238263010e+00	7.513255614653972331e-09	2.562571443625485332e-20	2.000943827368543815e+00	-4.680253428107072050e-09	2.240412910449515732e-20
5.600000000000094614e-07	1.995652774587248990e+00	1.108665107349485668e-08	2.493552913174055094e-20	1.998311046231360910e+00	-6.819526643852131151e-09	2.174460870112069787e-20
5.700000000000093657e-07	1.992968713939996084e+00	1.606962712612873920e-08	2.428174240955389069e-20	1.995757480725526056e+00	-9.767449677893422893e-09	2.112029707242440646e-20
5.800000000000092699e-07	1.990353912534134961e+00	2.289841079550546407e-08	2.366182252338080490e-20	1.993276591974705969e+00	-1.376164439231243176e-08	2.052870944234770959e-20
5.900000000000091742e-07	1.987802433191661944e+00	3.209949207866282462e-08	2.307346165134904619e-20	1.990862449416630042e+00	-1.908515343892098965e-08	1.996758273172799627e-20
6.000000000000090785e-07	1.985308881997664976e+00	4.429268664740799167e-08	2.251455214207134620e-20	1.988509664494455986e+00	-2.606678500733041044e-08	1.943485188213049355e-20
6.100000000000089827e-07	1.982868350325017959e+00	6.018758615407909457e-08	2.198316569402776106e-20	1.986213332694283906e+00	-3.507797394045125099e-08	1.892862911761546412e-20
6.200000000000088870e-07	1.980476364015701041e+00	8.057344532278899885e-08	2.147753505636432358e-20	1.983968982739404030e+00	-4.652605458795236258e-08	1.844718573046104939e-20
6.300000000000087912e-07	1.978128838718351101e+00	1.063013467043934902e-07	2.099603790397254504e-20	1.981772531940837023e+00	-6.084374529973842427e-08	1.798893604207402400e-20
6.400000000000086955e-07	1.975822040537307922e+00	1.298332766713159001e-07	2.053718259312908272e-20	1.979620246859391974e+00	-6.659544955721532638e-08	1.755242324400098449e-20
6.500000000000085997e-07	1.973552551277703015e+00	1.653755767945775817e-07	2.009959554753954788e-20	1.977508708563751050e+00	-8.209232384070617880e-08	1.713630686862724159e-20
6.600000000000085040e-07	1.971317237678499090e+00	2.100615115842334231e-07	1.968201006377018255e-20	1.975434781876453938e+00	-1.005568562372085449e-07	1.673935167650194816e-20
6.700000000000084082e-07	1.969113224115011107e+00	5.097489308551940087e-07	1.928325635676907482e-20	1.973395588089315922e+00	-2.685529082236165060e-07	1.636041777876451993e-20
6.800000000000083125e-07	1.966937868327726102e+00	6.673525809416296848e-07	1.890225267311216827e-20	1.971388480705011936e+00	-3.470969789953403967e-07	1.599845183787378870e-20
