# wavelength [m]	effective refractive index	transmission [dB/m]	effective mode area [m]	effective refractive index	transmission [dB/m]	effective mode area [m]	
8.900000000000063019e-07	1.922265777674019960e+00	-1.982777899686782308e-01	1.208931720752599378e-12	1.938648850648746036e+00	7.267419383672135691e-02	1.197201592728154768e-12
9.000000000000062061e-07	1.920295353704247976e+00	-2.152221819426595184e-01	1.214707539481887158e-12	1.936987555688675089e+00	7.859186809745677404e-02	1.203570711230939441e-12
9.100000000000061104e-07	1.918325818785953985e+00	-2.333434768206418819e-01	1.220536551314268012e-12	1.935329470167495014e+00	8.492634158313445980e-02	1.210010045021878681e-12
9.200000000000060147e-07	1.916356712537313101e+00	-2.526322735619546678e-01	1.226419423349077966e-12	1.933674142081623915e+00	9.168059176140413991e-02	1.216520184754479765e-12
9.300000000000059189e-07	1.914387604288352085e+00	-2.730632215509115612e-01	1.232356826009567876e-12	1.932021149718470054e+00	9.885236754831645822e-02	1.223101719027363687e-12
9.400000000000058232e-07	1.912418091093347039e+00	-2.945954654157539876e-01	1.238349433151051429e-12	1.930370099650764004e+00	1.064341008576932673e-01	1.229755234305120988e-12
9.500000000000057274e-07	1.910447795896728973e+00	-3.171737101882938226e-01	1.244397922159155060e-12	1.928720624884386892e+00	1.144129943510869274e-01	1.236481314831539973e-12
9.600000000000056317e-07	1.908476365839083089e+00	-3.407298940719760139e-01	1.250502974038758244e-12	1.927072383146317902e+00	1.227712892764513397e-01	1.243280542535546027e-12
9.700000000000055359e-07	1.906503470691252922e+00	-3.651854444855484050e-01	1.256665273493741702e-12	1.925425055300673982e+00	1.314867128589300715e-01	1.250153496930231652e-12
9.800000000000054402e-07	1.904528801405636962e+00	-3.904540547288845032e-01	1.262885508998113427e-12	1.923778343881948016e+00	1.405330966442200347e-01	1.257100755005113370e-12
9.900000000000053444e-07	1.902552068774870042e+00	-4.164448991426077384e-01	1.269164372858362668e-12	1.922131971735627998e+00	1.498811518284232924e-01	1.264122891111945860e-12
1.000000000000005249e-06	1.900573002188898908e+00	-4.430661774706118328e-01	1.275502561267734170e-12	1.920485680757211933e+00	1.594993795820197346e-01	1.271220476844377881e-12
1.010000000000005153e-06	1.898591348482433050e+00	-4.702288571506344494e-01	1.281900774352104589e-12	1.918839230721582023e+00	1.693550874239173609e-01	1.278394080911527328e-12
1.020000000000005057e-06	1.896606870865342964e+00	-4.978504629654801339e-01	1.288359716208107516e-12	1.917192398195338043e+00	1.794154812318142500e-01	1.285644269005801973e-12
1.030000000000004961e-06	1.894619347929372033e+00	-5.258587481655531137e-01	1.294880094933258930e-12	1.915544975525415028e+00	1.896487921945960442e-01	1.292971603665079580e-12
