# Frequency; PSD [dBc/Hz]
1.36108398e+02;-5.21243820e+01
1.36718750e+02;-5.05077362e+01
1.37329102e+02;-4.88305321e+01
1.37939453e+02;-4.75021439e+01
1.38549805e+02;-4.65193863e+01
1.39160156e+02;-4.57992744e+01
1.39770508e+02;-4.52712212e+01
1.40380859e+02;-4.49120903e+01
1.40991211e+02;-4.46871719e+01
1.41601562e+02;-4.45596123e+01
1.42211914e+02;-4.45973549e+01
1.42822266e+02;-4.47696953e+01
1.43432617e+02;-4.49842529e+01
1.44042969e+02;-4.51628265e+01
1.44653320e+02;-4.51517792e+01
1.45263672e+02;-4.44449806e+01
1.45874023e+02;-4.33220863e+01
1.46484375e+02;-4.27867508e+01
1.47094727e+02;-4.25783768e+01
1.47705078e+02;-4.25082741e+01
1.48315430e+02;-4.25905342e+01
1.48925781e+02;-4.27496300e+01
1.49536133e+02;-4.29663544e+01
1.50146484e+02;-4.33019943e+01
1.50756836e+02;-4.42063637e+01
1.51367188e+02;-4.61264992e+01
1.51977539e+02;-4.80472832e+01
1.52587891e+02;-4.97650833e+01
1.53198242e+02;-5.13186684e+01
1.53808594e+02;-5.24476471e+01
1.54418945e+02;-5.33088226e+01
1.55029297e+02;-5.38435249e+01
1.55639648e+02;-5.42020226e+01
1.56250000e+02;-5.44753189e+01
1.56860352e+02;-5.45956192e+01
1.57470703e+02;-5.46109543e+01
1.58081055e+02;-5.45052338e+01
1.58691406e+02;-5.43845901e+01
1.59301758e+02;-5.42908363e+01
1.59912109e+02;-5.42781868e+01
1.60522461e+02;-5.43877335e+01
1.61132812e+02;-5.45818176e+01
1.61743164e+02;-5.47657089e+01
1.62353516e+02;-5.50556831e+01
1.62963867e+02;-5.53912430e+01
1.63574219e+02;-5.56774521e+01
1.64184570e+02;-5.57651291e+01
1.64794922e+02;-5.56184921e+01
1.65405273e+02;-5.47029190e+01
1.66015625e+02;-5.27433929e+01
1.66625977e+02;-5.15408325e+01
1.67236328e+02;-5.09692078e+01
1.67846680e+02;-5.05138474e+01
1.68457031e+02;-5.00858536e+01
1.69067383e+02;-4.96907120e+01
1.69677734e+02;-4.93305359e+01
1.70288086e+02;-4.90877914e+01
1.70898438e+02;-4.90843582e+01
1.71508789e+02;-4.95538368e+01
1.72119141e+02;-4.98594360e+01
1.72729492e+02;-4.95236206e+01
1.73339844e+02;-4.90228767e+01
1.73950195e+02;-4.86328583e+01
1.74560547e+02;-4.80560417e+01
1.75170898e+02;-4.70648689e+01
1.75781250e+02;-4.64256630e+01
1.76391602e+02;-4.60908813e+01
1.77001953e+02;-4.58950768e+01
1.77612305e+02;-4.58214226e+01
1.78222656e+02;-4.59455566e+01
1.78833008e+02;-4.61535606e+01
1.79443359e+02;-4.63588753e+01
1.80053711e+02;-4.67490196e+01
1.80664062e+02;-4.77076378e+01
1.81274414e+02;-4.97883873e+01
1.81884766e+02;-4.93727798e+01
1.82495117e+02;-3.75526123e+01
1.83105469e+02;-2.59431190e+01
1.83715820e+02;-2.39746265e+01
1.84326172e+02;-3.09617882e+01
1.84936523e+02;-4.71222687e+01
1.85546875e+02;-4.88662338e+01
1.86157227e+02;-4.95900726e+01
1.86767578e+02;-5.04057236e+01
1.87377930e+02;-4.62644844e+01
1.87988281e+02;-3.50757027e+01
1.88598633e+02;-3.20924072e+01
1.89208984e+02;-3.77055359e+01
1.89819336e+02;-5.08077965e+01
1.90429688e+02;-5.36686707e+01
1.91040039e+02;-5.39396515e+01
1.91650391e+02;-5.35679512e+01
1.92260742e+02;-5.28649483e+01
1.92871094e+02;-5.31329384e+01
1.93481445e+02;-5.33417778e+01
1.94091797e+02;-5.33841782e+01
1.94702148e+02;-5.23900795e+01
1.95312500e+02;-5.11117210e+01
1.95922852e+02;-5.08429794e+01
1.96533203e+02;-5.07614746e+01
1.97143555e+02;-5.05333595e+01
1.97753906e+02;-5.02993622e+01
1.98364258e+02;-5.00419197e+01
1.98974609e+02;-4.97861366e+01
1.99584961e+02;-4.95752831e+01
2.00195312e+02;-4.97863274e+01
2.00805664e+02;-5.02947693e+01
2.01416016e+02;-5.00783730e+01
2.02026367e+02;-4.96854553e+01
2.02636719e+02;-4.93862534e+01
2.03247070e+02;-4.91320457e+01
2.03857422e+02;-4.89519424e+01
2.04467773e+02;-4.88501358e+01
2.05078125e+02;-4.88564987e+01
2.05688477e+02;-4.89350510e+01
2.06298828e+02;-4.90361977e+01
2.06909180e+02;-4.92533340e+01
2.07519531e+02;-4.96257133e+01
2.08129883e+02;-5.00457039e+01
2.08740234e+02;-5.04777145e+01
2.09350586e+02;-5.08609924e+01
2.09960938e+02;-5.12148628e+01
2.10571289e+02;-5.13549004e+01
2.11181641e+02;-5.13211441e+01
2.11791992e+02;-5.11954956e+01
2.12402344e+02;-5.08322754e+01
2.13012695e+02;-5.04541664e+01
2.13623047e+02;-5.02084045e+01
2.14233398e+02;-5.00316582e+01
2.14843750e+02;-4.99227257e+01
2.15454102e+02;-4.97914352e+01
2.16064453e+02;-4.97301331e+01
2.16674805e+02;-4.97380257e+01
2.17285156e+02;-4.97333488e+01
2.17895508e+02;-4.98072319e+01
2.18505859e+02;-4.98185844e+01
2.19116211e+02;-4.96120720e+01
2.19726562e+02;-4.91971970e+01
2.20336914e+02;-4.85997963e+01
2.20947266e+02;-4.79894676e+01
2.21557617e+02;-4.73806648e+01
2.22167969e+02;-4.68347740e+01
2.22778320e+02;-4.64407768e+01
2.23388672e+02;-4.61421432e+01
2.23999023e+02;-4.59188080e+01
2.24609375e+02;-4.57799568e+01
2.25219727e+02;-4.52818031e+01
2.25830078e+02;-4.35921707e+01
2.26440430e+02;-3.25496178e+01
2.27050781e+02;-2.88090210e+01
2.27661133e+02;-3.38327980e+01
2.28271484e+02;-4.63325119e+01
2.28881836e+02;-4.87643890e+01
2.29492188e+02;-4.92130280e+01
2.30102539e+02;-4.94774475e+01
2.30712891e+02;-5.03019562e+01
2.31323242e+02;-4.96129532e+01
2.31933594e+02;-5.07938499e+01
2.32543945e+02;-5.05313530e+01
2.33154297e+02;-3.80216789e+01
2.33764648e+02;-2.97635326e+01
2.34375000e+02;-3.05976524e+01
2.34985352e+02;-4.06562347e+01
2.35595703e+02;-5.00625992e+01
2.36206055e+02;-4.96995049e+01
2.36816406e+02;-4.91667213e+01
2.37426758e+02;-4.90919151e+01
2.38037109e+02;-4.93819771e+01
2.38647461e+02;-4.94267006e+01
2.39257812e+02;-4.95228806e+01
2.39868164e+02;-4.97217598e+01
2.40478516e+02;-5.00443726e+01
2.41088867e+02;-5.04505959e+01
2.41699219e+02;-5.09174690e+01
2.42309570e+02;-5.14900360e+01
2.42919922e+02;-5.22100105e+01
2.43530273e+02;-5.29396706e+01
2.44140625e+02;-5.35020676e+01
2.44750977e+02;-5.39095306e+01
2.45361328e+02;-5.41606483e+01
2.45971680e+02;-5.40728264e+01
2.46582031e+02;-5.35880623e+01
2.47192383e+02;-5.27687340e+01
2.47802734e+02;-5.17991295e+01
2.48413086e+02;-5.09296532e+01
2.49023438e+02;-5.01309395e+01
2.49633789e+02;-4.94063568e+01
2.50244141e+02;-4.88945465e+01
2.50854492e+02;-4.84890099e+01
2.51464844e+02;-4.82093124e+01
2.52075195e+02;-4.81109848e+01
2.52685547e+02;-4.81565857e+01
2.53295898e+02;-4.83091507e+01
2.53906250e+02;-4.84961967e+01
2.54516602e+02;-4.87350349e+01
2.55126953e+02;-4.90838737e+01
2.55737305e+02;-4.94082260e+01
2.56347656e+02;-4.96455040e+01
2.56958008e+02;-4.97934875e+01
2.57568359e+02;-4.98372879e+01
2.58178711e+02;-4.97792053e+01
2.58789062e+02;-4.97264595e+01
2.59399414e+02;-4.97424164e+01
2.60009766e+02;-4.97936172e+01
2.60620117e+02;-4.98715820e+01
2.61230469e+02;-4.99675064e+01
2.61840820e+02;-5.01460228e+01
2.62451172e+02;-5.03562584e+01
2.63061523e+02;-5.06111336e+01
2.63671875e+02;-5.10148392e+01
2.64282227e+02;-5.15006104e+01
2.64892578e+02;-5.19634972e+01
2.65502930e+02;-5.24061317e+01
2.66113281e+02;-5.28673630e+01
2.66723633e+02;-5.33270836e+01
2.67333984e+02;-5.37172356e+01
2.67944336e+02;-5.40870094e+01
2.68554688e+02;-5.43304176e+01
2.69165039e+02;-5.43530197e+01
2.69775391e+02;-5.42353287e+01
2.70385742e+02;-5.39686584e+01
2.70996094e+02;-5.36250305e+01
2.71606445e+02;-5.31674385e+01
2.72216797e+02;-5.27269287e+01
2.72827148e+02;-5.24054756e+01
2.73437500e+02;-5.21621437e+01
2.74047852e+02;-5.20072289e+01
2.74658203e+02;-5.19476242e+01
2.75268555e+02;-5.19563446e+01
2.75878906e+02;-5.20766640e+01
2.76489258e+02;-5.23957558e+01
2.77099609e+02;-5.29112968e+01
2.77709961e+02;-5.35080948e+01
2.78320312e+02;-5.40953522e+01
2.78930664e+02;-5.46908112e+01
2.79541016e+02;-5.52621880e+01
2.80151367e+02;-5.57388687e+01
2.80761719e+02;-5.61161804e+01
2.81372070e+02;-5.64899368e+01
2.81982422e+02;-5.66173706e+01
2.82592773e+02;-5.56419563e+01
2.83203125e+02;-5.43071556e+01
2.83813477e+02;-5.40035019e+01
2.84423828e+02;-5.39156265e+01
2.85034180e+02;-5.37120819e+01
2.85644531e+02;-5.33509254e+01
2.86254883e+02;-5.29873734e+01
2.86865234e+02;-5.25257607e+01
2.87475586e+02;-5.21339569e+01
2.88085938e+02;-5.21556396e+01
2.88696289e+02;-5.25599442e+01
2.89306641e+02;-5.06965065e+01
2.89916992e+02;-4.63184204e+01
2.90527344e+02;-4.49005585e+01
2.91137695e+02;-4.48101921e+01
2.91748047e+02;-4.47593422e+01
2.92358398e+02;-4.46829605e+01
2.92968750e+02;-4.45361595e+01
2.93579102e+02;-4.43577652e+01
2.94189453e+02;-4.41698036e+01
2.94799805e+02;-4.43168983e+01
2.95410156e+02;-4.61684647e+01
2.96020508e+02;-4.76981621e+01
2.96630859e+02;-4.75006714e+01
2.97241211e+02;-4.72794952e+01
2.97851562e+02;-4.71589317e+01
2.98461914e+02;-4.71985588e+01
2.99072266e+02;-4.73555603e+01
2.99682617e+02;-4.75932083e+01
3.00292969e+02;-4.78595963e+01
3.00903320e+02;-4.81907272e+01
3.01513672e+02;-4.85542297e+01
3.02124023e+02;-4.88925858e+01
3.02734375e+02;-4.92598724e+01
3.03344727e+02;-4.96768265e+01
3.03955078e+02;-5.00861473e+01
3.04565430e+02;-5.03548164e+01
3.05175781e+02;-5.04476357e+01
3.05786133e+02;-5.03818779e+01
3.06396484e+02;-5.00757446e+01
3.07006836e+02;-4.95724564e+01
3.07617188e+02;-4.89959297e+01
3.08227539e+02;-4.82231026e+01
3.08837891e+02;-4.72821312e+01
3.09448242e+02;-4.62221413e+01
3.10058594e+02;-4.52336769e+01
3.10668945e+02;-4.44300575e+01
3.11279297e+02;-4.36217842e+01
3.11889648e+02;-4.28357124e+01
3.12500000e+02;-4.21381378e+01
3.13110352e+02;-4.14752083e+01
3.13720703e+02;-4.08170319e+01
3.14331055e+02;-4.03067551e+01
3.14941406e+02;-4.00041542e+01
3.15551758e+02;-3.97365532e+01
3.16162109e+02;-3.94765549e+01
3.16772461e+02;-3.92938576e+01
3.17382812e+02;-3.91568680e+01
3.17993164e+02;-3.90212440e+01
3.18603516e+02;-3.88551369e+01
3.19213867e+02;-3.86758385e+01
3.19824219e+02;-3.84508171e+01
3.20434570e+02;-3.81584663e+01
3.21044922e+02;-3.78542252e+01
3.21655273e+02;-3.76297302e+01
3.22265625e+02;-3.74446220e+01
3.22875977e+02;-3.72679558e+01
3.23486328e+02;-3.71270485e+01
3.24096680e+02;-3.71656265e+01
3.24707031e+02;-3.73692513e+01
3.25317383e+02;-3.76827049e+01
3.25927734e+02;-3.81008682e+01
3.26538086e+02;-3.86903648e+01
3.27148438e+02;-3.93468437e+01
3.27758789e+02;-4.00458679e+01
3.28369141e+02;-4.08275986e+01
3.28979492e+02;-4.16763649e+01
3.29589844e+02;-4.22728806e+01
3.30200195e+02;-4.27099991e+01
3.30810547e+02;-4.30353127e+01
3.31420898e+02;-4.32809410e+01
3.32031250e+02;-4.34399109e+01
3.32641602e+02;-4.34885521e+01
3.33251953e+02;-4.35460739e+01
3.33862305e+02;-4.37301903e+01
3.34472656e+02;-4.41140900e+01
3.35083008e+02;-4.46756401e+01
3.35693359e+02;-4.51708679e+01
3.36303711e+02;-4.56135864e+01
3.36914062e+02;-4.59191055e+01
3.37524414e+02;-4.60937386e+01
3.38134766e+02;-4.62339897e+01
3.38745117e+02;-4.63831902e+01
3.39355469e+02;-4.65915718e+01
3.39965820e+02;-4.66655655e+01
3.40576172e+02;-4.66975098e+01
3.41186523e+02;-4.67999268e+01
3.41796875e+02;-4.69679909e+01
3.42407227e+02;-4.71562500e+01
3.43017578e+02;-4.71259460e+01
3.43627930e+02;-4.70591545e+01
3.44238281e+02;-4.71563606e+01
3.44848633e+02;-4.71775589e+01
3.45458984e+02;-4.72331314e+01
3.46069336e+02;-4.72035675e+01
3.46679688e+02;-4.71695595e+01
3.47290039e+02;-4.71565590e+01
3.47900391e+02;-4.70904808e+01
3.48510742e+02;-4.70447235e+01
3.49121094e+02;-4.70422096e+01
3.49731445e+02;-4.69087639e+01
3.50341797e+02;-4.67185402e+01
3.50952148e+02;-4.64904175e+01
3.51562500e+02;-4.62433586e+01
3.52172852e+02;-4.59853096e+01
3.52783203e+02;-4.57231140e+01
3.53393555e+02;-4.56001053e+01
3.54003906e+02;-4.56739388e+01
3.54614258e+02;-4.57500229e+01
3.55224609e+02;-4.58776970e+01
3.55834961e+02;-4.61573830e+01
3.56445312e+02;-4.63951569e+01
3.57055664e+02;-4.65283089e+01
3.57666016e+02;-4.64922333e+01
3.58276367e+02;-4.62167130e+01
3.58886719e+02;-4.56260452e+01
3.59497070e+02;-4.48815575e+01
3.60107422e+02;-4.39516449e+01
3.60717773e+02;-4.27630501e+01
3.61328125e+02;-4.15243225e+01
3.61938477e+02;-4.04948654e+01
3.62548828e+02;-3.97955055e+01
3.63159180e+02;-3.92397537e+01
3.63769531e+02;-3.84954681e+01
3.64379883e+02;-3.67018661e+01
3.64990234e+02;-3.55161705e+01
3.65600586e+02;-3.52879524e+01
3.66210938e+02;-3.51912613e+01
3.66821289e+02;-3.51119804e+01
3.67431641e+02;-3.50358047e+01
3.68041992e+02;-3.49850044e+01
3.68652344e+02;-3.50223999e+01
3.69262695e+02;-3.51652184e+01
3.69873047e+02;-3.61471710e+01
3.70483398e+02;-3.74885406e+01
3.71093750e+02;-3.79158974e+01
3.71704102e+02;-3.82777596e+01
3.72314453e+02;-3.87316246e+01
3.72924805e+02;-3.92951736e+01
3.73535156e+02;-3.97434158e+01
3.74145508e+02;-3.99138641e+01
3.74755859e+02;-4.01428719e+01
3.75366211e+02;-3.88896599e+01
3.75976562e+02;-3.24544907e+01
3.76586914e+02;-2.34125328e+01
3.77197266e+02;-2.16831245e+01
3.77807617e+02;-2.76457081e+01
3.78417969e+02;-3.62362175e+01
3.79028320e+02;-3.68410416e+01
3.79638672e+02;-3.73723259e+01
3.80249023e+02;-3.81099548e+01
3.80859375e+02;-3.83222656e+01
3.81469727e+02;-3.98359108e+01
3.82080078e+02;-4.01849022e+01
3.82690430e+02;-4.05677795e+01
3.83300781e+02;-4.08808823e+01
3.83911133e+02;-4.10258446e+01
3.84521484e+02;-4.09982643e+01
3.85131836e+02;-4.06788826e+01
3.85742188e+02;-4.01088905e+01
3.86352539e+02;-3.91793709e+01
3.86962891e+02;-3.83501587e+01
3.87573242e+02;-3.77554665e+01
3.88183594e+02;-3.73093338e+01
3.88793945e+02;-3.70134659e+01
3.89404297e+02;-3.68548279e+01
3.90014648e+02;-3.68054276e+01
3.90625000e+02;-3.68294220e+01
3.91235352e+02;-3.69526291e+01
3.91845703e+02;-3.72485504e+01
3.92456055e+02;-3.75568275e+01
3.93066406e+02;-3.77798386e+01
3.93676758e+02;-3.79710732e+01
3.94287109e+02;-3.81076469e+01
3.94897461e+02;-3.81666679e+01
3.95507812e+02;-3.80695572e+01
3.96118164e+02;-3.78574944e+01
3.96728516e+02;-3.76324387e+01
3.97338867e+02;-3.75623550e+01
3.97949219e+02;-3.76800385e+01
3.98559570e+02;-3.78660469e+01
3.99169922e+02;-3.80590668e+01
3.99780273e+02;-3.83044319e+01
4.00390625e+02;-3.85809441e+01
4.01000977e+02;-3.89082909e+01
4.01611328e+02;-3.92727242e+01
4.02221680e+02;-3.96400833e+01
4.02832031e+02;-3.98926277e+01
4.03442383e+02;-3.98677521e+01
4.04052734e+02;-3.97590218e+01
4.04663086e+02;-3.96809349e+01
4.05273438e+02;-3.96048698e+01
4.05883789e+02;-3.96127968e+01
4.06494141e+02;-3.89587326e+01
4.07104492e+02;-3.75296593e+01
4.07714844e+02;-3.73059311e+01
4.08325195e+02;-3.75276642e+01
4.08935547e+02;-3.78029327e+01
4.09545898e+02;-3.80140839e+01
4.10156250e+02;-3.81432190e+01
4.10766602e+02;-3.81943245e+01
4.11376953e+02;-3.82268295e+01
4.11987305e+02;-3.89574852e+01
4.12597656e+02;-4.14472885e+01
4.13208008e+02;-4.24560661e+01
4.13818359e+02;-4.24335175e+01
4.14428711e+02;-4.21175270e+01
4.15039062e+02;-4.13967552e+01
4.15649414e+02;-4.11686020e+01
4.16259766e+02;-4.13117752e+01
4.16870117e+02;-4.14481239e+01
4.17480469e+02;-4.15072556e+01
4.18090820e+02;-4.16562614e+01
4.18701172e+02;-4.18896751e+01
4.19311523e+02;-4.17575912e+01
4.19921875e+02;-4.13433762e+01
4.20532227e+02;-4.15691605e+01
4.21142578e+02;-4.17046051e+01
4.21752930e+02;-4.15914764e+01
4.22363281e+02;-4.15195007e+01
4.22973633e+02;-4.14492035e+01
4.23583984e+02;-4.14423981e+01
4.24194336e+02;-4.14989090e+01
4.24804688e+02;-4.16968155e+01
4.25415039e+02;-4.24505692e+01
4.26025391e+02;-4.31903419e+01
4.26635742e+02;-4.36037407e+01
4.27246094e+02;-4.38629036e+01
4.27856445e+02;-4.39867935e+01
4.28466797e+02;-4.41521187e+01
4.29077148e+02;-4.42874222e+01
4.29687500e+02;-4.44054680e+01
4.30297852e+02;-4.46527901e+01
4.30908203e+02;-4.48802452e+01
4.31518555e+02;-4.50126152e+01
4.32128906e+02;-4.51986694e+01
4.32739258e+02;-4.54428253e+01
4.33349609e+02;-4.57385445e+01
4.33959961e+02;-4.60627213e+01
4.34570312e+02;-4.64747620e+01
4.35180664e+02;-4.69050751e+01
4.35791016e+02;-4.71113663e+01
4.36401367e+02;-4.72276573e+01
4.37011719e+02;-4.73681755e+01
4.37622070e+02;-4.75182648e+01
4.38232422e+02;-4.77178307e+01
4.38842773e+02;-4.78102264e+01
4.39453125e+02;-4.77936707e+01
4.40063477e+02;-4.77080765e+01
4.40673828e+02;-4.74617538e+01
4.41284180e+02;-4.72095833e+01
4.41894531e+02;-4.71117134e+01
4.42504883e+02;-4.71104584e+01
4.43115234e+02;-4.71320076e+01
4.43725586e+02;-4.71228409e+01
4.44335938e+02;-4.71557121e+01
4.44946289e+02;-4.72976837e+01
4.45556641e+02;-4.74940414e+01
4.46166992e+02;-4.78639183e+01
4.46777344e+02;-4.83446579e+01
4.47387695e+02;-4.87253952e+01
4.47998047e+02;-4.89491768e+01
4.48608398e+02;-4.90519714e+01
4.49218750e+02;-4.91326866e+01
4.49829102e+02;-4.91822853e+01
4.50439453e+02;-4.91634636e+01
4.51049805e+02;-4.90648308e+01
4.51660156e+02;-4.89656982e+01
4.52270508e+02;-4.89355621e+01
4.52880859e+02;-4.89976234e+01
4.53491211e+02;-4.91725273e+01
4.54101562e+02;-4.93973160e+01
4.54711914e+02;-4.96735458e+01
4.55322266e+02;-5.00184784e+01
4.55932617e+02;-5.03964615e+01
4.56542969e+02;-5.08283157e+01
4.57153320e+02;-5.11557961e+01
4.57763672e+02;-5.12636681e+01
4.58374023e+02;-5.11749382e+01
4.58984375e+02;-5.09738045e+01
4.59594727e+02;-5.07345505e+01
4.60205078e+02;-5.05135307e+01
4.60815430e+02;-5.02788887e+01
4.61425781e+02;-4.99570389e+01
4.62036133e+02;-4.95588608e+01
4.62646484e+02;-4.92430153e+01
4.63256836e+02;-4.90121002e+01
4.63867188e+02;-4.88453369e+01
4.64477539e+02;-4.87237816e+01
4.65087891e+02;-4.77728081e+01
4.65698242e+02;-4.64510117e+01
4.66308594e+02;-4.62762260e+01
4.66918945e+02;-4.64499130e+01
4.67529297e+02;-4.66895599e+01
4.68139648e+02;-4.69301262e+01
4.68750000e+02;-4.71767731e+01
4.69360352e+02;-4.73954849e+01
4.69970703e+02;-4.75590172e+01
4.70581055e+02;-4.84595108e+01
4.71191406e+02;-5.06522446e+01
4.71801758e+02;-5.09454613e+01
4.72412109e+02;-5.04503441e+01
4.73022461e+02;-5.00886116e+01
4.73632812e+02;-4.98607712e+01
4.74243164e+02;-4.97183685e+01
4.74853516e+02;-4.96827545e+01
4.75463867e+02;-4.96775322e+01
4.76074219e+02;-4.97963943e+01
4.76684570e+02;-4.99640961e+01
4.77294922e+02;-5.01936646e+01
4.77905273e+02;-5.03069115e+01
4.78515625e+02;-5.02567368e+01
4.79125977e+02;-5.01754875e+01
4.79736328e+02;-5.01323280e+01
4.80346680e+02;-5.00427704e+01
4.80957031e+02;-5.00094337e+01
4.81567383e+02;-5.00688019e+01
4.82177734e+02;-5.01926804e+01
4.82788086e+02;-5.03354874e+01
4.83398438e+02;-5.06521111e+01
4.84008789e+02;-5.10722923e+01
4.84619141e+02;-5.14648743e+01
4.85229492e+02;-5.17564507e+01
4.85839844e+02;-5.21052933e+01
4.86450195e+02;-5.25319862e+01
4.87060547e+02;-5.29263458e+01
4.87670898e+02;-5.32454262e+01
4.88281250e+02;-5.35328598e+01
4.88891602e+02;-5.37448349e+01
4.89501953e+02;-5.39281082e+01
4.90112305e+02;-5.41124039e+01
4.90722656e+02;-5.42646408e+01
4.91333008e+02;-5.43361702e+01
4.91943359e+02;-5.43336792e+01
4.92553711e+02;-5.42186279e+01
4.93164062e+02;-5.41635666e+01
4.93774414e+02;-5.41418037e+01
4.94384766e+02;-5.41022377e+01
4.94995117e+02;-5.40814514e+01
4.95605469e+02;-5.39110794e+01
4.96215820e+02;-5.36648178e+01
4.96826172e+02;-5.36351700e+01
4.97436523e+02;-5.37048378e+01
4.98046875e+02;-5.38142166e+01
4.98657227e+02;-5.39573135e+01
4.99267578e+02;-5.40851173e+01
4.99877930e+02;-5.41660576e+01
5.00488281e+02;-5.41946259e+01
5.01098633e+02;-5.42911453e+01
5.01708984e+02;-5.44775772e+01
5.02319336e+02;-5.44850388e+01
5.02929688e+02;-5.44286575e+01
5.03540039e+02;-5.44134750e+01
5.04150391e+02;-5.44127083e+01
5.04760742e+02;-5.44330711e+01
5.05371094e+02;-5.44789581e+01
5.05981445e+02;-5.46320267e+01
5.06591797e+02;-5.49311218e+01
5.07202148e+02;-5.53114967e+01
5.07812500e+02;-5.56628189e+01
5.08422852e+02;-5.59842033e+01
5.09033203e+02;-5.63106613e+01
5.09643555e+02;-5.65517044e+01
5.10253906e+02;-5.66858559e+01
5.10864258e+02;-5.68241501e+01
5.11474609e+02;-5.68558960e+01
5.12084961e+02;-5.67848396e+01
5.12695312e+02;-5.65484581e+01
5.13305664e+02;-5.62526588e+01
5.13916016e+02;-5.60225067e+01
5.14526367e+02;-5.58939171e+01
5.15136719e+02;-5.58518143e+01
5.15747070e+02;-5.59055901e+01
5.16357422e+02;-5.59877777e+01
5.16967773e+02;-5.61211433e+01
5.17578125e+02;-5.61978378e+01
5.18188477e+02;-5.61412849e+01
5.18798828e+02;-5.55186729e+01
5.19409180e+02;-5.49469337e+01
5.20019531e+02;-5.48628731e+01
5.20629883e+02;-5.49036484e+01
5.21240234e+02;-5.49378319e+01
5.21850586e+02;-5.49638329e+01
5.22460938e+02;-5.50068169e+01
5.23071289e+02;-5.50699158e+01
5.23681641e+02;-5.50732117e+01
5.24291992e+02;-5.55167656e+01
5.24902344e+02;-5.63862839e+01
5.25512695e+02;-5.67366524e+01
5.26123047e+02;-5.68876991e+01
5.26733398e+02;-5.70177116e+01
5.27343750e+02;-5.71631203e+01
5.27954102e+02;-5.72493896e+01
5.28564453e+02;-5.73206367e+01
5.29174805e+02;-5.78252945e+01
5.29785156e+02;-5.86576805e+01
5.30395508e+02;-5.87654457e+01
5.31005859e+02;-5.87281456e+01
5.31616211e+02;-5.88766785e+01
5.32226562e+02;-5.91402397e+01
5.32836914e+02;-5.93614845e+01
5.33447266e+02;-5.95846672e+01
5.34057617e+02;-5.98777885e+01
5.34667969e+02;-6.02103539e+01
5.35278320e+02;-6.05914612e+01
5.35888672e+02;-6.12437592e+01
5.36499023e+02;-6.18084602e+01
5.37109375e+02;-6.20055847e+01
5.37719727e+02;-6.19853897e+01
5.38330078e+02;-6.20268135e+01
5.38940430e+02;-6.21602783e+01
5.39550781e+02;-6.22286911e+01
5.40161133e+02;-6.22349205e+01
5.40771484e+02;-6.22918243e+01
5.41381836e+02;-6.23812752e+01
5.41992188e+02;-6.25357094e+01
5.42602539e+02;-6.27214127e+01
5.43212891e+02;-6.29155235e+01
5.43823242e+02;-6.30005798e+01
5.44433594e+02;-6.30167465e+01
5.45043945e+02;-6.31162300e+01
5.45654297e+02;-6.32098579e+01
5.46264648e+02;-6.32575836e+01
5.46875000e+02;-6.32842216e+01
5.47485352e+02;-6.19220848e+01
5.48095703e+02;-5.88709068e+01
5.48706055e+02;-5.78309135e+01
5.49316406e+02;-5.78084183e+01
5.49926758e+02;-5.78564453e+01
5.50537109e+02;-5.78932419e+01
5.51147461e+02;-5.79338188e+01
5.51757812e+02;-5.79774666e+01
5.52368164e+02;-5.80151291e+01
5.52978516e+02;-5.85661507e+01
5.53588867e+02;-6.14612541e+01
5.54199219e+02;-6.47864304e+01
5.54809570e+02;-6.53478241e+01
5.55419922e+02;-6.54972992e+01
5.56030273e+02;-6.55897675e+01
5.56640625e+02;-6.56508865e+01
5.57250977e+02;-6.56031265e+01
5.57861328e+02;-6.54640884e+01
5.58471680e+02;-6.53675613e+01
5.59082031e+02;-6.51481934e+01
5.59692383e+02;-6.48066483e+01
5.60302734e+02;-6.44608841e+01
5.60913086e+02;-6.41773376e+01
5.61523438e+02;-6.39495735e+01
5.62133789e+02;-6.37719345e+01
5.62744141e+02;-6.36444855e+01
5.63354492e+02;-6.36083412e+01
5.63964844e+02;-6.32259560e+01
5.64575195e+02;-5.59069519e+01
5.65185547e+02;-4.85680199e+01
5.65795898e+02;-4.78384895e+01
5.66406250e+02;-5.36169319e+01
5.67016602e+02;-6.17601891e+01
5.67626953e+02;-6.36710587e+01
5.68237305e+02;-6.38619881e+01
5.68847656e+02;-6.38501968e+01
5.69458008e+02;-6.43655090e+01
5.70068359e+02;-6.46239014e+01
5.70678711e+02;-6.49031830e+01
5.71289062e+02;-6.51614075e+01
5.71899414e+02;-6.53509979e+01
5.72509766e+02;-6.54868240e+01
5.73120117e+02;-6.56541672e+01
5.73730469e+02;-6.58710556e+01
5.74340820e+02;-6.60385818e+01
5.74951172e+02;-6.61763611e+01
5.75561523e+02;-6.62664719e+01
5.76171875e+02;-6.63329163e+01
5.76782227e+02;-6.64039612e+01
5.77392578e+02;-6.64949570e+01
5.78002930e+02;-6.65995789e+01
5.78613281e+02;-6.66548004e+01
5.79223633e+02;-6.65732193e+01
5.79833984e+02;-6.63814087e+01
5.80444336e+02;-6.61442261e+01
5.81054688e+02;-6.58608551e+01
5.81665039e+02;-6.56207581e+01
5.82275391e+02;-6.53393478e+01
5.82885742e+02;-6.51024551e+01
5.83496094e+02;-6.49643250e+01
5.84106445e+02;-6.47466736e+01
