# Frequency; PSD [dBc/Hz]
3.10668945e+03;-8.37539139e+01
3.11279297e+03;-8.37442322e+01
3.11889648e+03;-8.37572098e+01
3.12500000e+03;-8.37893982e+01
3.13110352e+03;-8.38329239e+01
3.13720703e+03;-8.39255447e+01
3.14331055e+03;-8.40435257e+01
3.14941406e+03;-8.41557693e+01
3.15551758e+03;-8.42228928e+01
3.16162109e+03;-8.42459259e+01
3.16772461e+03;-8.42177048e+01
3.17382812e+03;-8.42463303e+01
3.17993164e+03;-8.43514404e+01
3.18603516e+03;-8.44204025e+01
3.19213867e+03;-8.44240341e+01
3.19824219e+03;-8.44425964e+01
3.20434570e+03;-8.44814606e+01
3.21044922e+03;-8.45675964e+01
3.21655273e+03;-8.46710587e+01
3.22265625e+03;-8.47353516e+01
3.22875977e+03;-8.47671204e+01
3.23486328e+03;-8.47945862e+01
3.24096680e+03;-8.48126373e+01
3.24707031e+03;-8.47648239e+01
3.25317383e+03;-8.46192627e+01
3.25927734e+03;-8.44595261e+01
3.26538086e+03;-8.42715073e+01
3.27148438e+03;-8.40800934e+01
3.27758789e+03;-8.39588928e+01
3.28369141e+03;-8.39098587e+01
3.28979492e+03;-8.39257050e+01
3.29589844e+03;-8.39705582e+01
3.30200195e+03;-8.40681686e+01
3.30810547e+03;-8.42158661e+01
3.31420898e+03;-8.42946548e+01
3.32031250e+03;-8.43180847e+01
3.32641602e+03;-8.43672028e+01
3.33251953e+03;-8.44108734e+01
3.33862305e+03;-8.43774948e+01
3.34472656e+03;-8.42845917e+01
3.35083008e+03;-8.42191849e+01
3.35693359e+03;-8.41636734e+01
3.36303711e+03;-8.41489868e+01
3.36914062e+03;-8.42295837e+01
3.37524414e+03;-8.44167175e+01
3.38134766e+03;-8.45917511e+01
3.38745117e+03;-8.47012863e+01
3.39355469e+03;-8.48234177e+01
3.39965820e+03;-8.49096527e+01
3.40576172e+03;-8.48991089e+01
3.41186523e+03;-8.49381561e+01
3.41796875e+03;-8.49977722e+01
3.42407227e+03;-8.50525894e+01
3.43017578e+03;-8.50721893e+01
3.43627930e+03;-8.50767670e+01
3.44238281e+03;-8.51000900e+01
3.44848633e+03;-8.51256638e+01
3.45458984e+03;-8.51815262e+01
3.46069336e+03;-8.53092346e+01
3.46679688e+03;-8.53589020e+01
3.47290039e+03;-8.53268661e+01
3.47900391e+03;-8.52767181e+01
3.48510742e+03;-8.52473145e+01
3.49121094e+03;-8.52115173e+01
3.49731445e+03;-8.51416779e+01
3.50341797e+03;-8.50635147e+01
3.50952148e+03;-8.49945679e+01
3.51562500e+03;-8.48629684e+01
3.52172852e+03;-8.46627579e+01
3.52783203e+03;-8.44856491e+01
3.53393555e+03;-8.43961639e+01
3.54003906e+03;-8.43074188e+01
3.54614258e+03;-8.41787720e+01
3.55224609e+03;-8.41608353e+01
3.55834961e+03;-8.42349625e+01
3.56445312e+03;-8.43364410e+01
3.57055664e+03;-8.44903870e+01
3.57666016e+03;-8.46876526e+01
3.58276367e+03;-8.48596420e+01
3.58886719e+03;-8.49155502e+01
3.59497070e+03;-8.49192657e+01
3.60107422e+03;-8.50638504e+01
3.60717773e+03;-8.52001190e+01
3.61328125e+03;-8.51719055e+01
3.61938477e+03;-8.50900803e+01
3.62548828e+03;-8.50407333e+01
3.63159180e+03;-8.50107498e+01
3.63769531e+03;-8.49968262e+01
3.64379883e+03;-8.49438477e+01
3.64990234e+03;-8.49646149e+01
3.65600586e+03;-8.49900436e+01
3.66210938e+03;-8.49553299e+01
3.66821289e+03;-8.50096970e+01
3.67431641e+03;-8.50929794e+01
3.68041992e+03;-8.51069260e+01
3.68652344e+03;-8.50746307e+01
3.69262695e+03;-8.50033722e+01
3.69873047e+03;-8.50523453e+01
3.70483398e+03;-8.51430283e+01
3.71093750e+03;-8.51719360e+01
3.71704102e+03;-8.51461945e+01
3.72314453e+03;-8.51098557e+01
3.72924805e+03;-8.51104507e+01
3.73535156e+03;-8.50553207e+01
3.74145508e+03;-8.43948135e+01
3.74755859e+03;-8.35769043e+01
3.75366211e+03;-8.34270248e+01
3.75976562e+03;-8.34391022e+01
3.76586914e+03;-8.34434509e+01
3.77197266e+03;-8.34776459e+01
3.77807617e+03;-8.35179901e+01
3.78417969e+03;-8.35282211e+01
3.79028320e+03;-8.35849686e+01
3.79638672e+03;-8.41981201e+01
3.80249023e+03;-8.52990723e+01
3.80859375e+03;-8.56385422e+01
3.81469727e+03;-8.56609497e+01
3.82080078e+03;-8.56793365e+01
3.82690430e+03;-8.56510391e+01
3.83300781e+03;-8.55706787e+01
3.83911133e+03;-8.55032959e+01
3.84521484e+03;-8.54520416e+01
3.85131836e+03;-8.54082565e+01
3.85742188e+03;-8.53824310e+01
3.86352539e+03;-8.53545761e+01
3.86962891e+03;-8.53171692e+01
3.87573242e+03;-8.52875824e+01
3.88183594e+03;-8.52866211e+01
3.88793945e+03;-8.52812500e+01
3.89404297e+03;-8.52506256e+01
3.90014648e+03;-8.52498169e+01
3.90625000e+03;-8.52727051e+01
3.91235352e+03;-8.53102951e+01
3.91845703e+03;-8.53468018e+01
3.92456055e+03;-8.54078445e+01
3.93066406e+03;-8.54460068e+01
3.93676758e+03;-8.54881592e+01
3.94287109e+03;-8.55659637e+01
3.94897461e+03;-8.56438828e+01
3.95507812e+03;-8.57091522e+01
3.96118164e+03;-8.57721710e+01
3.96728516e+03;-8.58118362e+01
3.97338867e+03;-8.58507919e+01
3.97949219e+03;-8.58880386e+01
3.98559570e+03;-8.59587708e+01
3.99169922e+03;-8.60138245e+01
3.99780273e+03;-8.60119705e+01
4.00390625e+03;-8.60042877e+01
4.01000977e+03;-8.59748764e+01
4.01611328e+03;-8.58931656e+01
4.02221680e+03;-8.58037872e+01
4.02832031e+03;-8.57194214e+01
4.03442383e+03;-8.56654434e+01
4.04052734e+03;-8.55993271e+01
4.04663086e+03;-8.55194702e+01
4.05273438e+03;-8.54730988e+01
4.05883789e+03;-8.54124832e+01
4.06494141e+03;-8.53641891e+01
4.07104492e+03;-8.53770447e+01
4.07714844e+03;-8.54084778e+01
4.08325195e+03;-8.54147873e+01
4.08935547e+03;-8.53411636e+01
4.09545898e+03;-8.52679672e+01
4.10156250e+03;-8.52685165e+01
4.10766602e+03;-8.53112259e+01
4.11376953e+03;-8.54076996e+01
4.11987305e+03;-8.54857254e+01
4.12597656e+03;-8.55216064e+01
4.13208008e+03;-8.55777359e+01
4.13818359e+03;-8.56625366e+01
4.14428711e+03;-8.57879562e+01
4.15039062e+03;-8.59262619e+01
4.15649414e+03;-8.60021362e+01
4.16259766e+03;-8.60080719e+01
4.16870117e+03;-8.60067291e+01
4.17480469e+03;-8.60287018e+01
4.18090820e+03;-8.60467377e+01
4.18701172e+03;-8.60268097e+01
4.19311523e+03;-8.59954376e+01
4.19921875e+03;-8.59544830e+01
4.20532227e+03;-8.59225540e+01
4.21142578e+03;-8.59082489e+01
4.21752930e+03;-8.59300766e+01
4.22363281e+03;-8.59302979e+01
4.22973633e+03;-8.58991318e+01
4.23583984e+03;-8.57905655e+01
4.24194336e+03;-8.56789246e+01
4.24804688e+03;-8.56734924e+01
4.25415039e+03;-8.57263031e+01
4.26025391e+03;-8.57767029e+01
4.26635742e+03;-8.57893600e+01
4.27246094e+03;-8.57737656e+01
4.27856445e+03;-8.57672501e+01
4.28466797e+03;-8.57978745e+01
4.29077148e+03;-8.59058914e+01
4.29687500e+03;-8.60398865e+01
4.30297852e+03;-8.60835571e+01
4.30908203e+03;-8.60822983e+01
4.31518555e+03;-8.60917206e+01
4.32128906e+03;-8.61030350e+01
4.32739258e+03;-8.61388245e+01
4.33349609e+03;-8.61585770e+01
4.33959961e+03;-8.61384506e+01
4.34570312e+03;-8.61311264e+01
4.35180664e+03;-8.61480331e+01
4.35791016e+03;-8.61534729e+01
4.36401367e+03;-8.61562042e+01
4.37011719e+03;-8.61199188e+01
4.37622070e+03;-8.59454956e+01
4.38232422e+03;-8.56721039e+01
4.38842773e+03;-8.55933533e+01
4.39453125e+03;-8.56085510e+01
4.40063477e+03;-8.56301270e+01
4.40673828e+03;-8.56301498e+01
4.41284180e+03;-8.56505127e+01
4.41894531e+03;-8.56540604e+01
4.42504883e+03;-8.56618729e+01
4.43115234e+03;-8.58181000e+01
4.43725586e+03;-8.60765457e+01
4.44335938e+03;-8.61322632e+01
4.44946289e+03;-8.60517349e+01
4.45556641e+03;-8.59287262e+01
4.46166992e+03;-8.58207016e+01
4.46777344e+03;-8.57285385e+01
4.47387695e+03;-8.56919708e+01
4.47998047e+03;-8.56840591e+01
4.48608398e+03;-8.56880646e+01
4.49218750e+03;-8.56462631e+01
4.49829102e+03;-8.53989105e+01
4.50439453e+03;-8.52910233e+01
4.51049805e+03;-8.53772354e+01
4.51660156e+03;-8.54803238e+01
4.52270508e+03;-8.55607529e+01
4.52880859e+03;-8.56186295e+01
4.53491211e+03;-8.56799088e+01
4.54101562e+03;-8.57162323e+01
4.54711914e+03;-8.58003769e+01
4.55322266e+03;-8.61433716e+01
4.55932617e+03;-8.64243698e+01
4.56542969e+03;-8.64856415e+01
4.57153320e+03;-8.64979324e+01
4.57763672e+03;-8.65216522e+01
4.58374023e+03;-8.65206909e+01
4.58984375e+03;-8.64518280e+01
4.59594727e+03;-8.63898773e+01
4.60205078e+03;-8.63489838e+01
4.60815430e+03;-8.63113022e+01
4.61425781e+03;-8.62953186e+01
4.62036133e+03;-8.63043365e+01
4.62646484e+03;-8.63370972e+01
4.63256836e+03;-8.63476028e+01
4.63867188e+03;-8.63435516e+01
4.64477539e+03;-8.63773422e+01
4.65087891e+03;-8.64028015e+01
4.65698242e+03;-8.63983536e+01
4.66308594e+03;-8.63806610e+01
4.66918945e+03;-8.63410568e+01
4.67529297e+03;-8.63119736e+01
4.68139648e+03;-8.62751999e+01
4.68750000e+03;-8.62062607e+01
4.69360352e+03;-8.61608810e+01
4.69970703e+03;-8.61380005e+01
4.70581055e+03;-8.61587982e+01
4.71191406e+03;-8.61958389e+01
4.71801758e+03;-8.62427292e+01
4.72412109e+03;-8.62866592e+01
4.73022461e+03;-8.63166656e+01
4.73632812e+03;-8.63588486e+01
4.74243164e+03;-8.64615555e+01
4.74853516e+03;-8.65372543e+01
4.75463867e+03;-8.65337982e+01
4.76074219e+03;-8.65217896e+01
4.76684570e+03;-8.65071106e+01
4.77294922e+03;-8.64875870e+01
4.77905273e+03;-8.64830704e+01
4.78515625e+03;-8.64795074e+01
4.79125977e+03;-8.64661789e+01
4.79736328e+03;-8.64284744e+01
4.80346680e+03;-8.64176407e+01
4.80957031e+03;-8.64639893e+01
4.81567383e+03;-8.64921570e+01
4.82177734e+03;-8.65292282e+01
4.82788086e+03;-8.65521927e+01
4.83398438e+03;-8.65378876e+01
4.84008789e+03;-8.65059204e+01
4.84619141e+03;-8.64935303e+01
4.85229492e+03;-8.65110855e+01
4.85839844e+03;-8.65294495e+01
4.86450195e+03;-8.65177612e+01
4.87060547e+03;-8.64923782e+01
4.87670898e+03;-8.64778137e+01
4.88281250e+03;-8.65190430e+01
4.88891602e+03;-8.65671234e+01
4.89501953e+03;-8.65804062e+01
4.90112305e+03;-8.65654068e+01
4.90722656e+03;-8.65411606e+01
4.91333008e+03;-8.65202179e+01
4.91943359e+03;-8.65281448e+01
4.92553711e+03;-8.65516586e+01
4.93164062e+03;-8.65663223e+01
4.93774414e+03;-8.65189896e+01
4.94384766e+03;-8.64755859e+01
4.94995117e+03;-8.64790344e+01
4.95605469e+03;-8.65053177e+01
4.96215820e+03;-8.65457306e+01
4.96826172e+03;-8.65947800e+01
4.97436523e+03;-8.66330795e+01
4.98046875e+03;-8.66602936e+01
4.98657227e+03;-8.66741104e+01
4.99267578e+03;-8.66987610e+01
4.99877930e+03;-8.67237854e+01
5.00488281e+03;-8.67464142e+01
5.01098633e+03;-8.67500992e+01
5.01708984e+03;-8.67236710e+01
5.02319336e+03;-8.66998978e+01
5.02929688e+03;-8.66769257e+01
5.03540039e+03;-8.66560898e+01
5.04150391e+03;-8.66445084e+01
5.04760742e+03;-8.66492004e+01
5.05371094e+03;-8.66781998e+01
5.05981445e+03;-8.67176361e+01
5.06591797e+03;-8.67493439e+01
5.07202148e+03;-8.67861938e+01
5.07812500e+03;-8.68083496e+01
5.08422852e+03;-8.68347473e+01
5.09033203e+03;-8.68657303e+01
5.09643555e+03;-8.68867569e+01
5.10253906e+03;-8.69097672e+01
5.10864258e+03;-8.69134827e+01
5.11474609e+03;-8.68744202e+01
5.12084961e+03;-8.68239746e+01
5.12695312e+03;-8.68126831e+01
5.13305664e+03;-8.68021851e+01
5.13916016e+03;-8.68012085e+01
5.14526367e+03;-8.68021545e+01
5.15136719e+03;-8.67765808e+01
5.15747070e+03;-8.67624664e+01
5.16357422e+03;-8.67519608e+01
5.16967773e+03;-8.67415390e+01
5.17578125e+03;-8.67366486e+01
5.18188477e+03;-8.67202682e+01
5.18798828e+03;-8.67039261e+01
5.19409180e+03;-8.66841202e+01
5.20019531e+03;-8.66750336e+01
5.20629883e+03;-8.66900024e+01
5.21240234e+03;-8.66743774e+01
5.21850586e+03;-8.66325150e+01
5.22460938e+03;-8.66410828e+01
5.23071289e+03;-8.66677094e+01
5.23681641e+03;-8.66642609e+01
5.24291992e+03;-8.66553955e+01
5.24902344e+03;-8.65588226e+01
5.25512695e+03;-8.64062195e+01
5.26123047e+03;-8.63497162e+01
5.26733398e+03;-8.63510666e+01
5.27343750e+03;-8.63788834e+01
5.27954102e+03;-8.63851700e+01
5.28564453e+03;-8.64132004e+01
5.29174805e+03;-8.64606171e+01
5.29785156e+03;-8.64858551e+01
5.30395508e+03;-8.66099167e+01
5.31005859e+03;-8.67834091e+01
5.31616211e+03;-8.68531342e+01
5.32226562e+03;-8.68740616e+01
5.32836914e+03;-8.68981094e+01
5.33447266e+03;-8.69162064e+01
5.34057617e+03;-8.68817596e+01
5.34667969e+03;-8.68547668e+01
5.35278320e+03;-8.68848724e+01
5.35888672e+03;-8.68935394e+01
5.36499023e+03;-8.68885727e+01
5.37109375e+03;-8.68777466e+01
5.37719727e+03;-8.68816757e+01
5.38330078e+03;-8.69001617e+01
5.38940430e+03;-8.69131775e+01
5.39550781e+03;-8.69252472e+01
5.40161133e+03;-8.69133453e+01
5.40771484e+03;-8.68770599e+01
5.41381836e+03;-8.68503342e+01
5.41992188e+03;-8.68476334e+01
5.42602539e+03;-8.68408890e+01
5.43212891e+03;-8.68061981e+01
5.43823242e+03;-8.67676544e+01
5.44433594e+03;-8.67609558e+01
5.45043945e+03;-8.67719193e+01
5.45654297e+03;-8.68213348e+01
5.46264648e+03;-8.68486557e+01
5.46875000e+03;-8.68754730e+01
5.47485352e+03;-8.69230347e+01
5.48095703e+03;-8.69772644e+01
5.48706055e+03;-8.70313721e+01
5.49316406e+03;-8.70471573e+01
5.49926758e+03;-8.70248108e+01
5.50537109e+03;-8.70276184e+01
5.51147461e+03;-8.70126648e+01
5.51757812e+03;-8.70202789e+01
5.52368164e+03;-8.70210037e+01
5.52978516e+03;-8.69820633e+01
5.53588867e+03;-8.69491272e+01
5.54199219e+03;-8.69078064e+01
5.54809570e+03;-8.68840561e+01
5.55419922e+03;-8.68946838e+01
5.56030273e+03;-8.69125977e+01
5.56640625e+03;-8.69117584e+01
5.57250977e+03;-8.68865814e+01
5.57861328e+03;-8.68665771e+01
5.58471680e+03;-8.68846817e+01
5.59082031e+03;-8.69207764e+01
5.59692383e+03;-8.69758911e+01
5.60302734e+03;-8.70339890e+01
5.60913086e+03;-8.70909576e+01
5.61523438e+03;-8.71120224e+01
5.62133789e+03;-8.71001587e+01
5.62744141e+03;-8.71004944e+01
5.63354492e+03;-8.71142578e+01
5.63964844e+03;-8.71104050e+01
5.64575195e+03;-8.70819016e+01
5.65185547e+03;-8.70607529e+01
5.65795898e+03;-8.70259476e+01
5.66406250e+03;-8.69833527e+01
5.67016602e+03;-8.69778519e+01
5.67626953e+03;-8.69956970e+01
5.68237305e+03;-8.69897537e+01
5.68847656e+03;-8.69952469e+01
5.69458008e+03;-8.69965515e+01
5.70068359e+03;-8.70213852e+01
5.70678711e+03;-8.70390244e+01
5.71289062e+03;-8.70535431e+01
5.71899414e+03;-8.70605316e+01
5.72509766e+03;-8.70420685e+01
5.73120117e+03;-8.70313797e+01
5.73730469e+03;-8.70422516e+01
5.74340820e+03;-8.70426102e+01
5.74951172e+03;-8.70521240e+01
5.75561523e+03;-8.70442429e+01
5.76171875e+03;-8.70387802e+01
5.76782227e+03;-8.70409851e+01
5.77392578e+03;-8.70405807e+01
5.78002930e+03;-8.70547638e+01
5.78613281e+03;-8.70776901e+01
5.79223633e+03;-8.70943451e+01
5.79833984e+03;-8.71030655e+01
5.80444336e+03;-8.70916138e+01
5.81054688e+03;-8.70915985e+01
5.81665039e+03;-8.70844193e+01
5.82275391e+03;-8.70895157e+01
5.82885742e+03;-8.71155090e+01
5.83496094e+03;-8.71189117e+01
5.84106445e+03;-8.71190948e+01
5.84716797e+03;-8.71310349e+01
5.85327148e+03;-8.71298599e+01
5.85937500e+03;-8.71218948e+01
5.86547852e+03;-8.71135635e+01
5.87158203e+03;-8.71069031e+01
5.87768555e+03;-8.70860672e+01
5.88378906e+03;-8.70465164e+01
5.88989258e+03;-8.70152740e+01
5.89599609e+03;-8.69838257e+01
5.90209961e+03;-8.69529495e+01
5.90820312e+03;-8.69486313e+01
5.91430664e+03;-8.69874268e+01
5.92041016e+03;-8.70358353e+01
5.92651367e+03;-8.70626373e+01
5.93261719e+03;-8.70937805e+01
5.93872070e+03;-8.71173477e+01
5.94482422e+03;-8.71466751e+01
5.95092773e+03;-8.71698227e+01
5.95703125e+03;-8.72206802e+01
5.96313477e+03;-8.72366791e+01
5.96923828e+03;-8.72163544e+01
5.97534180e+03;-8.71747513e+01
5.98144531e+03;-8.71344223e+01
5.98754883e+03;-8.71155396e+01
5.99365234e+03;-8.71317596e+01
5.99975586e+03;-8.71504517e+01
6.00585938e+03;-8.71777649e+01
6.01196289e+03;-8.71861115e+01
6.01806641e+03;-8.71823654e+01
6.02416992e+03;-8.71734772e+01
6.03027344e+03;-8.71889343e+01
6.03637695e+03;-8.72477875e+01
6.04248047e+03;-8.72896957e+01
6.04858398e+03;-8.73031845e+01
6.05468750e+03;-8.73211975e+01
6.06079102e+03;-8.73193588e+01
6.06689453e+03;-8.72985306e+01
6.07299805e+03;-8.73198929e+01
6.07910156e+03;-8.73334503e+01
6.08520508e+03;-8.73071747e+01
6.09130859e+03;-8.72793884e+01
6.09741211e+03;-8.72575836e+01
6.10351562e+03;-8.72390366e+01
6.10961914e+03;-8.72306519e+01
6.11572266e+03;-8.72345123e+01
6.12182617e+03;-8.72240067e+01
6.12792969e+03;-8.72010574e+01
6.13403320e+03;-8.71903305e+01
6.14013672e+03;-8.72055359e+01
6.14624023e+03;-8.72160263e+01
6.15234375e+03;-8.72363052e+01
6.15844727e+03;-8.72459259e+01
6.16455078e+03;-8.72409058e+01
6.17065430e+03;-8.72340851e+01
6.17675781e+03;-8.72468033e+01
6.18286133e+03;-8.72229767e+01
6.18896484e+03;-8.71954117e+01
6.19506836e+03;-8.71394348e+01
6.20117188e+03;-8.70679092e+01
6.20727539e+03;-8.70288239e+01
6.21337891e+03;-8.70355301e+01
6.21948242e+03;-8.70382614e+01
6.22558594e+03;-8.70316162e+01
6.23168945e+03;-8.70357437e+01
6.23779297e+03;-8.70882568e+01
6.24389648e+03;-8.71406097e+01
6.25000000e+03;-8.72241135e+01
6.25610352e+03;-8.73252563e+01
6.26220703e+03;-8.73434906e+01
6.26831055e+03;-8.73108444e+01
6.27441406e+03;-8.72742233e+01
6.28051758e+03;-8.72664337e+01
6.28662109e+03;-8.72511520e+01
6.29272461e+03;-8.72258987e+01
6.29882812e+03;-8.72122269e+01
6.30493164e+03;-8.72248917e+01
6.31103516e+03;-8.72487793e+01
6.31713867e+03;-8.72757874e+01
6.32324219e+03;-8.73001938e+01
6.32934570e+03;-8.73415070e+01
6.33544922e+03;-8.73613815e+01
6.34155273e+03;-8.73602982e+01
6.34765625e+03;-8.73430557e+01
6.35375977e+03;-8.73303299e+01
6.35986328e+03;-8.73222427e+01
6.36596680e+03;-8.72979584e+01
6.37207031e+03;-8.73048935e+01
6.37817383e+03;-8.73131485e+01
6.38427734e+03;-8.73057938e+01
6.39038086e+03;-8.73211899e+01
6.39648438e+03;-8.73642578e+01
6.40258789e+03;-8.74029541e+01
6.40869141e+03;-8.74254990e+01
6.41479492e+03;-8.73956604e+01
6.42089844e+03;-8.73936462e+01
6.42700195e+03;-8.73989487e+01
6.43310547e+03;-8.73743210e+01
6.43920898e+03;-8.73568649e+01
6.44531250e+03;-8.73312225e+01
6.45141602e+03;-8.73125687e+01
6.45751953e+03;-8.72842102e+01
6.46362305e+03;-8.72803116e+01
6.46972656e+03;-8.72903595e+01
6.47583008e+03;-8.72667084e+01
6.48193359e+03;-8.72588654e+01
6.48803711e+03;-8.72723770e+01
6.49414062e+03;-8.72424240e+01
6.50024414e+03;-8.72196960e+01
6.50634766e+03;-8.72225876e+01
6.51245117e+03;-8.72734146e+01
6.51855469e+03;-8.73196335e+01
6.52465820e+03;-8.73722687e+01
6.53076172e+03;-8.74003067e+01
6.53686523e+03;-8.73907700e+01
6.54296875e+03;-8.73838120e+01
6.54907227e+03;-8.74518661e+01
6.55517578e+03;-8.75189896e+01
6.56127930e+03;-8.75197678e+01
6.56738281e+03;-8.75027390e+01
6.57348633e+03;-8.74931412e+01
6.57958984e+03;-8.74425964e+01
6.58569336e+03;-8.74403458e+01
6.59179688e+03;-8.74851379e+01
6.59790039e+03;-8.75330276e+01
6.60400391e+03;-8.75160599e+01
6.61010742e+03;-8.74889069e+01
6.61621094e+03;-8.74988861e+01
6.62231445e+03;-8.74857101e+01
6.62841797e+03;-8.74477463e+01
6.63452148e+03;-8.74732819e+01
6.64062500e+03;-8.74993973e+01
6.64672852e+03;-8.75138168e+01
6.65283203e+03;-8.75305710e+01
6.65893555e+03;-8.75698242e+01
6.66503906e+03;-8.75928726e+01
6.67114258e+03;-8.76020126e+01
6.67724609e+03;-8.76413727e+01
6.68334961e+03;-8.76909943e+01
6.68945312e+03;-8.76946182e+01
6.69555664e+03;-8.76540146e+01
6.70166016e+03;-8.75960007e+01
6.70776367e+03;-8.75635376e+01
6.71386719e+03;-8.75350800e+01
6.71997070e+03;-8.75148239e+01
6.72607422e+03;-8.75061951e+01
6.73217773e+03;-8.74982681e+01
6.73828125e+03;-8.74761276e+01
6.74438477e+03;-8.74836426e+01
6.75048828e+03;-8.75324020e+01
6.75659180e+03;-8.75452499e+01
6.76269531e+03;-8.75402985e+01
6.76879883e+03;-8.75677490e+01
6.77490234e+03;-8.75876694e+01
6.78100586e+03;-8.75916138e+01
6.78710938e+03;-8.75659866e+01
6.79321289e+03;-8.75582962e+01
6.79931641e+03;-8.75437393e+01
6.80541992e+03;-8.74992523e+01
6.81152344e+03;-8.75163269e+01
6.81762695e+03;-8.75425720e+01
6.82373047e+03;-8.75190506e+01
6.82983398e+03;-8.75194473e+01
6.83593750e+03;-8.75322647e+01
6.84204102e+03;-8.75390396e+01
6.84814453e+03;-8.75379944e+01
6.85424805e+03;-8.75262985e+01
6.86035156e+03;-8.75397491e+01
6.86645508e+03;-8.75239716e+01
6.87255859e+03;-8.75140915e+01
6.87866211e+03;-8.75132217e+01
6.88476562e+03;-8.75011444e+01
6.89086914e+03;-8.74787979e+01
6.89697266e+03;-8.74981918e+01
6.90307617e+03;-8.75090179e+01
6.90917969e+03;-8.75066986e+01
6.91528320e+03;-8.75056381e+01
6.92138672e+03;-8.75098801e+01
6.92749023e+03;-8.74935760e+01
6.93359375e+03;-8.74975510e+01
6.93969727e+03;-8.74905243e+01
6.94580078e+03;-8.74953537e+01
6.95190430e+03;-8.74902878e+01
6.95800781e+03;-8.74976425e+01
6.96411133e+03;-8.75189209e+01
6.97021484e+03;-8.75466995e+01
6.97631836e+03;-8.75759964e+01
6.98242188e+03;-8.76209641e+01
6.98852539e+03;-8.76451111e+01
6.99462891e+03;-8.76531525e+01
7.00073242e+03;-8.76468887e+01
7.00683594e+03;-8.76415176e+01
7.01293945e+03;-8.76441803e+01
7.01904297e+03;-8.76567230e+01
7.02514648e+03;-8.76427612e+01
7.03125000e+03;-8.76234283e+01
7.03735352e+03;-8.75896072e+01
7.04345703e+03;-8.75868835e+01
7.04956055e+03;-8.76000290e+01
7.05566406e+03;-8.76269608e+01
7.06176758e+03;-8.76294708e+01
7.06787109e+03;-8.75832367e+01
7.07397461e+03;-8.75215149e+01
7.08007812e+03;-8.75028305e+01
7.08618164e+03;-8.74886551e+01
7.09228516e+03;-8.74577866e+01
7.09838867e+03;-8.74232025e+01
7.10449219e+03;-8.74102173e+01
7.11059570e+03;-8.74008636e+01
7.11669922e+03;-8.74085464e+01
7.12280273e+03;-8.74584122e+01
7.12890625e+03;-8.75260468e+01
7.13500977e+03;-8.75857773e+01
7.14111328e+03;-8.76166153e+01
7.14721680e+03;-8.76381683e+01
7.15332031e+03;-8.76650391e+01
7.15942383e+03;-8.76762848e+01
7.16552734e+03;-8.76645813e+01
7.17163086e+03;-8.76557083e+01
7.17773438e+03;-8.76625977e+01
7.18383789e+03;-8.76673508e+01
7.18994141e+03;-8.76331100e+01
7.19604492e+03;-8.76181335e+01
7.20214844e+03;-8.76699219e+01
7.20825195e+03;-8.77078781e+01
7.21435547e+03;-8.77205505e+01
7.22045898e+03;-8.77359543e+01
7.22656250e+03;-8.77342834e+01
7.23266602e+03;-8.77163315e+01
7.23876953e+03;-8.77052307e+01
7.24487305e+03;-8.77267838e+01
7.25097656e+03;-8.77546234e+01
7.25708008e+03;-8.77468643e+01
7.26318359e+03;-8.77012558e+01
7.26928711e+03;-8.76780396e+01
7.27539062e+03;-8.76623001e+01
7.28149414e+03;-8.76737747e+01
7.28759766e+03;-8.77130661e+01
7.29370117e+03;-8.77321777e+01
7.29980469e+03;-8.77113571e+01
7.30590820e+03;-8.76748886e+01
7.31201172e+03;-8.76548309e+01
7.31811523e+03;-8.76941452e+01
7.32421875e+03;-8.77480164e+01
7.33032227e+03;-8.78035736e+01
7.33642578e+03;-8.78147583e+01
7.34252930e+03;-8.77865753e+01
7.34863281e+03;-8.77712936e+01
7.35473633e+03;-8.77860718e+01
7.36083984e+03;-8.78121033e+01
7.36694336e+03;-8.78042450e+01
7.37304688e+03;-8.77630920e+01
7.37915039e+03;-8.77170639e+01
7.38525391e+03;-8.76715240e+01
7.39135742e+03;-8.76674957e+01
7.39746094e+03;-8.76913757e+01
7.40356445e+03;-8.77092209e+01
7.40966797e+03;-8.77079010e+01
7.41577148e+03;-8.77276917e+01
7.42187500e+03;-8.77513885e+01
7.42797852e+03;-8.77554703e+01
7.43408203e+03;-8.77698212e+01
7.44018555e+03;-8.77988052e+01
7.44628906e+03;-8.78289719e+01
7.45239258e+03;-8.78430176e+01
7.45849609e+03;-8.78657990e+01
7.46459961e+03;-8.79052124e+01
7.47070312e+03;-8.79072876e+01
7.47680664e+03;-8.79049530e+01
7.48291016e+03;-8.79337616e+01
7.48901367e+03;-8.79815826e+01
7.49511719e+03;-8.79878922e+01
7.50122070e+03;-8.79464264e+01
7.50732422e+03;-8.78803482e+01
7.51342773e+03;-8.78371277e+01
7.51953125e+03;-8.78140335e+01
7.52563477e+03;-8.77964249e+01
7.53173828e+03;-8.78120270e+01
7.53784180e+03;-8.78212357e+01
7.54394531e+03;-8.77880859e+01
7.55004883e+03;-8.77777100e+01
7.55615234e+03;-8.77770767e+01
7.56225586e+03;-8.77925415e+01
7.56835938e+03;-8.78051605e+01
7.57446289e+03;-8.78081741e+01
7.58056641e+03;-8.78351822e+01
7.58666992e+03;-8.78214264e+01
