Taper_length,Waist_scale,Waist_len,Low_wavelength,High_wavelength,SC_range
0.05,0.3,0.025,1485.1655737595474,2299.7637594837774,814.59818572423
0.05,0.5,0.025,1468.5778803247968,1621.7451290618098,153.1672487370131
0.14,0.3,0.025,1319.1726664780574,1781.1082070618797,461.93554058382233
0.14,0.5,0.025,1258.268507113205,1629.6793918848914,371.41088477168637
