# 2022-03-22_12.07.53
# shape = sech2
# FWHM_ps = 0.11
# carrier_nm = 1542
# frep_MHz = 12126
# pow_mW = 8000
# GDD = 0.0
# propa_len = 0.14622222222222223
# untap_len = 0.01
# taper_len = 0.08622222222222223
# waist_len = 0.02
# uptap_len = 0.02
# untap_scale = 1.0
# waist_scale = 0.21052631578947373
# workingDir = NL_20110305_12 (Spirou)
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 21700
# 
# wavelength [nm]	 power spectral density [dB]
600.043425	-85.519443
600.163550	-85.110338
600.283723	-84.715239
600.403943	-84.396677
600.524212	-84.181541
600.644529	-84.003858
600.764895	-83.790187
600.885308	-83.514047
601.005770	-83.248198
601.126280	-83.103119
601.246839	-83.179697
601.367446	-83.531337
601.488101	-84.169959
601.608804	-85.031849
601.729557	-85.995443
601.850357	-87.008956
601.971206	-88.053560
602.092104	-89.101798
602.213050	-89.906177
602.334045	-90.105024
602.455089	-89.717099
602.576181	-89.184299
602.697322	-88.851901
602.818511	-88.852437
602.939749	-89.177908
603.061036	-89.756769
603.182372	-90.458772
603.303757	-91.077563
603.425191	-91.455070
603.546673	-91.586108
603.668204	-91.643379
603.789785	-91.810287
603.911414	-92.219922
604.033092	-92.998715
604.154820	-94.296868
604.276596	-96.138481
604.398422	-98.480264
604.520297	-100.566759
604.642220	-100.561958
604.764193	-98.368179
604.886216	-95.577935
605.008287	-92.973276
605.130408	-90.748727
605.252578	-88.937374
605.374798	-87.531604
605.497066	-86.526879
605.619385	-85.902077
605.741752	-85.641661
605.864169	-85.714356
605.986636	-86.021421
606.109152	-86.387230
606.231718	-86.611135
606.354333	-86.592092
606.476998	-86.347392
606.599712	-85.983512
606.722476	-85.618603
606.845290	-85.362525
606.968154	-85.342130
607.091067	-85.655448
607.214030	-86.314889
607.337043	-87.230491
607.460106	-88.152796
607.583219	-88.507133
607.706381	-87.874051
607.829594	-86.602565
607.952856	-85.266508
608.076169	-84.169463
608.199531	-83.359936
608.322944	-82.815292
608.446407	-82.548968
608.569920	-82.605563
608.693483	-83.046921
608.817096	-83.936779
608.940759	-85.334505
609.064473	-87.357393
609.188237	-90.262005
609.312051	-94.712660
609.435916	-103.331879
609.559831	-108.133430
609.683796	-98.696595
609.807812	-95.514632
609.931878	-94.481325
610.055995	-94.912223
610.180162	-96.459632
610.304380	-97.624023
610.428648	-95.764987
610.552967	-92.614654
610.677337	-90.088777
610.801757	-88.274344
610.926228	-86.985002
611.050750	-86.105256
611.175323	-85.599399
611.299946	-85.463262
611.424620	-85.684725
611.549345	-86.213635
611.674121	-86.949026
611.798948	-87.778595
611.923826	-88.595517
612.048755	-89.366034
612.173734	-90.093932
612.298765	-90.720753
612.423847	-90.961725
612.548980	-90.298926
612.674165	-88.674756
612.799400	-86.657049
612.924687	-84.753474
613.050025	-83.173420
613.175414	-81.959311
613.300854	-81.086492
613.426346	-80.518371
613.551889	-80.249899
613.677484	-80.311645
613.803130	-80.746638
613.928827	-81.607883
614.054576	-82.944291
614.180377	-84.826636
614.306229	-87.373592
614.432132	-90.798133
614.558087	-95.133506
614.684094	-97.320738
614.810153	-94.621695
614.936263	-91.865973
615.062425	-90.044143
615.188639	-88.878832
615.314904	-88.112786
615.441222	-87.524174
615.567591	-86.978651
615.694012	-86.442926
615.820486	-85.951165
615.947011	-85.565756
616.073588	-85.384385
616.200217	-85.511019
616.326898	-86.035926
616.453632	-87.037613
616.580417	-88.601992
616.707255	-90.850699
616.834144	-94.147311
616.961086	-99.910853
617.088081	-118.923591
617.215127	-100.222953
617.342226	-94.440627
617.469378	-91.314362
617.596581	-89.363441
617.723837	-88.080686
617.851146	-87.163088
617.978507	-86.436595
