# 2022-03-21_14.26.19
# shape = sech2
# FWHM_ps = 0.1
# carrier_nm = 1542
# frep_MHz = 12126
# pow_mW = 8000
# GDD = 0.0
# propa_len = 0.1288888888888889
# untap_len = 0.01
# taper_len = 0.06888888888888889
# waist_len = 0.02
# uptap_len = 0.02
# untap_scale = 1.0
# waist_scale = 0.3666666666666667
# workingDir = NL_20110305_12 (Spirou)
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 13000
# 
# wavelength [nm]	 power spectral density [dB]
1000.248639	-64.831400
1000.582480	-66.276768
1000.916545	-67.667183
1001.250832	-68.575843
1001.585343	-68.470951
1001.920077	-67.366274
1002.255035	-65.836307
1002.590218	-64.350115
1002.925624	-63.105980
1003.261255	-62.160043
1003.597111	-61.517155
1003.933192	-61.167152
1004.269497	-61.097347
1004.606029	-61.296795
1004.942785	-61.758894
1005.279768	-62.486054
1005.616977	-63.499423
1005.954412	-64.856877
1006.292074	-66.684916
1006.629962	-69.237247
1006.968077	-72.956493
1007.306420	-77.169234
1007.644990	-74.712428
1007.983787	-70.074699
1008.322813	-66.813354
1008.662067	-64.562189
1009.001549	-63.002471
1009.341259	-61.961536
1009.681199	-61.340718
1010.021367	-61.078355
1010.361765	-61.132683
1010.702392	-61.474844
1011.043250	-62.088051
1011.384337	-62.971197
1011.725654	-64.145774
1012.067202	-65.664505
1012.408980	-67.615340
1012.750989	-70.078246
1013.093230	-72.764792
1013.435702	-73.798422
1013.778405	-71.791397
1014.121341	-69.052242
1014.464508	-66.770210
1014.807908	-65.019221
1015.151540	-63.702620
1015.495405	-62.731610
1015.839503	-62.038871
1016.183835	-61.572797
1016.528400	-61.292887
1016.873198	-61.167927
1017.218231	-61.175989
1017.563498	-61.304939
1017.908999	-61.552107
1018.254735	-61.922149
1018.600707	-62.423094
1018.946913	-63.061269
1019.293354	-63.835540
1019.640032	-64.729818
1019.986945	-65.700714
1020.334094	-66.656288
1020.681480	-67.430723
1021.029102	-67.794802
1021.376961	-67.569052
1021.725058	-66.775960
1022.073391	-65.618915
1022.421962	-64.322055
1022.770772	-63.040658
1023.119819	-61.865001
1023.469104	-60.847077
1023.818628	-60.018475
