# 2022-03-21_14.46.35
# shape = sech2
# FWHM_ps = 0.1
# carrier_nm = 1542
# frep_MHz = 12126
# pow_mW = 8000
# GDD = 0.0
# propa_len = 0.15222222222222223
# untap_len = 0.01
# taper_len = 0.09222222222222223
# waist_len = 0.02
# uptap_len = 0.02
# untap_scale = 1.0
# waist_scale = 0.16666666666666669
# workingDir = NL_20110305_12 (Spirou)
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 13000
# 
# wavelength [nm]	 power spectral density [dB]
1000.248639	-23.599549
1000.582480	-23.534546
1000.916545	-23.590880
1001.250832	-23.417849
1001.585343	-23.515545
1001.920077	-23.447227
1002.255035	-23.255866
1002.590218	-23.529286
1002.925624	-23.193082
1003.261255	-23.394037
1003.597111	-23.208053
1003.933192	-23.338414
1004.269497	-23.056659
1004.606029	-23.380321
1004.942785	-23.020533
1005.279768	-23.253863
1005.616977	-23.103559
1005.954412	-23.101138
1006.292074	-23.074093
1006.629962	-23.106309
1006.968077	-23.027506
1007.306420	-23.019706
1007.644990	-23.083106
1007.983787	-22.925205
1008.322813	-23.019532
1008.662067	-22.942685
1009.001549	-22.941269
1009.341259	-22.895614
1009.681199	-22.944449
1010.021367	-22.834584
1010.361765	-22.882180
1010.702392	-22.802309
1011.043250	-22.856940
1011.384337	-22.680295
1011.725654	-22.951223
1012.067202	-22.520723
1012.408980	-22.945158
1012.750989	-22.549174
1013.093230	-22.765222
1013.435702	-22.615569
1013.778405	-22.642551
1014.121341	-22.636182
1014.464508	-22.566532
1014.807908	-22.683123
1015.151540	-22.424407
1015.495405	-22.737255
1015.839503	-22.371845
1016.183835	-22.627805
1016.528400	-22.416871
1016.873198	-22.552720
1017.218231	-22.375311
1017.563498	-22.548446
1017.908999	-22.341893
1018.254735	-22.455889
1018.600707	-22.383083
1018.946913	-22.307025
1019.293354	-22.413086
1019.640032	-22.267959
1019.986945	-22.306811
1020.334094	-22.263438
1020.681480	-22.241278
1021.029102	-22.193969
1021.376961	-22.227986
1021.725058	-22.126816
1022.073391	-22.127739
1022.421962	-22.115099
1022.770772	-22.068552
1023.119819	-22.010890
1023.469104	-22.116429
1023.818628	-21.860694
1024.168391	-22.100934
1024.518393	-21.844111
1024.868634	-21.960153
1025.219115	-21.896408
1025.569836	-21.857893
1025.920796	-21.862077
1026.271997	-21.827588
1026.623438	-21.837059
1026.975121	-21.739726
1027.327044	-21.884668
1027.679208	-21.619481
1028.031614	-21.880016
1028.384262	-21.622739
1028.737152	-21.773423
1029.090284	-21.643122
1029.443659	-21.766353
1029.797276	-21.559468
1030.151137	-21.761143
1030.505240	-21.556945
1030.859587	-21.658643
1031.214178	-21.662381
1031.569013	-21.486841
1031.924093	-21.723277
1032.279417	-21.481435
1032.634985	-21.649907
1032.990799	-21.518880
1033.346858	-21.608003
1033.703162	-21.471629
1034.059712	-21.657937
1034.416509	-21.437115
1034.773551	-21.619899
1035.130841	-21.477024
1035.488377	-21.557015
1035.846160	-21.519105
1036.204190	-21.541027
1036.562468	-21.490407
1036.920994	-21.539419
1037.279768	-21.525157
1037.638790	-21.452005
1037.998061	-21.622701
1038.357581	-21.354941
1038.717350	-21.656318
1039.077368	-21.376820
1039.437636	-21.558895
1039.798154	-21.449406
1040.158922	-21.483831
1040.519940	-21.444409
1040.881209	-21.493993
1041.242729	-21.376469
1041.604501	-21.474265
1041.966524	-21.387579
1042.328798	-21.385843
1042.691325	-21.408393
1043.054103	-21.319791
1043.417135	-21.372638
1043.780419	-21.330214
1044.143956	-21.278740
1044.507746	-21.324571
1044.871791	-21.254582
1045.236088	-21.243306
1045.600641	-21.272895
1045.965447	-21.164813
1046.330508	-21.247413
1046.695824	-21.145710
1047.061395	-21.183017
1047.427222	-21.122610
1047.793304	-21.153082
1048.159642	-21.058048
1048.526237	-21.166679
1048.893088	-20.992921
1049.260196	-21.133963
1049.627561	-20.992047
1049.995183	-21.026490
1050.363063	-21.046381
1050.731201	-20.938345
1051.099597	-21.043550
