; Pulse saved with RP Fiber Power
; Domain: time.
;
; t1 = -2.994140625e-12
; t2 = 3e-12
; dt = 5.859375e-15
; lambda_ref = 1.542e-6
;
; Data: t (s), Re(A) (sqrt(W)), Im(A) (sqrt(W)):
-2.009765625e-12, 4.456465243, -5.418402927
-2.00390625e-12, 5.165535851, -4.932079521
-1.998046875e-12, 5.820274863, -4.355332541
-1.9921875e-12, 6.409330158, -3.694442096
-1.986328125e-12, 6.922105731, -2.95709564
-1.98046875e-12, 7.34893642, -2.15229464
-1.974609375e-12, 7.681250308, -1.290240046
-1.96875e-12, 7.911715883, -0.3821976743
-1.962890625e-12, 8.034371336, 0.5596549713
-1.95703125e-12, 8.044733795, 1.522398302
-1.951171875e-12, 7.939886776, 2.492553967
-1.9453125e-12, 7.718544657, 3.456278738
-1.939453125e-12, 7.381093392, 4.39956554
-1.93359375e-12, 6.929607046, 5.30844819
-1.927734375e-12, 6.367839962, 6.169206544
-1.921875e-12, 5.701194519, 6.968569068
-1.916015625e-12, 4.936664639, 7.693910046
-1.91015625e-12, 4.082755429, 8.333438858
-1.904296875e-12, 3.149379664, 8.876378823
-1.8984375e-12, 2.147732326, 9.313133072
-1.892578125e-12, 1.090144905, 9.635434949
-1.88671875e-12, -0.01007827486, 9.836480468
-1.880859375e-12, -1.138838959, 9.911040565
-1.875e-12, -2.281436088, 9.855551239
-1.869140625e-12, -3.422765967, 9.668180068
-1.86328125e-12, -4.547528408, 9.348868104
-1.857421875e-12, -5.64043594, 8.899346585
-1.8515625e-12, -6.686423401, 8.323128328
-1.845703125e-12, -7.670855371, 7.625474048
-1.83984375e-12, -8.579728923, 6.813334138
-1.833984375e-12, -9.399869059, 5.895266812
-1.828125e-12, -10.11911399, 4.881333777
-1.822265625e-12, -10.7264873, 3.782974953
-1.81640625e-12, -11.21235414, 2.612864041
-1.810546875e-12, -11.56855865, 1.384747038
-1.8046875e-12, -11.7885405, 0.113266014
-1.798828125e-12, -11.86742903, -1.18622932
-1.79296875e-12, -11.80211393, -2.497879633
-1.787109375e-12, -11.59129212, -3.80552086
-1.78125e-12, -11.23549083, -5.092893184
-1.775390625e-12, -10.73706702, -6.343851296
-1.76953125e-12, -10.10018331, -7.542573072
-1.763671875e-12, -9.330760845, -8.673763754
-1.7578125e-12, -8.436409302, -9.722852754
-1.751953125e-12, -7.426334924, -10.67618023
-1.74609375e-12, -6.311227485, -11.52117086
-1.740234375e-12, -5.103127803, -12.24649242
-1.734375e-12, -3.815277762, -12.8421973
-1.728515625e-12, -2.461955252, -13.2998455
-1.72265625e-12, -1.058296643, -13.61260792
-1.716796875e-12, 0.3798904224, -13.77534913
-1.7109375e-12, 1.836321198, -13.78468901
-1.705078125e-12, 3.294432289, -13.63904253
-1.69921875e-12, 4.737581868, -13.33863719
-1.693359375e-12, 6.149249219, -12.88550756
-1.6875e-12, 7.513231259, -12.283467
-1.681640625e-12, 8.813833728, -11.5380568
-1.67578125e-12, 10.03605478, -10.65647365
-1.669921875e-12, 11.16575876, -9.647477196
-1.6640625e-12, 12.18983804, -8.521279302
-1.658203125e-12, 13.09636105, -7.28941747
-1.65234375e-12, 13.87470463, -5.964614428
-1.646484375e-12, 14.51566945, -4.560625997
-1.640625e-12, 15.011577, -3.092079088
-1.634765625e-12, 15.35634747, -1.574301558
-1.62890625e-12, 15.54555757, -0.02314568843
-1.623046875e-12, 15.57647807, 1.545192818
-1.6171875e-12, 15.44809087, 3.114358217
-1.611328125e-12, 15.16108594, 4.668018115
-1.60546875e-12, 14.71783879, 6.190044415
-1.599609375e-12, 14.12236929, 7.66468934
-1.59375e-12, 13.38028295, 9.076754222
-1.587890625e-12, 12.49869582, 10.41174906
-1.58203125e-12, 11.486144, 11.65604111
-1.576171875e-12, 10.35247902, 12.79699129
-1.5703125e-12, 9.108749966, 13.82307706
-1.564453125e-12, 7.767073946, 14.72400126
-1.55859375e-12, 6.340496219, 15.49078582
-1.552734375e-12, 4.842842116, 16.11584984
-1.546875e-12, 3.288562851, 16.59307148
-1.541015625e-12, 1.692577592, 16.91783308
-1.53515625e-12, 0.0701140135, 17.08704947
-1.529296875e-12, -1.563450643, 17.09917927
-1.5234375e-12, -3.192746344, 16.95421957
-1.517578125e-12, -4.802563477, 16.65368431
-1.51171875e-12, -6.378001327, 16.20056709
-1.505859375e-12, -7.904610676, 15.59928928
-1.5e-12, -9.368529306, 14.85563429
-1.494140625e-12, -10.75660912, 13.97666919
-1.48828125e-12, -12.05653347, 12.97065504
-1.482421875e-12, -13.25692346, 11.84694724
-1.4765625e-12, -14.34743205, 10.61588738
-1.470703125e-12, -15.31882513, 9.288688079
-1.46484375e-12, -16.16304928, 7.877312147
-1.458984375e-12, -16.87328577, 6.394347275
-1.453125e-12, -17.44399117, 4.852877493
-1.447265625e-12, -17.87092465, 3.266352536
-1.44140625e-12, -18.15116224, 1.648456447
-1.435546875e-12, -18.28309838, 0.01297684351
-1.4296875e-12, -18.26643504, -1.626323569
-1.423828125e-12, -18.10215876, -3.255831665
-1.41796875e-12, -17.79250603, -4.862203319
-1.412109375e-12, -17.34091764, -6.432476442
-1.40625e-12, -16.75198277, -7.954176827
-1.400390625e-12, -16.03137362, -9.415416333
-1.39453125e-12, -15.18577187, -10.80498306
-1.388671875e-12, -14.22278772, -12.11242325
-1.3828125e-12, -13.15087296, -13.32811447
-1.376953125e-12, -11.97922906, -14.44332966
-1.37109375e-12, -10.71771143, -15.45029132
-1.365234375e-12, -9.376731058, -16.34221552
-1.359375e-12, -7.967154475, -17.11334518
-1.353515625e-12, -6.500203011, -17.7589728
-1.34765625e-12, -4.987352212, -18.27545282
-1.341796875e-12, -3.440232088, -18.66020404
-1.3359375e-12, -1.870528854, -18.91170288
-1.330078125e-12, -0.2898888828, -19.02946797
-1.32421875e-12, 1.290174364, -19.01403687
-1.318359375e-12, 2.858369508, -18.86693521
-1.3125e-12, 4.40371158, -18.5906389
-1.306640625e-12, 5.915600577, -18.1885298
-1.30078125e-12, 7.383893535, -17.66484519
-1.294921875e-12, 8.798969723, -17.02462183
-1.2890625e-12, 10.15178882, -16.27363492
-1.283203125e-12, 11.43394226, -15.41833292
-1.27734375e-12, 12.63769791, -14.46576892
-1.271484375e-12, 13.75603832, -13.42352932
-1.265625e-12, 14.78269246, -12.29966094
-1.259765625e-12, 15.71216081, -11.10259716
-1.25390625e-12, 16.53973355, -9.841084129
-1.248046875e-12, 17.26150162, -8.524107628
-1.2421875e-12, 17.87436072, -7.160821259
-1.236328125e-12, 18.37600841, -5.760476271
-1.23046875e-12, 18.7649348, -4.332353403
