# 2022-03-04_11.03.37
# shape = sech2
# FWHM_ps = 1.0
# carrier_nm = 1542
# frep_MHz = 100
# pow_mW = 100
# GDD = 0.0
# propa_len = 0.005
# untap_len = 0.0
# taper_len = 0.0
# waist_len = 0.0
# uptap_len = 0.0
# untap_scale = 1.2
# waist_scale = 0.0
# workingDir = SiN_Waveguide
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 13000
# 
# wavelength [nm]	 power spectral density [dB]
750.010021	-167.645976
750.197703	-165.189487
750.385479	-168.097378
750.573348	-165.070983
750.761312	-167.969049
750.949370	-165.293315
751.137523	-167.387186
751.325769	-165.736167
751.514110	-166.833208
751.702545	-166.099728
751.891075	-166.633249
752.079700	-166.124319
752.268419	-166.750767
752.457233	-165.958525
752.646142	-166.808201
752.835145	-165.980692
753.024244	-166.536380
753.213437	-166.253348
753.402726	-166.259108
753.592110	-166.431748
753.781589	-166.198756
753.971163	-166.499714
754.160833	-166.068428
754.350598	-166.566587
754.540459	-166.036341
754.730415	-166.401564
754.920467	-166.230994
755.110615	-166.255371
755.300858	-166.280958
755.491198	-166.394522
755.681633	-166.033308
755.872164	-166.700206
756.062792	-165.745623
756.253515	-166.835746
756.444335	-165.684623
756.635252	-166.599324
756.826264	-165.929954
757.017373	-166.110595
757.208579	-166.405972
757.399881	-165.619640
757.591280	-166.938663
757.782776	-165.285535
757.974368	-167.321395
758.166058	-165.153610
758.357844	-167.426050
758.549728	-165.199251
758.741708	-167.274529
758.933786	-165.367710
759.125961	-166.988735
759.318233	-165.593803
759.510603	-166.685712
759.703071	-165.819797
759.895635	-166.433326
760.088298	-166.003786
760.281058	-166.253104
760.473916	-166.128069
760.666872	-166.141207
760.859926	-166.193188
761.053078	-166.081857
761.246328	-166.213402
761.439676	-166.057363
761.633122	-166.204351
761.826667	-166.052463
762.020310	-166.181266
762.214052	-166.055575
762.407892	-166.153094
762.601831	-166.060293
762.795868	-166.126042
762.990004	-166.062283
763.184239	-166.101946
763.378573	-166.061256
763.573006	-166.081477
763.767538	-166.056295
763.962169	-166.064249
764.156900	-166.049085
764.351729	-166.049009
764.546658	-166.039556
764.741687	-166.035776
764.936815	-166.029001
765.132042	-166.022895
765.327370	-166.017747
765.522797	-166.011082
765.718324	-166.005821
765.913950	-165.999052
766.109677	-165.994233
766.305504	-165.987322
766.501431	-165.981938
766.697458	-165.975679
766.893586	-165.970238
767.089814	-165.963601
767.286142	-165.958130
767.482571	-165.952129
767.679100	-165.946087
767.875730	-165.939923
768.072461	-165.934391
768.269293	-165.928191
768.466225	-165.922027
768.663259	-165.916309
768.860393	-165.910420
769.057629	-165.904044
769.254966	-165.898249
769.452404	-165.892492
769.649944	-165.886134
769.847585	-165.880112
770.045328	-165.874495
770.243172	-165.868203
770.441118	-165.861980
770.639166	-165.856392
770.837315	-165.850253
771.035567	-165.843848
771.233920	-165.838216
771.432376	-165.832243
771.630934	-165.825716
771.829594	-165.819982
772.028356	-165.814174
772.227220	-165.807581
772.426188	-165.801710
772.625257	-165.796036
772.824430	-165.789417
773.023705	-165.783406
773.223083	-165.777838
773.422563	-165.771232
773.622147	-165.765070
773.821834	-165.759591
774.021624	-165.752995
774.221517	-165.746717
774.421513	-165.741293
774.621613	-165.734714
774.821816	-165.728328
775.022122	-165.722965
775.222532	-165.716374
775.423046	-165.709910
775.623664	-165.704594
775.824385	-165.697974
776.025211	-165.691463
776.226140	-165.686203
776.427173	-165.679512
776.628311	-165.672995
776.829553	-165.667784
777.030899	-165.660975
777.232350	-165.654501
777.433905	-165.649331
777.635564	-165.642361
777.837328	-165.636002
778.039197	-165.630842
778.241171	-165.623670
778.443250	-165.617509
778.645433	-165.612291
778.847722	-165.604906
779.050116	-165.599033
779.252615	-165.593657
779.455219	-165.586080
779.657929	-165.580598
779.860744	-165.574899
780.063665	-165.567246
780.266691	-165.562181
780.469823	-165.555986
780.673061	-165.548451
780.876405	-165.543755
781.079855	-165.536888
781.283410	-165.529758
781.487072	-165.525238
781.690840	-165.517641
781.894715	-165.511245
782.098695	-165.506516
782.302783	-165.498328
782.506976	-165.492917
782.711277	-165.487457
782.915684	-165.479129
783.120198	-165.474672
783.324818	-165.468000
783.529546	-165.460238
783.734381	-165.456278
783.939322	-165.448241
784.144372	-165.441812
784.349528	-165.437423
784.554792	-165.428485
784.760163	-165.423766
784.965642	-165.417859
785.171228	-165.409184
785.376922	-165.405687
785.582724	-165.397662
785.788634	-165.390704
785.994651	-165.386941
786.200777	-165.377394
786.407011	-165.372935
786.613353	-165.367054
786.819804	-165.357913
787.026363	-165.355089
787.233030	-165.346243
787.439806	-165.339774
787.646691	-165.336032
787.853684	-165.325657
788.060786	-165.322484
788.267997	-165.315250
788.475317	-165.306675
788.682746	-165.304407
788.890285	-165.293775
789.097932	-165.289505
789.305689	-165.284060
789.513555	-165.273775
789.721531	-165.272313
789.929617	-165.261970
790.137812	-165.256452
790.346117	-165.252535
790.554531	-165.240989
790.763056	-165.239989
790.971691	-165.229969
791.180436	-165.223479
791.389291	-165.220680
791.598256	-165.208170
791.807332	-165.207645
792.016518	-165.197592
792.225815	-165.190684
792.435222	-165.188519
792.644740	-165.175187
792.854369	-165.175451
793.064109	-165.164683
793.273960	-165.158164
793.483922	-165.156001
793.693995	-165.142051
793.904180	-165.143463
794.114475	-165.131098
794.324882	-165.126126
794.535401	-165.122892
794.746031	-165.108967
794.956774	-165.111551
795.167627	-165.096846
795.378593	-165.094756
795.589671	-165.088814
795.800861	-165.076422
796.012162	-165.079252
796.223577	-165.062199
796.435103	-165.064067
796.646742	-165.053411
796.858493	-165.045104
797.070357	-165.045636
797.282334	-165.028091
797.494423	-165.033389
797.706626	-165.016852
797.918941	-165.015459
798.131369	-165.009682
798.343911	-164.996016
798.556566	-165.001027
798.769334	-164.980635
798.982215	-164.986619
799.195210	-164.971289
799.408319	-164.967168
799.621541	-164.964782
799.834877	-164.947622
800.048327	-164.955557
800.261890	-164.932975
800.475568	-164.940195
800.689360	-164.924360
800.903266	-164.919994
801.117287	-164.918359
801.331422	-164.899828
801.545671	-164.909665
801.760036	-164.884461
801.974514	-164.894864
802.189108	-164.875313
802.403816	-164.874681
802.618640	-164.869707
802.833578	-164.853298
803.048632	-164.862740
803.263800	-164.835551
803.479085	-164.850400
803.694484	-164.823992
803.909999	-164.831866
804.125630	-164.817606
804.341376	-164.809798
804.557239	-164.812586
804.773217	-164.788654
804.989311	-164.804479
805.205521	-164.772262
