# 2022-02-01_15.55.35
# shape = sech2
# FWHM_ps = 0.1
# carrier_nm = 1542
# frep_MHz = 12126
# pow_mW = 10000
# GDD = 0.0
# propa_len = 0.005
# untap_len = 0.0
# taper_len = 0.0
# waist_len = 0.0
# uptap_len = 0.0
# untap_scale = 1.0
# waist_scale = 1.0
# workingDir = SiN_Waveguide
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 13000
# 
# wavelength [nm]	 power spectral density [dB]
1000.248639	-72.644251
1000.582480	-72.573640
1000.916545	-72.505924
1001.250832	-72.438206
1001.585343	-72.370486
1001.920077	-72.302763
1002.255035	-72.235038
1002.590218	-72.167310
1002.925624	-72.099580
1003.261255	-72.031847
1003.597111	-71.964112
1003.933192	-71.896374
1004.269497	-71.828633
1004.606029	-71.760890
1004.942785	-71.693145
1005.279768	-71.625397
1005.616977	-71.557647
1005.954412	-71.489894
1006.292074	-71.422138
1006.629962	-71.354380
1006.968077	-71.286619
1007.306420	-71.218856
1007.644990	-71.151090
1007.983787	-71.083322
1008.322813	-71.015551
1008.662067	-70.947777
1009.001549	-70.880001
1009.341259	-70.812222
1009.681199	-70.744441
1010.021367	-70.676657
1010.361765	-70.608870
1010.702392	-70.541081
1011.043250	-70.473289
1011.384337	-70.405495
1011.725654	-70.337698
1012.067202	-70.269898
1012.408980	-70.202096
1012.750989	-70.134291
1013.093230	-70.066484
1013.435702	-69.998674
1013.778405	-69.930861
1014.121341	-69.863046
1014.464508	-69.795228
1014.807908	-69.727407
1015.151540	-69.659584
1015.495405	-69.591758
1015.839503	-69.523930
1016.183835	-69.456099
1016.528400	-69.388266
1016.873198	-69.320430
1017.218231	-69.252591
1017.563498	-69.184750
1017.908999	-69.116906
1018.254735	-69.049059
1018.600707	-68.981211
1018.946913	-68.913359
1019.293354	-68.845505
1019.640032	-68.777648
1019.986945	-68.709789
1020.334094	-68.641928
1020.681480	-68.574064
1021.029102	-68.506197
1021.376961	-68.438328
1021.725058	-68.370456
1022.073391	-68.302582
1022.421962	-68.234706
1022.770772	-68.166827
1023.119819	-68.098945
1023.469104	-68.031061
1023.818628	-67.963175
1024.168391	-67.895287
1024.518393	-67.827396
1024.868634	-67.759503
1025.219115	-67.691607
1025.569836	-67.623709
1025.920796	-67.555809
1026.271997	-67.487907
1026.623438	-67.420002
1026.975121	-67.352095
1027.327044	-67.284186
1027.679208	-67.216275
1028.031614	-67.148361
1028.384262	-67.080446
1028.737152	-67.012528
1029.090284	-66.944609
1029.443659	-66.876687
1029.797276	-66.808763
1030.151137	-66.740837
