# 2022-02-02_11.02.26
# shape = sech2
# FWHM_ps = 0.12
# carrier_nm = 1542
# frep_MHz = 12126
# pow_mW = 5000
# GDD = 0.0
# propa_len = 0.015
# untap_len = 0.0
# taper_len = 0.0
# waist_len = 0.0
# uptap_len = 0.0
# untap_scale = 1.1
# waist_scale = 0.0
# workingDir = SiN_Waveguide
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 13000
# 
# wavelength [nm]	 power spectral density [dB]
750.010021	-101.416584
750.197703	-101.370775
750.385479	-101.327114
750.573348	-101.283427
750.761312	-101.239715
750.949370	-101.195979
751.137523	-101.152217
751.325769	-101.108431
751.514110	-101.064620
751.702545	-101.020784
751.891075	-100.976924
752.079700	-100.933040
752.268419	-100.889131
752.457233	-100.845198
752.646142	-100.801240
752.835145	-100.757259
753.024244	-100.713254
753.213437	-100.669225
753.402726	-100.625173
753.592110	-100.581097
753.781589	-100.536997
753.971163	-100.492874
754.160833	-100.448728
754.350598	-100.404559
754.540459	-100.360366
754.730415	-100.316151
754.920467	-100.271913
755.110615	-100.227653
755.300858	-100.183370
755.491198	-100.139064
755.681633	-100.094737
755.872164	-100.050387
756.062792	-100.006016
756.253515	-99.961623
756.444335	-99.917208
756.635252	-99.872772
756.826264	-99.828314
757.017373	-99.783835
757.208579	-99.739336
757.399881	-99.694816
757.591280	-99.650275
757.782776	-99.605713
757.974368	-99.561132
758.166058	-99.516530
758.357844	-99.471909
758.549728	-99.427268
758.741708	-99.382607
758.933786	-99.337928
759.125961	-99.293229
759.318233	-99.248511
759.510603	-99.203774
759.703071	-99.159020
759.895635	-99.114246
760.088298	-99.069455
760.281058	-99.024646
760.473916	-98.979819
760.666872	-98.934975
760.859926	-98.890114
761.053078	-98.845235
761.246328	-98.800340
761.439676	-98.755428
761.633122	-98.710500
761.826667	-98.665555
762.020310	-98.620595
762.214052	-98.575619
762.407892	-98.530627
762.601831	-98.485620
762.795868	-98.440598
762.990004	-98.395561
763.184239	-98.350509
763.378573	-98.305443
763.573006	-98.260363
763.767538	-98.215268
763.962169	-98.170160
764.156900	-98.125038
764.351729	-98.079903
764.546658	-98.034755
764.741687	-97.989594
764.936815	-97.944420
765.132042	-97.899233
765.327370	-97.854034
765.522797	-97.808823
765.718324	-97.763600
765.913950	-97.718366
766.109677	-97.673120
766.305504	-97.627863
766.501431	-97.582595
766.697458	-97.537316
766.893586	-97.492026
767.089814	-97.446726
767.286142	-97.401416
767.482571	-97.356096
767.679100	-97.310766
767.875730	-97.265426
768.072461	-97.220078
768.269293	-97.174720
768.466225	-97.129353
768.663259	-97.083977
