; Pulse saved with RP Fiber Power
; Domain: time.
;
; t1 = -2.994140625e-12
; t2 = 3e-12
; dt = 5.859375e-15
; lambda_ref = 1.542e-6
;
; Data: t (s), Re(A) (sqrt(W)), Im(A) (sqrt(W)):
-2.0390625e-12, -0.8755238637, 0.8019868984
-2.033203125e-12, -0.9568512082, 0.7172261851
-2.02734375e-12, -1.029771798, 0.6244145303
-2.021484375e-12, -1.093519947, 0.5244177511
-2.015625e-12, -1.147420708, 0.418173321
-2.009765625e-12, -1.190896428, 0.3066800069
-2.00390625e-12, -1.223471912, 0.19098712
-1.998046875e-12, -1.24477815, 0.07218369549
-1.9921875e-12, -1.254554718, -0.0486122002
-1.986328125e-12, -1.252650997, -0.1702639945
-1.98046875e-12, -1.239026409, -0.2916270643
-1.974609375e-12, -1.213749827, -0.4115592889
-1.96875e-12, -1.176998249, -0.5289318347
-1.962890625e-12, -1.129054752, -0.6426401845
-1.95703125e-12, -1.070305647, -0.7516152477
-1.951171875e-12, -1.001236748, -0.8548342288
-1.9453125e-12, -0.92242866, -0.9513308451
-1.939453125e-12, -0.8345510382, -1.040204507
-1.93359375e-12, -0.7383558682, -1.120628207
-1.927734375e-12, -0.6346698917, -1.191855055
-1.921875e-12, -0.5243863621, -1.253223581
-1.916015625e-12, -0.4084563283, -1.304162066
-1.91015625e-12, -0.2878796057, -1.344192167
-1.904296875e-12, -0.163695521, -1.372932041
-1.8984375e-12, -0.03697344463, -1.390099015
-1.892578125e-12, 0.09119691872, -1.395511726
-1.88671875e-12, 0.2197154902, -1.389091514
-1.880859375e-12, 0.3474819656, -1.370862853
-1.875e-12, 0.4734059871, -1.340952639
-1.869140625e-12, 0.5964170882, -1.299588257
-1.86328125e-12, 0.7154741353, -1.247094477
-1.857421875e-12, 0.8295740417, -1.183889316
-1.8515625e-12, 0.9377596533, -1.110479073
-1.845703125e-12, 1.039126849, -1.027452739
-1.83984375e-12, 1.132831023, -0.93547592
-1.833984375e-12, 1.218093163, -0.8352843715
-1.828125e-12, 1.294205689, -0.7276771647
-1.822265625e-12, 1.360538109, -0.6135094687
-1.81640625e-12, 1.416542372, -0.4936849632
-1.810546875e-12, 1.461757657, -0.3691479304
-1.8046875e-12, 1.495814273, -0.2408751333
-1.798828125e-12, 1.518436354, -0.1098676233
-1.79296875e-12, 1.529443154, 0.02285739
-1.787109375e-12, 1.528748942, 0.1562745201
-1.78125e-12, 1.516361683, 0.2893580196
-1.775390625e-12, 1.492380809, 0.4210894777
-1.76953125e-12, 1.456994452, 0.5504654751
-1.763671875e-12, 1.410476391, 0.6765052481
-1.7578125e-12, 1.353182852, 0.798258352
-1.751953125e-12, 1.285549104, 0.9148122254
-1.74609375e-12, 1.208085682, 1.02529948
-1.740234375e-12, 1.121374031, 1.128904693
-1.734375e-12, 1.026061434, 1.224870487
-1.728515625e-12, 0.9228552059, 1.312502731
-1.72265625e-12, 0.8125162803, 1.391174798
-1.716796875e-12, 0.6958524031, 1.460330899
-1.7109375e-12, 0.5737111479, 1.519488635
-1.705078125e-12, 0.4469729076, 1.568240947
-1.69921875e-12, 0.3165439121, 1.606257655
-1.693359375e-12, 0.1833492342, 1.633286741
-1.6875e-12, 0.04832571813, 1.64915543
-1.681640625e-12, -0.08758519603, 1.653771021
-1.67578125e-12, -0.2234446864, 1.647121307
-1.669921875e-12, -0.3583236382, 1.629274405
-1.6640625e-12, -0.4913093832, 1.600377781
-1.658203125e-12, -0.6215118794, 1.560656374
-1.65234375e-12, -0.7480692064, 1.510409795
-1.646484375e-12, -0.8701523923, 1.450008688
-1.640625e-12, -0.9869697271, 1.379890428
-1.634765625e-12, -1.097770811, 1.300554354
-1.62890625e-12, -1.201850587, 1.21255672
-1.623046875e-12, -1.2985535, 1.116505507
-1.6171875e-12, -1.387277781, 1.01305518
-1.611328125e-12, -1.467479641, 0.9029014257
-1.60546875e-12, -1.538677064, 0.7867758519
-1.599609375e-12, -1.600452854, 0.6654406492
-1.59375e-12, -1.652456685, 0.539683194
-1.587890625e-12, -1.694406085, 0.4103106058
-1.58203125e-12, -1.726086477, 0.2781442805
-1.576171875e-12, -1.747350532, 0.1440144219
-1.5703125e-12, -1.758117164, 8.754583348e-3
-1.564453125e-12, -1.758370412, -0.1268037871
-1.55859375e-12, -1.748158338, -0.2618368128
-1.552734375e-12, -1.727591926, -0.3955336616
-1.546875e-12, -1.696843848, -0.5271019767
-1.541015625e-12, -1.656146927, -0.6557731475
-1.53515625e-12, -1.605792162, -0.780807244
-1.529296875e-12, -1.546126253, -0.9014974148
-1.5234375e-12, -1.477548656, -1.017173584
-1.517578125e-12, -1.400508228, -1.127205376
-1.51171875e-12, -1.315499549, -1.231004348
-1.505859375e-12, -1.22305897, -1.328025696
-1.5e-12, -1.123760387, -1.417769725
-1.494140625e-12, -1.018210747, -1.499783322
-1.48828125e-12, -0.9070452716, -1.573661582
-1.482421875e-12, -0.7909224647, -1.639049621
-1.4765625e-12, -0.6705190426, -1.695644426
-1.470703125e-12, -0.5465249689, -1.743196512
-1.46484375e-12, -0.4196388061, -1.781511128
-1.458984375e-12, -0.2905635329, -1.8104488
-1.453125e-12, -0.1600028656, -1.829925112
-1.447265625e-12, -0.02865797999, -1.839909776
-1.44140625e-12, 0.1027755828, -1.840425126
-1.435546875e-12, 0.2336110867, -1.831544252
-1.4296875e-12, 0.363174052, -1.813388986
-1.423828125e-12, 0.4908060607, -1.786127856
-1.41796875e-12, 0.6158688177, -1.749974084
-1.412109375e-12, 0.7377482291, -1.705183587
-1.40625e-12, 0.8558581889, -1.652052928
-1.400390625e-12, 0.9696437965, -1.590917148
-1.39453125e-12, 1.078583834, -1.522147474
-1.388671875e-12, 1.182192482, -1.44614889
-1.3828125e-12, 1.280020397, -1.363357603
-1.376953125e-12, 1.371655339, -1.274238384
-1.37109375e-12, 1.456722586, -1.179281726
-1.365234375e-12, 1.534885289, -1.079000738
-1.359375e-12, 1.605844875, -0.9739276726
-1.353515625e-12, 1.669341525, -0.8646100905
-1.34765625e-12, 1.725154675, -0.7516067556
-1.341796875e-12, 1.773103487, -0.6354834657
-1.3359375e-12, 1.813047242, -0.5168091008
-1.330078125e-12, 1.844885575, -0.3961521489
-1.32421875e-12, 1.868558524, -0.2740778667
-1.318359375e-12, 1.884046331, -0.1511460724
-1.3125e-12, 1.891368915, -0.02790940365
-1.306640625e-12, 1.890584955, 0.09508823703
-1.30078125e-12, 1.881790532, 0.2173133448
-1.294921875e-12, 1.865117301, 0.3382448037
-1.2890625e-12, 1.840730307, 0.4573762785
-1.283203125e-12, 1.808825589, 0.5742189166
-1.27734375e-12, 1.769627791, 0.6883041351
-1.271484375e-12, 1.723388019, 0.7991862161
-1.265625e-12, 1.670382065, 0.9064444589
-1.259765625e-12, 1.610909021, 1.009684745
-1.25390625e-12, 1.545290142, 1.108540497
-1.248046875e-12, 1.47386774, 1.202673126
-1.2421875e-12, 1.397003817, 1.291772132
-1.236328125e-12, 1.315078243, 1.375555006
-1.23046875e-12, 1.228486394, 1.453767044
-1.224609375e-12, 1.137636302, 1.526181151
-1.21875e-12, 1.042945503, 1.592597639
-1.212890625e-12, 0.9448378352, 1.652844067
-1.20703125e-12, 0.843740422, 1.706775169
-1.201171875e-12, 0.7400810341, 1.754272917
-1.1953125e-12, 0.6342859083, 1.795246756
-1.189453125e-12, 0.5267780223, 1.829633968
-1.18359375e-12, 0.4179757487, 1.857400022
-1.177734375e-12, 0.3082917714, 1.878538695
-1.171875e-12, 0.1981321414, 1.893071755
-1.166015625e-12, 0.08789535689, 1.901048031
-1.16015625e-12, -0.02202862223, 1.902541862
-1.154296875e-12, -0.1312594945, 1.897651078
-1.1484375e-12, -0.2394279096, 1.886494799
-1.142578125e-12, -0.346176936, 1.869211372
-1.13671875e-12, -0.4511636594, 1.845956735
-1.130859375e-12, -0.5540608106, 1.81690333
-1.125e-12, -0.6545582695, 1.782239535
-1.119140625e-12, -0.7523642634, 1.742169389
-1.11328125e-12, -0.8472060929, 1.696912336
-1.107421875e-12, -0.9388302941, 1.646702685
-1.1015625e-12, -1.027002261, 1.591788611
-1.095703125e-12, -1.111505489, 1.532430629
-1.08984375e-12, -1.192140694, 1.468899625
-1.083984375e-12, -1.268725109, 1.401474633
-1.078125e-12, -1.341092174, 1.330440555
-1.072265625e-12, -1.409091744, 1.256086007
-1.06640625e-12, -1.472590757, 1.178701404
-1.060546875e-12, -1.531474163, 1.098577343
-1.0546875e-12, -1.585645875, 1.016003303
-1.048828125e-12, -1.635029463, 0.9312666751
-1.04296875e-12, -1.6795684, 0.844652119
-1.037109375e-12, -1.719225785, 0.7564412226
-1.03125e-12, -1.753983568, 0.6669123834
-1.025390625e-12, -1.783841377, 0.5763407596
-1.01953125e-12, -1.808815126, 0.4849980931
-1.013671875e-12, -1.828935556, 0.3931522051
-1.0078125e-12, -1.844246883, 0.30106605
-1.001953125e-12, -1.85480566, 0.2089963419
-996.09375e-15, -1.860679947, 0.117191932
-990.234375e-15, -1.861948808, 0.0258922209
-984.375e-15, -1.858702125, -0.0646740761
-978.515625e-15, -1.851040621, -0.1542895724
-972.65625e-15, -1.839075949, -0.2427481812
-966.796875e-15, -1.822930652, -0.3298545173
-960.9375e-15, -1.80273779, -0.4154229823
-955.078125e-15, -1.7786401, -0.4992768577
-949.21875e-15, -1.750788624, -0.5812476984
-943.359375e-15, -1.719340913, -0.6611752119
-937.5e-15, -1.684459015, -0.7389076638
-931.640625e-15, -1.646307566, -0.8143027068
-925.78125e-15, -1.60505227, -0.8872284415
-919.921875e-15, -1.560858998, -0.9575644849
-914.0625e-15, -1.513893545, -1.02520285
-908.203125e-15, -1.464321938, -1.090048494
-902.34375e-15, -1.412311046, -1.152019469
-896.484375e-15, -1.358029173, -1.211046653
-890.625e-15, -1.301646393, -1.267073089
-884.765625e-15, -1.243334452, -1.320053008
-878.90625e-15, -1.1832662, -1.369950631
-873.046875e-15, -1.121614639, -1.416738925
-867.1875e-15, -1.058551722, -1.460398499
-861.328125e-15, -0.9942470754, -1.500916846
-855.46875e-15, -0.9288668092, -1.538288063
-849.609375e-15, -0.8625725606, -1.572513082
-843.75e-15, -0.795520868, -1.60360027
-837.890625e-15, -0.7278629496, -1.631566162
-832.03125e-15, -0.6597448914, -1.656436004
-826.171875e-15, -0.591308182, -1.67824382
-820.3125e-15, -0.5226904448, -1.697031858
-814.453125e-15, -0.4540261558, -1.712849438
-808.59375e-15, -0.3854471041, -1.72575139
-802.734375e-15, -0.3170823914, -1.735796394
-796.875e-15, -0.2490578702, -1.743045548
-791.015625e-15, -0.181495068, -1.747561401
-785.15625e-15, -0.1145098018, -1.749407579
-779.296875e-15, -0.04821079329, -1.74864898
-773.4375e-15, 0.01730137781, -1.745352411
-767.578125e-15, 0.08193472302, -1.739587428
-761.71875e-15, 0.145605592, -1.731427181
-755.859375e-15, 0.2082377995, -1.720949033
-750e-15, 0.269761373, -1.708234811
-744.140625e-15, 0.3301112393, -1.693370587
-738.28125e-15, 0.3892261508, -1.67644601
-732.421875e-15, 0.4470480483, -1.657553232
-726.5625e-15, 0.503521925, -1.636785601
-720.703125e-15, 0.5585961275, -1.614236315
-714.84375e-15, 0.6122229536, -1.589997269
-708.984375e-15, 0.6643593796, -1.564158294
-703.125e-15, 0.7149677526, -1.53680693
-697.265625e-15, 0.7640163081, -1.508028725
-691.40625e-15, 0.811479392, -1.477907955
-685.546875e-15, 0.8573372969, -1.446528513
-679.6875e-15, 0.9015756711, -1.413974677
-673.828125e-15, 0.9441845412, -1.380331497
-667.96875e-15, 0.9851570913, -1.345684635
-662.109375e-15, 1.024488434, -1.310119648
-656.25e-15, 1.062174657, -1.273720868
-650.390625e-15, 1.098212394, -1.236570131
-644.53125e-15, 1.132599052, -1.19874563
-638.671875e-15, 1.165333648, -1.160321159
-632.8125e-15, 1.196418038, -1.121365879
-626.953125e-15, 1.225858184, -1.081944659
-621.09375e-15, 1.253665117, -1.042118877
-615.234375e-15, 1.279855287, -1.001947534
-609.375e-15, 1.304450238, -0.961488432
-603.515625e-15, 1.327475657, -0.9207991752
-597.65625e-15, 1.348960061, -0.8799378021
-591.796875e-15, 1.368933414, -0.838962896
-585.9375e-15, 1.387425977, -0.7979331583
-580.078125e-15, 1.40446757, -0.7569065338
-574.21875e-15, 1.420087325, -0.7159390857
-568.359375e-15, 1.434313878, -0.6750838818
-562.5e-15, 1.447175879, -0.6343901464
-556.640625e-15, 1.458702682, -0.593902868
-550.78125e-15, 1.468925044, -0.5536629345
-544.921875e-15, 1.477875699, -0.5137077428
-539.0625e-15, 1.485589671, -0.4740721132
-533.203125e-15, 1.492104196, -0.434789276
-527.34375e-15, 1.497458229, -0.395891689
-521.484375e-15, 1.501691535, -0.3574114898
-515.625e-15, 1.504843553, -0.3193804809
-509.765625e-15, 1.506952259, -0.2818296527
-503.90625e-15, 1.508053345, -0.2447883611
-498.046875e-15, 1.508179939, -0.2082833557
-492.1875e-15, 1.507362983, -0.172337896
-486.328125e-15, 1.505632169, -0.1369711806
-480.46875e-15, 1.503017191, -0.1021982511
-474.609375e-15, 1.499548966, -0.06803043773
-468.75e-15, 1.495260497, -0.03447628656
-462.890625e-15, 1.490187169, -1.542799139e-3
-457.03125e-15, 1.48436644, 0.0307632724
-451.171875e-15, 1.477837032, 0.06243435507
-445.3125e-15, 1.470637883, 0.09346144663
-439.453125e-15, 1.462807079, 0.1238340976
-433.59375e-15, 1.454381026, 0.153540966
-427.734375e-15, 1.445393969, 0.1825707821
-421.875e-15, 1.435877922, 0.2109134628
-416.015625e-15, 1.425862971, 0.2385610919
-410.15625e-15, 1.415377847, 0.2655085365
-404.296875e-15, 1.404450637, 0.2917535877
-398.4375e-15, 1.393109472, 0.317296642
-392.578125e-15, 1.381383039, 0.3421400486
-386.71875e-15, 1.369300767, 0.3662873055
-380.859375e-15, 1.356892632, 0.389742289
-375e-15, 1.344188563, 0.4125086728
-369.140625e-15, 1.331217585, 0.4345896374
-363.28125e-15, 1.318006884, 0.4559879177
-357.421875e-15, 1.304581052, 0.4767061794
-351.5625e-15, 1.290961736, 0.4967476462
-345.703125e-15, 1.277167807, 0.5161168398
-339.84375e-15, 1.263216053, 0.5348202356
-333.984375e-15, 1.249122212, 0.5528666328
-328.125e-15, 1.234902107, 0.5702670809
-322.265625e-15, 1.220572589, 0.587034315
-316.40625e-15, 1.206152078, 0.6031817936
-310.546875e-15, 1.191660602, 0.6187225598
-304.6875e-15, 1.177119361, 0.633668215
-298.828125e-15, 1.162549966, 0.6480282733
-292.96875e-15, 1.147973547, 0.6618100563
-287.109375e-15, 1.133409936, 0.6750191318
-281.25e-15, 1.118877109, 0.6876601505
-275.390625e-15, 1.104390969, 0.6997378337
