MeasResult
PNOISE:LPL
A.19.05,N9000B
503 EP4 P03 ,01
AllowZeroAtten,False
AM Rejection,True
Automatic Trigger Time,0.1
Automatic Trigger Time State,False
Average Mode,Repeat
Average Number,10
Average State,True
Cancellation,False
Carrier Frequency,168876681.721231
Electrical Atten,0
Electrical Atten State,False
External Array Trigger Delay,1E-06,0,0,0
External Array Trigger Delay State,False,False,False,False
External Array Trigger Level,1.2,0,0,0
External Array Trigger Slope,Positive,Positive,Positive,Positive
ExternalGainValueSelection,Preamp
ExtGainPreampDb,0
Input Port,RF
Internal Preamp,False
Internal Preamp Band,Low
Line Trigger Delay,1E-06
Line Trigger Delay State,False
Line Trigger Slope,Positive
Meas Type,PhaseNoise
Mechanical Atten,20
MechanicalAttenStepEnum,S2dB
Overdrive(Mech Atten),True
Periodic Timer Period,0.02
Periodic Timer Sync Source,None
Periodic Timer Trigger Delay,1E-06
Periodic Timer Trigger Delay State,False
Preselector Adjust,0
Reference Trace,3
RFBurst Trigger Delay,1E-06
RFBurst Trigger Delay State,False
RFBurst Trigger Level Abs,-20
RFBurst Trigger Level Rel,-6
RFBurst Trigger Level Type,Absolute
RFBurst Trigger Slope,Positive
Smoothing,4
Start Offset,10
Stop Offset,1000000
Threshold,0.01
Trace Type,Raw,Smoothed,Blank,Raw,Raw,Raw
Trigger Holdoff,0.1
Trigger Holdoff State,False
Trigger Source,Free
MeasResult1,MeasResult2,MeasResult3,MeasResult4,MeasResult5,MeasResult6,MeasResult7,MeasResult8
,,-19.65,-20.44,,,,
,,14.678,14.678,,,,
,,-19.91,-20.51,,,,
,,14.9624,14.9624,,,,
,,-24.28,-20.67,,,,
,,15.2522,15.2522,,,,
,,-19.06,-20.79,,,,
,,15.5477,15.5477,,,,
,,-20.8,-20.87,,,,
,,15.8489,15.8489,,,,
,,-21.08,-21.09,,,,
,,16.156,16.156,,,,
,,-21.69,-21.16,,,,
,,16.469,16.469,,,,
,,-20.53,-21.28,,,,
,,16.788,16.788,,,,
,,-23.65,-21.34,,,,
,,17.1133,17.1133,,,,
,,-19.55,-21.53,,,,
,,17.4448,17.4448,,,,
,,-19.41,-21.73,,,,
,,17.7828,17.7828,,,,
,,-22.97,-21.93,,,,
,,18.1273,18.1273,,,,
,,-19.94,-21.97,,,,
,,18.4785,18.4785,,,,
,,-23.1,-21.96,,,,
,,18.8365,18.8365,,,,
,,-23.88,-21.84,,,,
,,19.2014,19.2014,,,,
,,-21.15,-22,,,,
,,19.5734,19.5734,,,,
,,-24.75,-22.13,,,,
,,19.9526,19.9526,,,,
,,-22.61,-22.23,,,,
,,20.3392,20.3392,,,,
,,-23.49,-22.33,,,,
,,20.7332,20.7332,,,,
,,-24.52,-22.5,,,,
,,21.1349,21.1349,,,,
,,-22.15,-22.52,,,,
,,21.5443,21.5443,,,,
,,-22.39,-22.66,,,,
,,21.9617,21.9617,,,,
,,-23.83,-22.86,,,,
,,22.3872,22.3872,,,,
,,-20.69,-22.91,,,,
,,22.8209,22.8209,,,,
,,-19.53,-23.08,,,,
,,23.2631,23.2631,,,,
,,-21.57,-23.21,,,,
,,23.7137,23.7137,,,,
,,-22.64,-23.13,,,,
,,24.1732,24.1732,,,,
,,-23.91,-23.37,,,,
,,24.6415,24.6415,,,,
,,-23.27,-23.41,,,,
,,25.1189,25.1189,,,,
,,-23.99,-23.4,,,,
,,25.6055,25.6055,,,,
,,-24.62,-23.4,,,,
,,26.1016,26.1016,,,,
,,-24.06,-23.24,,,,
,,26.6073,26.6073,,,,
,,-22.83,-23.35,,,,
,,27.1227,27.1227,,,,
,,-23.85,-23.26,,,,
,,27.6482,27.6482,,,,
,,-24.22,-23.52,,,,
,,28.1838,28.1838,,,,
,,-23.73,-23.8,,,,
,,28.7298,28.7298,,,,
,,-26.2,-24.15,,,,
,,29.2864,29.2864,,,,
,,-22.03,-24.34,,,,
,,29.8538,29.8538,,,,
,,-26.67,-24.6,,,,
,,30.4322,30.4322,,,,
,,-25.67,-24.77,,,,
,,31.0218,31.0218,,,,
,,-22.44,-25.07,,,,
,,31.6228,31.6228,,,,
,,-23.35,-25.23,,,,
,,32.2354,32.2354,,,,
,,-20.98,-25.3,,,,
,,32.8599,32.8599,,,,
,,-24.5,-25.39,,,,
,,33.4965,33.4965,,,,
,,-20.49,-25.56,,,,
,,34.1455,34.1455,,,,
,,-29.8,-25.83,,,,
,,34.807,34.807,,,,
,,-27.09,-25.95,,,,
,,35.4813,35.4813,,,,
,,-27.54,-26.16,,,,
,,36.1687,36.1687,,,,
,,-25.9,-26.27,,,,
,,36.8695,36.8695,,,,
,,-28.77,-26.81,,,,
,,37.5837,37.5837,,,,
,,-27.66,-26.89,,,,
,,38.3119,38.3119,,,,
,,-30.21,-27.02,,,,
,,39.0541,39.0541,,,,
,,-27.63,-27.46,,,,
,,39.8107,39.8107,,,,
,,-26.2,-27.69,,,,
,,40.582,40.582,,,,
,,-26.16,-27.98,,,,
,,41.3682,41.3682,,,,
,,-26.78,-28.19,,,,
,,42.1697,42.1697,,,,
,,-30.16,-28.8,,,,
,,42.9866,42.9866,,,,
,,-26.92,-28.86,,,,
,,43.8194,43.8194,,,,
,,-28.51,-28.94,,,,
,,44.6684,44.6684,,,,
,,-28.84,-29.11,,,,
,,45.5337,45.5337,,,,
,,-34.42,-29.17,,,,
,,46.4159,46.4159,,,,
,,-28.52,-29.25,,,,
,,47.3151,47.3151,,,,
,,-28.7,-29.34,,,,
,,48.2318,48.2318,,,,
,,-32.4,-29.12,,,,
,,49.1662,49.1662,,,,
,,-28.64,-29.22,,,,
,,50.1187,50.1187,,,,
,,-27.81,-29.21,,,,
,,51.0897,51.0897,,,,
,,-29.2,-29.23,,,,
,,52.0795,52.0795,,,,
,,-34.64,-29.53,,,,
,,53.0884,53.0884,,,,
,,-31.03,-29.43,,,,
,,54.117,54.117,,,,
,,-28.88,-29.51,,,,
,,55.1654,55.1654,,,,
,,-31.63,-29.51,,,,
,,56.2341,56.2341,,,,
,,-27.26,-29.73,,,,
,,57.3236,57.3236,,,,
,,-30.6,-29.59,,,,
,,58.4341,58.4341,,,,
,,-29.8,-29.58,,,,
,,59.5662,59.5662,,,,
,,-25.1,-29.89,,,,
,,60.7202,60.7202,,,,
,,-29.9,-29.7,,,,
,,61.8966,61.8966,,,,
,,-25.93,-29.59,,,,
,,63.0957,63.0957,,,,
,,-26.63,-29.6,,,,
,,64.3181,64.3181,,,,
,,-33.7,-29.46,,,,
,,65.5642,65.5642,,,,
,,-27.82,-29.17,,,,
,,66.8344,66.8344,,,,
,,-28.69,-29.1,,,,
,,68.1292,68.1292,,,,
,,-28.54,-29.28,,,,
,,69.4491,69.4491,,,,
,,-33.84,-29.42,,,,
,,70.7946,70.7946,,,,
,,-31.41,-29.51,,,,
,,72.1661,72.1661,,,,
,,-28.24,-29.42,,,,
,,73.5642,73.5642,,,,
,,-35.75,-29.4,,,,
,,74.9894,74.9894,,,,
,,-28.09,-29.77,,,,
,,76.4422,76.4422,,,,
,,-26.12,-29.88,,,,
,,77.9232,77.9232,,,,
,,-27.9,-29.95,,,,
,,79.4328,79.4328,,,,
,,-26.05,-30.05,,,,
,,80.9717,80.9717,,,,
,,-27.95,-29.96,,,,
,,82.5404,82.5404,,,,
,,-29.53,-30.08,,,,
,,84.1395,84.1395,,,,
,,-33.07,-30.01,,,,
,,85.7696,85.7696,,,,
,,-34.77,-30.08,,,,
,,87.4312,87.4312,,,,
,,-29.39,-29.97,,,,
,,89.1251,89.1251,,,,
,,-28.52,-29.94,,,,
,,90.8518,90.8518,,,,
,,-29.32,-29.88,,,,
,,92.6119,92.6119,,,,
,,-33.53,-29.64,,,,
,,94.4061,94.4061,,,,
,,-32.48,-29.8,,,,
,,96.2351,96.2351,,,,
,,-27.44,-29.97,,,,
,,98.0995,98.0995,,,,
,,-29.07,-30.13,,,,
,,100,100,,,,
,,-31.61,-30.37,,,,
,,101.9373,101.9373,,,,
,,-30.58,-30.43,,,,
,,103.9122,103.9122,,,,
,,-27.09,-30.38,,,,
,,105.9254,105.9254,,,,
,,-30.06,-30.29,,,,
,,107.9775,107.9775,,,,
,,-31.29,-30.1,,,,
,,110.0694,110.0694,,,,
,,-30.78,-30.21,,,,
,,112.2018,112.2018,,,,
,,-26.84,-30.31,,,,
,,114.3756,114.3756,,,,
,,-30.13,-30.41,,,,
,,116.5914,116.5914,,,,
,,-31.78,-30.37,,,,
,,118.8502,118.8502,,,,
,,-30.09,-30.33,,,,
,,121.1528,121.1528,,,,
,,-31.67,-30.44,,,,
,,123.4999,123.4999,,,,
,,-31.5,-30.56,,,,
,,125.8925,125.8925,,,,
,,-29.36,-30.55,,,,
,,128.3315,128.3315,,,,
,,-28.42,-30.56,,,,
,,130.8177,130.8177,,,,
,,-30.88,-30.75,,,,
,,133.3521,133.3521,,,,
,,-30.46,-30.95,,,,
,,135.9356,135.9356,,,,
,,-31.85,-31.07,,,,
,,138.5692,138.5692,,,,
,,-31,-31.19,,,,
,,141.2538,141.2538,,,,
,,-31.5,-31.38,,,,
,,143.9903,143.9903,,,,
,,-32.56,-31.47,,,,
,,146.7799,146.7799,,,,
,,-31.72,-31.54,,,,
,,149.6236,149.6236,,,,
,,-29.93,-31.56,,,,
,,152.5223,152.5223,,,,
,,-31.78,-31.68,,,,
,,155.4772,155.4772,,,,
,,-31.29,-31.76,,,,
,,158.4893,158.4893,,,,
,,-30.78,-31.84,,,,
,,161.5598,161.5598,,,,
,,-31.45,-31.94,,,,
,,164.6898,164.6898,,,,
,,-34.85,-31.95,,,,
,,167.8804,167.8804,,,,
,,-33.93,-32.01,,,,
,,171.1328,171.1328,,,,
,,-33.63,-32.07,,,,
,,174.4483,174.4483,,,,
,,-31.18,-32.12,,,,
,,177.8279,177.8279,,,,
,,-32.28,-32.14,,,,
,,181.2731,181.2731,,,,
,,-33.28,-32.16,,,,
,,184.785,184.785,,,,
,,-30.63,-32.23,,,,
,,188.3649,188.3649,,,,
,,-34.41,-32.29,,,,
,,192.0142,192.0142,,,,
,,-33.27,-32.53,,,,
,,195.7342,195.7342,,,,
,,-31.29,-32.76,,,,
,,199.5262,199.5262,,,,
,,-30.58,-32.95,,,,
,,203.3918,203.3918,,,,
,,-31.12,-33.33,,,,
,,207.3322,207.3322,,,,
,,-31.85,-33.67,,,,
,,211.3489,211.3489,,,,
,,-33.18,-34.1,,,,
,,215.4435,215.4435,,,,
,,-32.18,-34.3,,,,
,,219.6174,219.6174,,,,
,,-32.1,-34.54,,,,
,,223.8721,223.8721,,,,
,,-32.99,-34.83,,,,
,,228.2093,228.2093,,,,
,,-33.39,-35.01,,,,
,,232.6305,232.6305,,,,
,,-31.3,-35.35,,,,
,,237.1374,237.1374,,,,
,,-37.25,-35.3,,,,
,,241.7315,241.7315,,,,
,,-36.44,-35.31,,,,
,,246.4147,246.4147,,,,
,,-35.34,-35.45,,,,
,,251.1886,251.1886,,,,
,,-40.03,-35.77,,,,
,,256.055,256.055,,,,
,,-42.79,-35.94,,,,
,,261.0157,261.0157,,,,
,,-43.81,-36.12,,,,
,,266.0725,266.0725,,,,
,,-38.27,-36.42,,,,
,,271.2273,271.2273,,,,
,,-36.64,-36.57,,,,
,,276.4819,276.4819,,,,
,,-38.82,-36.78,,,,
,,281.8383,281.8383,,,,
,,-37.61,-37.05,,,,
,,287.2985,287.2985,,,,
,,-38.29,-37.25,,,,
,,292.8645,292.8645,,,,
,,-33.3,-37.41,,,,
,,298.5383,298.5383,,,,
,,-33.61,-37.34,,,,
,,304.322,304.322,,,,
,,-34.45,-37.38,,,,
,,310.2178,310.2178,,,,
,,-38.04,-37.44,,,,
,,316.2278,316.2278,,,,
,,-35.01,-37.31,,,,
,,322.3542,322.3542,,,,
,,-35.94,-37.16,,,,
,,328.5993,328.5993,,,,
,,-40.13,-36.91,,,,
,,334.9654,334.9654,,,,
,,-35.64,-36.95,,,,
,,341.4549,341.4549,,,,
,,-36.91,-36.91,,,,
,,348.0701,348.0701,,,,
,,-39.19,-36.88,,,,
,,354.8134,354.8134,,,,
,,-37.89,-36.93,,,,
,,361.6874,361.6874,,,,
,,-34.94,-36.82,,,,
,,368.6945,368.6945,,,,
,,-35.78,-37.1,,,,
,,375.8374,375.8374,,,,
,,-37.3,-37.31,,,,
,,383.1187,383.1187,,,,
,,-36.64,-37.43,,,,
,,390.541,390.541,,,,
,,-37.07,-37.38,,,,
,,398.1072,398.1072,,,,
,,-39.34,-37.48,,,,
,,405.8199,405.8199,,,,
,,-38.08,-37.71,,,,
,,413.682,413.682,,,,
,,-39.14,-37.58,,,,
,,421.6965,421.6965,,,,
,,-35.91,-37.59,,,,
,,429.8662,429.8662,,,,
,,-38.14,-37.64,,,,
,,438.1942,438.1942,,,,
,,-38.57,-37.66,,,,
,,446.6836,446.6836,,,,
,,-35.9,-37.65,,,,
,,455.3374,455.3374,,,,
,,-39.59,-37.8,,,,
,,464.1589,464.1589,,,,
,,-38.61,-38.06,,,,
,,473.1513,473.1513,,,,
,,-37.06,-38.31,,,,
,,482.3178,482.3178,,,,
,,-36.88,-38.43,,,,
,,491.662,491.662,,,,
,,-37.42,-38.56,,,,
,,501.1872,501.1872,,,,
,,-41.12,-38.52,,,,
,,510.897,510.897,,,,
,,-37.11,-38.63,,,,
,,520.7948,520.7948,,,,
,,-35.93,-38.64,,,,
,,530.8844,530.8844,,,,
,,-38.13,-38.75,,,,
,,541.1695,541.1695,,,,
,,-39.56,-38.76,,,,
,,551.6539,551.6539,,,,
,,-37.7,-38.7,,,,
,,562.3413,562.3413,,,,
,,-38.44,-38.84,,,,
,,573.2358,573.2358,,,,
,,-41.72,-38.94,,,,
,,584.3414,584.3414,,,,
,,-43.07,-38.93,,,,
,,595.6621,595.6621,,,,
,,-39.44,-39,,,,
,,607.2022,607.2022,,,,
,,-39.92,-39.16,,,,
,,618.9658,618.9658,,,,
,,-38.46,-39.19,,,,
,,630.9573,630.9573,,,,
,,-40.59,-39.22,,,,
,,643.1812,643.1812,,,,
,,-39.51,-39.3,,,,
,,655.6418,655.6418,,,,
,,-38.41,-39.36,,,,
,,668.3439,668.3439,,,,
,,-38.24,-39.43,,,,
,,681.2921,681.2921,,,,
,,-37.27,-39.65,,,,
,,694.4911,694.4911,,,,
,,-39.07,-39.69,,,,
,,707.9458,707.9458,,,,
,,-42.08,-39.69,,,,
,,721.6612,721.6612,,,,
,,-38.18,-39.51,,,,
,,735.6423,735.6423,,,,
,,-38.72,-39.41,,,,
,,749.8942,749.8942,,,,
,,-40.63,-39.44,,,,
,,764.4223,764.4223,,,,
,,-38.18,-39.42,,,,
,,779.2318,779.2318,,,,
,,-41.64,-39.5,,,,
,,794.3282,794.3282,,,,
,,-38.93,-39.51,,,,
,,809.7171,809.7171,,,,
,,-37.38,-39.43,,,,
,,825.4042,825.4042,,,,
,,-39.78,-39.53,,,,
,,841.3951,841.3951,,,,
,,-44.48,-39.56,,,,
,,857.6959,857.6959,,,,
,,-38.67,-39.6,,,,
,,874.3125,874.3125,,,,
,,-38.58,-39.6,,,,
,,891.2509,891.2509,,,,
,,-37.5,-39.6,,,,
,,908.5176,908.5176,,,,
,,-40.78,-39.72,,,,
,,926.1187,926.1187,,,,
,,-40.08,-39.77,,,,
,,944.0609,944.0609,,,,
,,-39.56,-39.8,,,,
,,962.3506,962.3506,,,,
,,-40.34,-39.78,,,,
,,980.9947,980.9947,,,,
,,-40.68,-39.66,,,,
,,1000,1000,,,,
,,-37.62,-39.8,,,,
,,1019.3735,1019.3735,,,,
,,-40.84,-39.84,,,,
,,1039.1223,1039.1223,,,,
,,-38.87,-39.94,,,,
,,1059.2537,1059.2537,,,,
,,-38.25,-39.82,,,,
,,1079.7752,1079.7752,,,,
,,-39.09,-39.88,,,,
,,1100.6942,1100.6942,,,,
,,-42.11,-39.96,,,,
,,1122.0185,1122.0185,,,,
,,-40.88,-40.09,,,,
,,1143.7559,1143.7559,,,,
,,-39.83,-40.14,,,,
,,1165.9144,1165.9144,,,,
,,-41.26,-40.15,,,,
,,1188.5022,1188.5022,,,,
,,-37.89,-40.12,,,,
,,1211.5277,1211.5277,,,,
,,-38.88,-40.07,,,,
,,1234.9992,1234.9992,,,,
,,-42.13,-40.05,,,,
,,1258.9254,1258.9254,,,,
,,-38.32,-40.17,,,,
,,1283.3152,1283.3152,,,,
,,-41.99,-40.12,,,,
,,1308.1775,1308.1775,,,,
,,-41.78,-40.21,,,,
,,1333.5214,1333.5214,,,,
,,-39.96,-40.27,,,,
,,1359.3564,1359.3564,,,,
,,-40.47,-40.29,,,,
,,1385.6919,1385.6919,,,,
,,-40.39,-40.22,,,,
,,1412.5375,1412.5375,,,,
,,-42.07,-40.33,,,,
,,1439.9033,1439.9033,,,,
,,-40.22,-40.39,,,,
,,1467.7993,1467.7993,,,,
,,-39.03,-40.59,,,,
,,1496.2357,1496.2357,,,,
,,-39.13,-40.84,,,,
,,1525.223,1525.223,,,,
,,-40.07,-40.95,,,,
,,1554.7718,1554.7718,,,,
,,-40.51,-40.96,,,,
,,1584.8932,1584.8932,,,,
,,-39.72,-41.22,,,,
,,1615.5981,1615.5981,,,,
,,-40.79,-41.45,,,,
,,1646.8979,1646.8979,,,,
,,-39.63,-41.77,,,,
,,1678.804,1678.804,,,,
,,-39.62,-42,,,,
,,1711.3283,1711.3283,,,,
,,-40.4,-42.22,,,,
,,1744.4827,1744.4827,,,,
,,-43.59,-42.37,,,,
,,1778.2794,1778.2794,,,,
,,-41.21,-42.47,,,,
,,1812.7309,1812.7309,,,,
,,-45.8,-42.78,,,,
,,1847.8498,1847.8498,,,,
,,-43.58,-42.85,,,,
,,1883.6491,1883.6491,,,,
,,-41.43,-43.15,,,,
,,1920.1419,1920.1419,,,,
,,-42.45,-43.52,,,,
,,1957.3418,1957.3418,,,,
,,-44.13,-43.8,,,,
,,1995.2623,1995.2623,,,,
,,-47.35,-44.13,,,,
,,2033.9175,2033.9175,,,,
,,-49.24,-44.34,,,,
,,2073.3216,2073.3216,,,,
,,-45.23,-44.68,,,,
,,2113.489,2113.489,,,,
,,-45.48,-45.1,,,,
,,2154.4347,2154.4347,,,,
,,-43.81,-45.5,,,,
,,2196.1736,2196.1736,,,,
,,-44.47,-45.47,,,,
,,2238.7211,2238.7211,,,,
,,-47.33,-45.69,,,,
,,2282.093,2282.093,,,,
,,-40.65,-45.69,,,,
,,2326.3051,2326.3051,,,,
,,-46.05,-45.82,,,,
,,2371.3737,2371.3737,,,,
,,-48.58,-46.02,,,,
,,2417.3155,2417.3155,,,,
,,-46.91,-46.15,,,,
,,2464.1473,2464.1473,,,,
,,-47.34,-46.2,,,,
,,2511.8864,2511.8864,,,,
,,-45.48,-46.1,,,,
,,2560.5504,2560.5504,,,,
,,-47.5,-46.01,,,,
,,2610.1572,2610.1572,,,,
,,-49.28,-46.09,,,,
,,2660.7251,2660.7251,,,,
,,-49.62,-46.06,,,,
,,2712.2726,2712.2726,,,,
,,-42.82,-46.02,,,,
,,2764.8188,2764.8188,,,,
,,-46.38,-46.08,,,,
,,2818.3829,2818.3829,,,,
,,-45.68,-46.07,,,,
,,2872.9848,2872.9848,,,,
,,-46.69,-46.48,,,,
,,2928.6446,2928.6446,,,,
,,-45.89,-46.53,,,,
,,2985.3826,2985.3826,,,,
,,-45.57,-46.47,,,,
,,3043.2199,3043.2199,,,,
,,-45.36,-46.33,,,,
,,3102.1777,3102.1777,,,,
,,-44.93,-46.28,,,,
,,3162.2777,3162.2777,,,,
,,-47.21,-46.29,,,,
,,3223.542,3223.542,,,,
,,-47.12,-46.23,,,,
,,3285.9932,3285.9932,,,,
,,-44.69,-46.07,,,,
,,3349.6544,3349.6544,,,,
,,-42.95,-45.88,,,,
,,3414.5489,3414.5489,,,,
,,-45.89,-45.9,,,,
,,3480.7006,3480.7006,,,,
,,-47.11,-45.91,,,,
,,3548.1339,3548.1339,,,,
,,-49.94,-45.93,,,,
,,3616.8736,3616.8736,,,,
,,-47.25,-45.81,,,,
,,3686.9451,3686.9451,,,,
,,-47.11,-45.87,,,,
,,3758.374,3758.374,,,,
,,-43.87,-45.98,,,,
,,3831.1868,3831.1868,,,,
,,-46.17,-46.12,,,,
,,3905.4103,3905.4103,,,,
,,-45.59,-46.1,,,,
,,3981.0717,3981.0717,,,,
,,-46.15,-46.14,,,,
,,4058.1989,4058.1989,,,,
,,-45.58,-46.17,,,,
,,4136.8204,4136.8204,,,,
,,-45.34,-46.22,,,,
,,4216.965,4216.965,,,,
,,-43.31,-46.35,,,,
,,4298.6623,4298.6623,,,,
,,-46.42,-46.36,,,,
,,4381.9424,4381.9424,,,,
,,-46.16,-46.32,,,,
,,4466.8359,4466.8359,,,,
,,-44.06,-46.36,,,,
,,4553.3741,4553.3741,,,,
,,-47.18,-46.5,,,,
,,4641.5888,4641.5888,,,,
,,-48.07,-46.51,,,,
,,4731.5126,4731.5126,,,,
,,-48.72,-46.47,,,,
,,4823.1785,4823.1785,,,,
,,-44.42,-46.43,,,,
,,4916.6203,4916.6203,,,,
,,-48.06,-46.53,,,,
,,5011.8723,5011.8723,,,,
,,-47.93,-46.68,,,,
,,5108.9698,5108.9698,,,,
,,-45.9,-46.68,,,,
,,5207.9483,5207.9483,,,,
,,-45.86,-46.8,,,,
,,5308.8444,5308.8444,,,,
,,-46.16,-46.96,,,,
,,5411.6953,5411.6953,,,,
,,-46.16,-46.97,,,,
,,5516.5387,5516.5387,,,,
,,-50.86,-46.95,,,,
,,5623.4133,5623.4133,,,,
,,-50.38,-47.18,,,,
,,5732.3584,5732.3584,,,,
,,-47.46,-47.21,,,,
,,5843.4141,5843.4141,,,,
,,-42.83,-47.21,,,,
,,5956.6214,5956.6214,,,,
,,-45.41,-47.11,,,,
,,6072.022,6072.022,,,,
,,-47.76,-47.23,,,,
,,6189.6582,6189.6582,,,,
,,-49.6,-47.16,,,,
,,6309.5734,6309.5734,,,,
,,-45.69,-47.13,,,,
,,6431.8119,6431.8119,,,,
,,-47.92,-47.22,,,,
,,6556.4185,6556.4185,,,,
,,-46.96,-47.35,,,,
,,6683.4392,6683.4392,,,,
,,-46.82,-47.32,,,,
,,6812.9207,6812.9207,,,,
,,-45.56,-47.43,,,,
,,6944.9107,6944.9107,,,,
,,-49.53,-47.42,,,,
,,7079.4578,7079.4578,,,,
,,-47.76,-47.47,,,,
,,7216.6116,7216.6116,,,,
,,-48.04,-47.49,,,,
,,7356.4225,7356.4225,,,,
,,-46.51,-47.74,,,,
,,7498.9421,7498.9421,,,,
,,-47.19,-47.89,,,,
,,7644.2227,7644.2227,,,,
,,-46.43,-48.02,,,,
,,7792.318,7792.318,,,,
,,-47.23,-47.94,,,,
,,7943.2823,7943.2823,,,,
,,-47.89,-48.06,,,,
,,8097.1714,8097.1714,,,,
,,-48.95,-48.12,,,,
,,8254.0419,8254.0419,,,,
,,-45.48,-48.17,,,,
,,8413.9514,8413.9514,,,,
,,-48.66,-48.43,,,,
,,8576.959,8576.959,,,,
,,-50.58,-48.71,,,,
,,8743.1246,8743.1246,,,,
,,-51.52,-48.74,,,,
,,8912.5094,8912.5094,,,,
,,-47.86,-48.94,,,,
,,9085.1758,9085.1758,,,,
,,-48.68,-49.16,,,,
,,9261.1873,9261.1873,,,,
,,-48.77,-49.32,,,,
,,9440.6088,9440.6088,,,,
,,-50.71,-49.64,,,,
,,9623.5063,9623.5063,,,,
,,-47.96,-49.86,,,,
,,9809.9471,9809.9471,,,,
,,-48.42,-50.07,,,,
,,10000,10000,,,,
,,-49.17,-50.24,,,,
,,10193.7349,10193.7349,,,,
,,-48.11,-50.39,,,,
,,10391.223,10391.223,,,,
,,-52.96,-50.7,,,,
,,10592.5373,10592.5373,,,,
,,-51.85,-50.85,,,,
,,10797.7516,10797.7516,,,,
,,-50.36,-50.96,,,,
,,11006.9417,11006.9417,,,,
,,-52.38,-51.25,,,,
,,11220.1845,11220.1845,,,,
,,-52.91,-51.99,,,,
,,11437.5586,11437.5586,,,,
,,-50.2,-52.52,,,,
,,11659.144,11659.144,,,,
,,-54.63,-52.9,,,,
,,11885.0223,11885.0223,,,,
,,-51.59,-53.45,,,,
,,12115.2766,12115.2766,,,,
,,-52.01,-53.98,,,,
,,12349.9917,12349.9917,,,,
,,-51.86,-54.53,,,,
,,12589.2541,12589.2541,,,,
,,-52.39,-54.94,,,,
,,12833.1519,12833.1519,,,,
,,-52.48,-55.45,,,,
,,13081.7747,13081.7747,,,,
,,-52.22,-56.02,,,,
,,13335.2143,13335.2143,,,,
,,-52.97,-56.53,,,,
,,13593.5639,13593.5639,,,,
,,-58.34,-57.1,,,,
,,13856.9186,13856.9186,,,,
,,-64.68,-57.48,,,,
,,14125.3754,14125.3754,,,,
,,-60.87,-57.89,,,,
