MeasResult
PNOISE:LPL
A.19.05,N9000B
503 EP4 P03 ,01
AllowZeroAtten,False
AM Rejection,True
Automatic Trigger Time,0.1
Automatic Trigger Time State,False
Average Mode,Repeat
Average Number,10
Average State,True
Cancellation,False
Carrier Frequency,174043309.238646
Electrical Atten,0
Electrical Atten State,False
External Array Trigger Delay,1E-06,0,0,0
External Array Trigger Delay State,False,False,False,False
External Array Trigger Level,1.2,0,0,0
External Array Trigger Slope,Positive,Positive,Positive,Positive
ExternalGainValueSelection,Preamp
ExtGainPreampDb,0
Input Port,RF
Internal Preamp,False
Internal Preamp Band,Low
Line Trigger Delay,1E-06
Line Trigger Delay State,False
Line Trigger Slope,Positive
Meas Type,PhaseNoise
Mechanical Atten,20
MechanicalAttenStepEnum,S2dB
Overdrive(Mech Atten),True
Periodic Timer Period,0.02
Periodic Timer Sync Source,None
Periodic Timer Trigger Delay,1E-06
Periodic Timer Trigger Delay State,False
Preselector Adjust,0
Reference Trace,3
RFBurst Trigger Delay,1E-06
RFBurst Trigger Delay State,False
RFBurst Trigger Level Abs,-20
RFBurst Trigger Level Rel,-6
RFBurst Trigger Level Type,Absolute
RFBurst Trigger Slope,Positive
Smoothing,4
Start Offset,100
Stop Offset,10000
Threshold,0.01
Trace Type,Raw,Smoothed,Blank,Raw,Raw,Raw
Trigger Holdoff,0.1
Trigger Holdoff State,False
Trigger Source,Free
MeasResult1,MeasResult2,MeasResult3,MeasResult4,MeasResult5,MeasResult6,MeasResult7,MeasResult8
,,1359.3564,1359.3564,,,,
,,-42.79,-41.4,,,,
,,1369.83,1369.83,,,,
,,-41.16,-41.42,,,,
,,1380.3843,1380.3843,,,,
,,-42.02,-41.57,,,,
,,1391.0199,1391.0199,,,,
,,-43.09,-41.64,,,,
,,1401.7374,1401.7374,,,,
,,-44.74,-41.83,,,,
,,1412.5375,1412.5375,,,,
,,-42.5,-42,,,,
,,1423.4209,1423.4209,,,,
,,-42.11,-42.11,,,,
,,1434.3881,1434.3881,,,,
,,-43.17,-42.28,,,,
,,1445.4398,1445.4398,,,,
,,-44.12,-42.38,,,,
,,1456.5766,1456.5766,,,,
,,-42.96,-42.49,,,,
,,1467.7993,1467.7993,,,,
,,-41.64,-42.62,,,,
,,1479.1084,1479.1084,,,,
,,-42.19,-42.76,,,,
,,1490.5046,1490.5046,,,,
,,-41.23,-42.84,,,,
,,1501.9887,1501.9887,,,,
,,-43.7,-43.01,,,,
,,1513.5612,1513.5612,,,,
,,-40.39,-43,,,,
,,1525.223,1525.223,,,,
,,-44.33,-42.94,,,,
,,1536.9745,1536.9745,,,,
,,-43.06,-42.87,,,,
,,1548.8166,1548.8166,,,,
,,-42.96,-42.87,,,,
,,1560.75,1560.75,,,,
,,-42.8,-42.79,,,,
,,1572.7753,1572.7753,,,,
,,-42.05,-42.73,,,,
,,1584.8932,1584.8932,,,,
,,-42.81,-42.76,,,,
,,1597.1045,1597.1045,,,,
,,-43.75,-42.76,,,,
,,1609.4099,1609.4099,,,,
,,-43.89,-42.74,,,,
,,1621.8101,1621.8101,,,,
,,-44.75,-42.76,,,,
,,1634.3058,1634.3058,,,,
,,-44.9,-42.9,,,,
,,1646.8979,1646.8979,,,,
,,-41.9,-42.86,,,,
,,1659.5869,1659.5869,,,,
,,-41.75,-42.95,,,,
,,1672.3737,1672.3737,,,,
,,-42.96,-42.92,,,,
,,1685.259,1685.259,,,,
,,-42.63,-42.89,,,,
,,1698.2437,1698.2437,,,,
,,-40.21,-42.9,,,,
,,1711.3283,1711.3283,,,,
,,-41.75,-42.92,,,,
,,1724.5138,1724.5138,,,,
,,-44.9,-42.94,,,,
,,1737.8008,1737.8008,,,,
,,-42.94,-42.87,,,,
,,1751.1903,1751.1903,,,,
,,-41.09,-42.86,,,,
,,1764.6829,1764.6829,,,,
,,-42.76,-42.81,,,,
,,1778.2794,1778.2794,,,,
,,-44.44,-42.74,,,,
,,1791.9807,1791.9807,,,,
,,-42.7,-42.64,,,,
,,1805.7876,1805.7876,,,,
,,-42.52,-42.68,,,,
,,1819.7009,1819.7009,,,,
,,-43.63,-42.76,,,,
,,1833.7213,1833.7213,,,,
,,-42.46,-42.78,,,,
,,1847.8498,1847.8498,,,,
,,-43.02,-42.8,,,,
,,1862.0871,1862.0871,,,,
,,-43.28,-42.94,,,,
,,1876.4342,1876.4342,,,,
,,-42.57,-42.97,,,,
,,1890.8917,1890.8917,,,,
,,-41.27,-43,,,,
,,1905.4607,1905.4607,,,,
,,-43.51,-42.99,,,,
,,1920.1419,1920.1419,,,,
,,-42.78,-43.07,,,,
,,1934.9363,1934.9363,,,,
,,-43.08,-43.09,,,,
,,1949.8446,1949.8446,,,,
,,-42.45,-43.07,,,,
,,1964.8678,1964.8678,,,,
,,-43.03,-43.08,,,,
,,1980.0067,1980.0067,,,,
,,-43.52,-43.1,,,,
,,1995.2623,1995.2623,,,,
,,-43.43,-43.1,,,,
,,2010.6354,2010.6354,,,,
,,-43,-43.09,,,,
,,2026.127,2026.127,,,,
,,-43.47,-43.07,,,,
,,2041.7379,2041.7379,,,,
,,-42.56,-43.16,,,,
,,2057.4692,2057.4692,,,,
,,-45.46,-43.24,,,,
,,2073.3216,2073.3216,,,,
,,-42.69,-43.34,,,,
,,2089.2961,2089.2961,,,,
,,-42.92,-43.36,,,,
,,2105.3938,2105.3938,,,,
,,-43.22,-43.37,,,,
,,2121.6154,2121.6154,,,,
,,-43.97,-43.36,,,,
,,2137.9621,2137.9621,,,,
,,-42.94,-43.42,,,,
,,2154.4347,2154.4347,,,,
,,-43.1,-43.36,,,,
,,2171.0342,2171.0342,,,,
,,-43.56,-43.26,,,,
,,2187.7616,2187.7616,,,,
,,-42.2,-43.33,,,,
,,2204.6179,2204.6179,,,,
,,-42.67,-43.35,,,,
,,2221.6041,2221.6041,,,,
,,-45.41,-43.37,,,,
,,2238.7211,2238.7211,,,,
,,-44.19,-43.39,,,,
,,2255.9701,2255.9701,,,,
,,-43.63,-43.3,,,,
,,2273.3519,2273.3519,,,,
,,-44.08,-43.34,,,,
,,2290.8677,2290.8677,,,,
,,-42.91,-43.42,,,,
,,2308.5184,2308.5184,,,,
,,-42.99,-43.46,,,,
,,2326.3051,2326.3051,,,,
,,-43.84,-43.38,,,,
,,2344.2288,2344.2288,,,,
,,-41.59,-43.44,,,,
,,2362.2907,2362.2907,,,,
,,-41.09,-43.52,,,,
,,2380.4917,2380.4917,,,,
,,-45.02,-43.52,,,,
,,2398.8329,2398.8329,,,,
,,-43.48,-43.6,,,,
,,2417.3155,2417.3155,,,,
,,-44.02,-43.65,,,,
,,2435.9404,2435.9404,,,,
,,-43.04,-43.51,,,,
,,2454.7089,2454.7089,,,,
,,-43.36,-43.47,,,,
,,2473.622,2473.622,,,,
,,-43.63,-43.49,,,,
,,2492.6808,2492.6808,,,,
,,-44.61,-43.49,,,,
,,2511.8864,2511.8864,,,,
,,-44.18,-43.56,,,,
,,2531.24,2531.24,,,,
,,-42.22,-43.64,,,,
,,2550.7428,2550.7428,,,,
,,-44.34,-43.62,,,,
,,2570.3958,2570.3958,,,,
,,-44.91,-43.81,,,,
,,2590.2002,2590.2002,,,,
,,-43.64,-43.95,,,,
,,2610.1572,2610.1572,,,,
,,-43.93,-43.9,,,,
,,2630.268,2630.268,,,,
,,-43.94,-43.92,,,,
,,2650.5337,2650.5337,,,,
,,-42.16,-43.95,,,,
,,2670.9556,2670.9556,,,,
,,-43.09,-44.05,,,,
,,2691.5348,2691.5348,,,,
,,-44.16,-44.18,,,,
,,2712.2726,2712.2726,,,,
,,-44.18,-44.21,,,,
,,2733.1701,2733.1701,,,,
,,-44.39,-44.31,,,,
,,2754.2287,2754.2287,,,,
,,-44.9,-44.31,,,,
,,2775.4495,2775.4495,,,,
,,-43.33,-44.44,,,,
,,2796.8338,2796.8338,,,,
,,-45.94,-44.42,,,,
,,2818.3829,2818.3829,,,,
,,-44.41,-44.39,,,,
,,2840.098,2840.098,,,,
,,-43.8,-44.43,,,,
,,2861.9805,2861.9805,,,,
,,-43.86,-44.37,,,,
,,2884.0315,2884.0315,,,,
,,-44.86,-44.37,,,,
,,2906.2524,2906.2524,,,,
,,-45.4,-44.43,,,,
,,2928.6446,2928.6446,,,,
,,-46.36,-44.47,,,,
,,2951.2092,2951.2092,,,,
,,-44.21,-44.48,,,,
,,2973.9477,2973.9477,,,,
,,-46.82,-44.49,,,,
,,2996.8615,2996.8615,,,,
,,-44.18,-44.45,,,,
,,3019.9517,3019.9517,,,,
,,-45.27,-44.37,,,,
,,3043.2199,3043.2199,,,,
,,-43.99,-44.4,,,,
,,3066.6673,3066.6673,,,,
,,-44.2,-44.29,,,,
,,3090.2954,3090.2954,,,,
,,-44.43,-44.26,,,,
,,3114.1056,3114.1056,,,,
,,-42.7,-44.33,,,,
,,3138.0992,3138.0992,,,,
,,-43.89,-44.34,,,,
,,3162.2777,3162.2777,,,,
,,-43.63,-44.36,,,,
,,3186.6424,3186.6424,,,,
,,-43.85,-44.35,,,,
,,3211.1949,3211.1949,,,,
,,-44.36,-44.19,,,,
,,3235.9366,3235.9366,,,,
,,-44.58,-44.24,,,,
,,3260.8689,3260.8689,,,,
,,-43.46,-44.19,,,,
,,3285.9932,3285.9932,,,,
,,-43.09,-44.24,,,,
,,3311.3112,3311.3112,,,,
,,-43.86,-44.22,,,,
,,3336.8243,3336.8243,,,,
,,-43.54,-44.21,,,,
,,3362.5339,3362.5339,,,,
,,-43.65,-44.21,,,,
,,3388.4416,3388.4416,,,,
,,-45.41,-44.27,,,,
,,3414.5489,3414.5489,,,,
,,-44.14,-44.38,,,,
,,3440.8573,3440.8573,,,,
,,-45.23,-44.37,,,,
,,3467.3685,3467.3685,,,,
,,-45.23,-44.4,,,,
,,3494.0839,3494.0839,,,,
,,-42.75,-44.43,,,,
,,3521.0052,3521.0052,,,,
,,-45.28,-44.43,,,,
,,3548.1339,3548.1339,,,,
,,-45.66,-44.47,,,,
,,3575.4716,3575.4716,,,,
,,-45.36,-44.51,,,,
,,3603.0199,3603.0199,,,,
,,-44.81,-44.57,,,,
,,3630.7805,3630.7805,,,,
,,-43.72,-44.68,,,,
,,3658.755,3658.755,,,,
,,-44.24,-44.74,,,,
,,3686.9451,3686.9451,,,,
,,-45.7,-44.8,,,,
,,3715.3523,3715.3523,,,,
,,-45.33,-44.74,,,,
,,3743.9784,3743.9784,,,,
,,-43.6,-44.77,,,,
,,3772.825,3772.825,,,,
,,-44.4,-44.79,,,,
,,3801.894,3801.894,,,,
,,-44.4,-44.83,,,,
,,3831.1868,3831.1868,,,,
,,-44.5,-44.91,,,,
,,3860.7054,3860.7054,,,,
,,-45.56,-44.91,,,,
,,3890.4514,3890.4514,,,,
,,-44.25,-44.9,,,,
,,3920.4267,3920.4267,,,,
,,-44.53,-44.9,,,,
,,3950.6328,3950.6328,,,,
,,-46.4,-44.93,,,,
,,3981.0717,3981.0717,,,,
,,-44.89,-45.15,,,,
,,4011.7451,4011.7451,,,,
,,-45.09,-45.36,,,,
,,4042.6549,4042.6549,,,,
,,-44.03,-45.37,,,,
,,4073.8028,4073.8028,,,,
,,-44.69,-45.44,,,,
,,4105.1907,4105.1907,,,,
,,-45.77,-45.51,,,,
,,4136.8204,4136.8204,,,,
,,-46.15,-45.56,,,,
,,4168.6938,4168.6938,,,,
,,-44.56,-45.58,,,,
,,4200.8128,4200.8128,,,,
,,-45.33,-45.54,,,,
,,4233.1793,4233.1793,,,,
,,-45.46,-45.5,,,,
,,4265.7952,4265.7952,,,,
,,-45.32,-45.52,,,,
,,4298.6623,4298.6623,,,,
,,-45.42,-45.67,,,,
,,4331.7827,4331.7827,,,,
,,-48.75,-45.67,,,,
,,4365.1583,4365.1583,,,,
,,-49.26,-45.81,,,,
,,4398.7911,4398.7911,,,,
,,-45.94,-45.97,,,,
,,4432.6829,4432.6829,,,,
,,-46.72,-46.13,,,,
,,4466.8359,4466.8359,,,,
,,-45.28,-46.18,,,,
,,4501.2521,4501.2521,,,,
,,-45.63,-46.22,,,,
,,4535.9334,4535.9334,,,,
,,-44.84,-46.32,,,,
,,4570.8819,4570.8819,,,,
,,-43.45,-46.32,,,,
,,4606.0997,4606.0997,,,,
,,-44.68,-46.3,,,,
,,4641.5888,4641.5888,,,,
,,-44.69,-46.3,,,,
,,4677.3514,4677.3514,,,,
,,-48.06,-46.31,,,,
,,4713.3895,4713.3895,,,,
,,-46.5,-46.44,,,,
,,4749.7053,4749.7053,,,,
,,-48.06,-46.47,,,,
,,4786.3009,4786.3009,,,,
,,-48.75,-46.39,,,,
,,4823.1785,4823.1785,,,,
,,-47.6,-46.39,,,,
,,4860.3402,4860.3402,,,,
,,-45.94,-46.38,,,,
,,4897.7882,4897.7882,,,,
,,-46.75,-46.41,,,,
,,4935.5247,4935.5247,,,,
,,-48.39,-46.57,,,,
,,4973.552,4973.552,,,,
,,-44.47,-46.72,,,,
,,5011.8723,5011.8723,,,,
,,-44.99,-46.83,,,,
,,5050.4879,5050.4879,,,,
,,-45.39,-46.9,,,,
,,5089.401,5089.401,,,,
,,-45.56,-46.97,,,,
,,5128.6138,5128.6138,,,,
,,-48.32,-46.95,,,,
,,5168.1289,5168.1289,,,,
,,-49.59,-46.99,,,,
,,5207.9483,5207.9483,,,,
,,-47.3,-46.91,,,,
,,5248.0746,5248.0746,,,,
,,-46.12,-46.9,,,,
,,5288.51,5288.51,,,,
,,-46.37,-46.87,,,,
,,5329.257,5329.257,,,,
,,-46.08,-46.95,,,,
,,5370.318,5370.318,,,,
,,-49.21,-47,,,,
,,5411.6953,5411.6953,,,,
,,-48.34,-46.91,,,,
,,5453.3914,5453.3914,,,,
,,-45.84,-47,,,,
,,5495.4087,5495.4087,,,,
,,-46.44,-47.09,,,,
,,5537.7498,5537.7498,,,,
,,-46.36,-47.18,,,,
,,5580.4172,5580.4172,,,,
,,-47.61,-47.22,,,,
,,5623.4133,5623.4133,,,,
,,-47.32,-47.15,,,,
,,5666.7406,5666.7406,,,,
,,-46.11,-47.05,,,,
,,5710.4018,5710.4018,,,,
,,-48.72,-47.01,,,,
,,5754.3994,5754.3994,,,,
,,-46.79,-47.09,,,,
,,5798.736,5798.736,,,,
,,-47.73,-47.17,,,,
,,5843.4141,5843.4141,,,,
,,-48.03,-47.3,,,,
,,5888.4366,5888.4366,,,,
,,-46.32,-47.2,,,,
,,5933.8059,5933.8059,,,,
,,-46.43,-47.18,,,,
,,5979.5247,5979.5247,,,,
,,-47.14,-47.29,,,,
,,6025.5959,6025.5959,,,,
,,-47.5,-47.35,,,,
,,6072.022,6072.022,,,,
,,-46.3,-47.39,,,,
,,6118.8058,6118.8058,,,,
,,-46.9,-47.46,,,,
,,6165.95,6165.95,,,,
,,-47.15,-47.45,,,,
,,6213.4575,6213.4575,,,,
,,-46.47,-47.49,,,,
,,6261.3311,6261.3311,,,,
,,-47.78,-47.47,,,,
,,6309.5734,6309.5734,,,,
,,-48.39,-47.48,,,,
,,6358.1875,6358.1875,,,,
,,-48.93,-47.46,,,,
,,6407.1762,6407.1762,,,,
,,-47.04,-47.42,,,,
,,6456.5423,6456.5423,,,,
,,-47.91,-47.42,,,,
,,6506.2887,6506.2887,,,,
,,-48.27,-47.44,,,,
,,6556.4185,6556.4185,,,,
,,-47.94,-47.42,,,,
,,6606.9345,6606.9345,,,,
,,-47.1,-47.45,,,,
,,6657.8397,6657.8397,,,,
,,-49.24,-47.55,,,,
,,6709.1371,6709.1371,,,,
,,-47.23,-47.63,,,,
,,6760.8298,6760.8298,,,,
,,-46.93,-47.7,,,,
,,6812.9207,6812.9207,,,,
,,-48.19,-47.83,,,,
,,6865.413,6865.413,,,,
,,-47.21,-47.86,,,,
,,6918.3097,6918.3097,,,,
,,-47.09,-47.86,,,,
,,6971.614,6971.614,,,,
,,-47.09,-47.82,,,,
,,7025.329,7025.329,,,,
,,-46.44,-47.89,,,,
,,7079.4578,7079.4578,,,,
,,-46.78,-47.88,,,,
,,7134.0038,7134.0038,,,,
,,-46.82,-47.88,,,,
,,7188.9699,7188.9699,,,,
,,-48.21,-47.9,,,,
,,7244.3596,7244.3596,,,,
,,-48.55,-47.98,,,,
,,7300.176,7300.176,,,,
,,-48.77,-47.92,,,,
,,7356.4225,7356.4225,,,,
,,-48.78,-47.89,,,,
,,7413.1024,7413.1024,,,,
,,-49.38,-48,,,,
,,7470.219,7470.219,,,,
,,-48.5,-47.99,,,,
,,7527.7756,7527.7756,,,,
,,-48.37,-48.12,,,,
,,7585.7758,7585.7758,,,,
,,-48.12,-48.2,,,,
,,7644.2227,7644.2227,,,,
,,-48.57,-48.24,,,,
,,7703.1201,7703.1201,,,,
,,-47.74,-48.38,,,,
,,7762.4712,7762.4712,,,,
,,-48.1,-48.45,,,,
,,7822.2796,7822.2796,,,,
,,-48.52,-48.61,,,,
,,7882.5488,7882.5488,,,,
,,-49.03,-48.69,,,,
,,7943.2823,7943.2823,,,,
,,-47.65,-48.68,,,,
,,8004.4839,8004.4839,,,,
,,-46.71,-48.7,,,,
,,8066.1569,8066.1569,,,,
,,-49.47,-48.67,,,,
,,8128.3052,8128.3052,,,,
,,-47.99,-48.67,,,,
,,8190.9322,8190.9322,,,,
,,-50.05,-48.72,,,,
,,8254.0419,8254.0419,,,,
,,-48.99,-48.73,,,,
,,8317.6377,8317.6377,,,,
,,-47.9,-48.73,,,,
,,8381.7236,8381.7236,,,,
,,-49.69,-48.72,,,,
,,8446.3032,8446.3032,,,,
,,-48.55,-48.79,,,,
,,8511.3804,8511.3804,,,,
,,-50.29,-48.86,,,,
,,8576.959,8576.959,,,,
,,-50.09,-48.96,,,,
,,8643.0429,8643.0429,,,,
,,-48.49,-49.04,,,,
,,8709.6359,8709.6359,,,,
,,-49.04,-49.15,,,,
,,8776.742,8776.742,,,,
,,-48.16,-49.27,,,,
,,8844.3652,8844.3652,,,,
,,-49.4,-49.27,,,,
,,8912.5094,8912.5094,,,,
,,-49.71,-49.32,,,,
,,8981.1786,8981.1786,,,,
,,-48.53,-49.28,,,,
,,9050.3769,9050.3769,,,,
,,-48,-49.41,,,,
,,9120.1084,9120.1084,,,,
,,-48.54,-49.51,,,,
,,9190.3771,9190.3771,,,,
,,-49.32,-49.54,,,,
,,9261.1873,9261.1873,,,,
,,-49.55,-49.61,,,,
,,9332.543,9332.543,,,,
,,-50.93,-49.63,,,,
,,9404.4485,9404.4485,,,,
,,-50.96,-49.69,,,,
,,9476.908,9476.908,,,,
,,-50.11,-49.8,,,,
,,9549.9259,9549.9259,,,,
,,-49.49,-49.9,,,,
,,9623.5063,9623.5063,,,,
,,-49.42,-50,,,,
,,9697.6536,9697.6536,,,,
,,-49.21,-50.13,,,,
,,9772.3722,9772.3722,,,,
,,-49.14,-50.31,,,,
,,9847.6665,9847.6665,,,,
,,-51.78,-50.42,,,,
,,9923.541,9923.541,,,,
,,-50.37,-50.4,,,,
,,10000,10000,,,,
,,-49.69,-50.28,,,,
