0.7, 0.7, 20.08, 1.741e-3
0.7, 0.8, 20.01, 2.36e-3
0.7, 0.9, 19.93, 3.193e-3
0.7, 1, 19.84, 4.307e-3
0.7, 1.1, 19.73, 5.77e-3
0.7, 1.2, 19.59, 7.662e-3
0.7, 1.3, 19.41, 0.01006
0.7, 1.4, 19.17, 0.01299
0.7, 1.5, 18.81, 0.01628
0.7, 1.6, 18.43, 0.02011
0.7, 1.7, 18, 0.02423
0.7, 1.8, 17.51, 0.02842
0.7, 1.9, 16.99, 0.03249
0.7, 2, 16.43, 0.03602
0.7, 2.1, 15.92, 0.03938
0.8, 0.1, 21.35, 305.4e-6
0.8, 0.2, 20.87, 413.2e-6
0.8, 0.3, 20.56, 560e-6
0.8, 0.4, 20.37, 760.2e-6
0.8, 0.5, 20.24, 1.033e-3
0.8, 0.6, 20.14, 1.403e-3
0.8, 0.7, 20.06, 1.904e-3
0.8, 0.8, 19.99, 2.581e-3
0.8, 0.9, 19.91, 3.489e-3
0.8, 1, 19.81, 4.695e-3
0.8, 1.1, 19.69, 6.276e-3
0.8, 1.2, 19.54, 8.315e-3
0.8, 1.3, 19.34, 0.01086
0.8, 1.4, 19.09, 0.01397
0.8, 1.5, 18.71, 0.01738
0.8, 1.6, 18.31, 0.02132
0.8, 1.7, 17.86, 0.02549
0.8, 1.8, 17.36, 0.02968
0.8, 1.9, 16.83, 0.03368
0.8, 2, 16.28, 0.03713
0.8, 2.1, 15.77, 0.04033
0.9, 0.1, 21.18, 333.5e-6
0.9, 0.2, 20.76, 451.5e-6
0.9, 0.3, 20.5, 612.2e-6
0.9, 0.4, 20.33, 831.4e-6
0.9, 0.5, 20.21, 1.13e-3
0.9, 0.6, 20.11, 1.534e-3
0.9, 0.7, 20.04, 2.081e-3
0.9, 0.8, 19.96, 2.819e-3
0.9, 0.9, 19.88, 3.807e-3
0.9, 1, 19.78, 5.119e-3
0.9, 1.1, 19.65, 6.826e-3
0.9, 1.2, 19.49, 9.005e-3
0.9, 1.3, 19.27, 0.01172
0.9, 1.4, 18.94, 0.01483
0.9, 1.5, 18.6, 0.0185
0.9, 1.6, 18.18, 0.02254
0.9, 1.7, 17.72, 0.02676
0.9, 1.8, 17.2, 0.03092
0.9, 1.9, 16.65, 0.03468
0.9, 2, 16.12, 0.03817
0.9, 2.1, 15.64, 0.04127
1, 0.1, 21.04, 364.3e-6
1, 0.2, 20.67, 493.4e-6
1, 0.3, 20.44, 669.4e-6
1, 0.4, 20.29, 909.4e-6
1, 0.5, 20.18, 1.236e-3
1, 0.6, 20.09, 1.678e-3
1, 0.7, 20.01, 2.276e-3
1, 0.8, 19.94, 3.081e-3
1, 0.9, 19.85, 4.155e-3
1, 1, 19.74, 5.572e-3
1, 1.1, 19.61, 7.417e-3
1, 1.2, 19.43, 9.749e-3
1, 1.3, 19.2, 0.01262
1, 1.4, 18.85, 0.01587
1, 1.5, 18.48, 0.01967
1, 1.6, 18.05, 0.02379
1, 1.7, 17.57, 0.02801
1, 1.8, 17.05, 0.03214
1, 1.9, 16.49, 0.03577
1, 2, 15.97, 0.03918
1, 2.1, 15.49, 0.04213
1.1, 0.1, 20.91, 397.9e-6
1.1, 0.2, 20.59, 539.2e-6
1.1, 0.3, 20.39, 731.9e-6
1.1, 0.4, 20.25, 994.7e-6
1.1, 0.5, 20.15, 1.351e-3
1.1, 0.6, 20.07, 1.834e-3
1.1, 0.7, 19.99, 2.486e-3
1.1, 0.8, 19.91, 3.363e-3
1.1, 0.9, 19.82, 4.533e-3
1.1, 1, 19.71, 6.066e-3
1.1, 1.1, 19.56, 8.044e-3
1.1, 1.2, 19.37, 0.01053
1.1, 1.3, 19.12, 0.01358
1.1, 1.4, 18.75, 0.01695
1.1, 1.5, 18.36, 0.02087
1.1, 1.6, 17.91, 0.02505
1.1, 1.7, 17.42, 0.02927
1.1, 1.8, 16.89, 0.03335
1.1, 1.9, 16.33, 0.03686
1.1, 2, 15.83, 0.04018
1.1, 2.1, 15.36, 0.04296
1.2, 0.1, 20.8, 434.7e-6
1.2, 0.2, 20.52, 589.3e-6
1.2, 0.3, 20.34, 800.2e-6
1.2, 0.4, 20.22, 1.088e-3
1.2, 0.5, 20.12, 1.478e-3
1.2, 0.6, 20.04, 2.005e-3
1.2, 0.7, 19.97, 2.718e-3
1.2, 0.8, 19.89, 3.672e-3
1.2, 0.9, 19.79, 4.938e-3
1.2, 1, 19.67, 6.594e-3
1.2, 1.1, 19.51, 8.722e-3
1.2, 1.2, 19.3, 0.01137
1.2, 1.3, 19.04, 0.01458
1.2, 1.4, 18.64, 0.01808
1.2, 1.5, 18.24, 0.0221
1.2, 1.6, 17.77, 0.02632
1.2, 1.7, 17.27, 0.03052
1.2, 1.8, 16.72, 0.03443
1.2, 1.9, 16.18, 0.03792
1.2, 2, 15.68, 0.0411
1.2, 2.1, 15.23, 0.04374
1.3, 0.1, 20.7, 474.9e-6
1.3, 0.2, 20.46, 644.1e-6
1.3, 0.3, 20.3, 875e-6
1.3, 0.4, 20.19, 1.189e-3
1.3, 0.5, 20.1, 1.615e-3
1.3, 0.6, 20.02, 2.191e-3
1.3, 0.7, 19.94, 2.967e-3
1.3, 0.8, 19.86, 4.005e-3
1.3, 0.9, 19.76, 5.381e-3
1.3, 1, 19.63, 7.166e-3
1.3, 1.1, 19.45, 9.439e-3
1.3, 1.2, 19.23, 0.01226
1.3, 1.3, 18.89, 0.01545
1.3, 1.4, 18.53, 0.01922
1.3, 1.5, 18.11, 0.02333
1.3, 1.6, 17.63, 0.02759
1.3, 1.7, 17.11, 0.03176
1.3, 1.8, 16.55, 0.03545
1.3, 1.9, 16.03, 0.03895
1.3, 2, 15.54, 0.04199
1.3, 2.1, 15.1, 0.04449
1.4, 0.1, 20.62, 518.8e-6
1.4, 0.2, 20.4, 704.1e-6
1.4, 0.3, 20.26, 956.8e-6
1.4, 0.4, 20.16, 1.3e-3
1.4, 0.5, 20.08, 1.766e-3
1.4, 0.6, 20, 2.395e-3
1.4, 0.7, 19.92, 3.241e-3
1.4, 0.8, 19.83, 4.369e-3
1.4, 0.9, 19.72, 5.854e-3
1.4, 1, 19.58, 7.775e-3
1.4, 1.1, 19.4, 0.01021
1.4, 1.2, 19.15, 0.01318
1.4, 1.3, 18.79, 0.01652
1.4, 1.4, 18.42, 0.02041
1.4, 1.5, 17.97, 0.02459
1.4, 1.6, 17.48, 0.02884
1.4, 1.7, 16.96, 0.03298
1.4, 1.8, 16.39, 0.03657
1.4, 1.9, 15.88, 0.03997
1.4, 2, 15.41, 0.04283
1.4, 2.1, 14.98, 0.04519
1.5, 0.1, 20.55, 566.9e-6
1.5, 0.2, 20.36, 769.6e-6
1.5, 0.3, 20.23, 1.046e-3
1.5, 0.4, 20.13, 1.421e-3
1.5, 0.5, 20.05, 1.929e-3
1.5, 0.6, 19.98, 2.616e-3
1.5, 0.7, 19.9, 3.537e-3
1.5, 0.8, 19.8, 4.76e-3
1.5, 0.9, 19.69, 6.369e-3
1.5, 1, 19.53, 8.433e-3
1.5, 1.1, 19.33, 0.01102
1.5, 1.2, 19.07, 0.01417
1.5, 1.3, 18.69, 0.01763
1.5, 1.4, 18.29, 0.02163
1.5, 1.5, 17.84, 0.02586
1.5, 1.6, 17.33, 0.0301
1.5, 1.7, 16.8, 0.03418
1.5, 1.8, 16.24, 0.03765
1.5, 1.9, 15.74, 0.04091
1.5, 2, 15.27, 0.04364
1.5, 2.1, 14.87, 0.04586
1.6, 0.1, 20.48, 619.3e-6
1.6, 0.2, 20.31, 841.2e-6
1.6, 0.3, 20.2, 1.144e-3
1.6, 0.4, 20.11, 1.554e-3
1.6, 0.5, 20.03, 2.109e-3
1.6, 0.6, 19.96, 2.858e-3
1.6, 0.7, 19.87, 3.86e-3
1.6, 0.8, 19.77, 5.187e-3
1.6, 0.9, 19.64, 6.918e-3
1.6, 1, 19.48, 9.137e-3
1.6, 1.1, 19.26, 0.01189
1.6, 1.2, 18.93, 0.01503
1.6, 1.3, 18.59, 0.01878
1.6, 1.4, 18.17, 0.02287
1.6, 1.5, 17.7, 0.02714
1.6, 1.6, 17.18, 0.03135
1.6, 1.7, 16.61, 0.03512
1.6, 1.8, 16.09, 0.03869
1.6, 1.9, 15.6, 0.04182
1.6, 2, 15.15, 0.0444
1.6, 2.1, 14.76, 0.04648
1.7, 0.1, 20.42, 676.7e-6
1.7, 0.2, 20.27, 919.5e-6
1.7, 0.3, 20.17, 1.251e-3
1.7, 0.4, 20.08, 1.698e-3
1.7, 0.5, 20.01, 2.304e-3
1.7, 0.6, 19.93, 3.119e-3
1.7, 0.7, 19.84, 4.208e-3
1.7, 0.8, 19.74, 5.644e-3
1.7, 0.9, 19.6, 7.514e-3
1.7, 1, 19.42, 9.879e-3
1.7, 1.1, 19.19, 0.0128
1.7, 1.2, 18.84, 0.01608
1.7, 1.3, 18.47, 0.01994
1.7, 1.4, 18.04, 0.02411
1.7, 1.5, 17.55, 0.02842
1.7, 1.6, 17.03, 0.03259
1.7, 1.7, 16.46, 0.03625
1.7, 1.8, 15.94, 0.0397
1.7, 1.9, 15.46, 0.04269
1.7, 2, 15.03, 0.04513
1.7, 2.1, 14.66, 0.04708
