Trace
Log Plot
A.19.05,N9000B
503 EP4 P03 ,01
AllowZeroAtten,False
AM Rejection,True
Automatic Trigger Time,0.1
Automatic Trigger Time State,False
Average Mode,Repeat
Average Number,10
Average State,False
Cancellation,False
Carrier Frequency,59749172.5881626
Electrical Atten,0
Electrical Atten State,False
External Array Trigger Delay,1E-06,0,0,0
External Array Trigger Delay State,False,False,False,False
External Array Trigger Level,1.2,0,0,0
External Array Trigger Slope,Positive,Positive,Positive,Positive
ExternalGainValueSelection,Preamp
ExtGainPreampDb,0
Input Port,RF
Internal Preamp,False
Internal Preamp Band,Low
Line Trigger Delay,1E-06
Line Trigger Delay State,False
Line Trigger Slope,Positive
Meas Type,PhaseNoise
Mechanical Atten,10
MechanicalAttenStepEnum,S2dB
Noise Floor Extension,False
Overdrive(Mech Atten),True
Periodic Timer Period,0.02
Periodic Timer Sync Source,None
Periodic Timer Trigger Delay,1E-06
Periodic Timer Trigger Delay State,False
Preselector Adjust,0
Reference Trace,3
RFBurst Trigger Delay,1E-06
RFBurst Trigger Delay State,False
RFBurst Trigger Level Abs,-20
RFBurst Trigger Level Rel,-6
RFBurst Trigger Level Type,Absolute
RFBurst Trigger Slope,Positive
Smoothing,4
Start Offset,100
Stop Offset,1000000
Threshold,0.01
Trace Type,Raw,Smoothed,Blank,Raw,Raw,Raw
Trigger Holdoff,0.1
Trigger Holdoff State,False
Trigger Source,Free
Trace Name,Trace1
DATA,
100,-28.821021107432
101.546899243308,-31.3924220921329
103.117727459306,-30.5129675265011
104.71285480509,-28.7092563314482
106.332657163716,-26.7019988769831
107.977516232771,-25.5037846885712
109.647819614319,-30.1155487131852
111.343960906236,-25.650544097672
113.066339794964,-31.1709249709664
114.815362149688,-28.3122585400035
116.591440117983,-28.1128892456611
118.39499222293,-27.7224184988968
120.226443461741,-28.328734631937
122.086225405907,-29.3353309745265
123.974776302894,-31.7690028727941
125.892541179417,-34.6804877401329
127.839971946302,-32.216029300785
129.817527504985,-29.4380966023948
131.825673855641,-28.5211365882078
133.864884206999,-30.294626762658
135.935639087853,-30.0009757769857
138.038426460288,-34.9475198811045
140.173741834677,-38.8662991551688
142.342088386434,-28.6919827449408
144.543977074593,-32.6681904445236
146.779926762207,-27.8675749708914
149.05046433862,-30.6238129897657
151.356124843621,-29.0655082663299
153.697451593527,-28.8435260085585
156.074996309211,-32.3487252626924
158.489319246111,-32.0484305910705
160.940989326253,-26.9962839583387
163.430584272314,-31.9010603787284
165.958690743756,-33.5230899527988
168.525904475075,-31.553670401465
171.132830416178,-29.6061661076969
173.780082874938,-34.6867547735438
176.46828566195,-30.8835249576845
179.198072237533,-31.2261211876253
181.970085860998,-33.7082630233852
184.784979742229,-32.1427189630306
187.643417195609,-30.8097269844905
190.546071796325,-32.6301488282666
193.493627539095,-33.5737299995691
196.486778999347,-32.3605770889015
199.526231496888,-33.1528236624008
202.612701262114,-30.0751189061845
205.746915604784,-32.4786773812918
208.929613085404,-28.8786713546707
212.161543689268,-33.6416496977699
215.443469003188,-35.1222038341222
218.776162394955,-33.195788464679
222.160409195581,-32.4221295677897
225.597006884358,-31.2880561759085
229.086765276777,-33.1548745121548
232.630506715363,-33.4077512769545
236.229066263446,-32.1663697449365
239.883291901949,-30.2043632634459
243.594044729203,-31.8956268232951
247.362199163862,-37.30842472875
251.188643150958,-35.0923935360281
255.074278371136,-36.1435123128899
259.020020453132,-35.3072824671678
263.026799189538,-32.7069621036031
267.095558755898,-30.4653254501288
271.227257933203,-35.7284514336608
275.422870333817,-36.669899050982
279.683384630908,-30.6214263419125
284.009804791421,-36.0600549372272
288.403150312661,-34.3173923869719
292.864456462524,-32.9059855416973
297.394774523461,-32.8830941010072
301.995172040202,-34.173648191732
306.666733071318,-37.541731129428
311.410558444676,-34.9618455499415
316.227766016838,-38.2843554607276
321.119490936482,-33.075631957849
326.086885911893,-31.589842033745
331.131121482591,-37.2965418410995
336.253386295163,-39.8421011473796
341.45488738336,-38.2108762132128
346.736850452532,-37.3155273573788
352.100520168452,-34.5715872721369
357.547160450621,-37.57480473624
363.078054770101,-41.0983957029024
368.694506451958,-36.017673245692
374.397838982381,-37.9461772768475
380.189396320561,-40.1798472430506
386.070543215381,-33.8446875747202
392.042665527015,-40.4219208838454
398.107170553497,-39.2602360108887
404.265487362344,-37.0471823763577
410.519067127308,-36.558844946112
416.869383470335,-39.5068329105224
423.317932808821,-37.6758842135694
429.866234708228,-38.1879764374086
436.515832240166,-39.8496295150354
443.268292346009,-37.2481067221176
450.125206206134,-37.6144421627763
457.088189614875,-44.6355208934872
464.158883361278,-42.4487273770512
471.33895361574,-37.6690913307992
478.630092322638,-41.7011174104408
486.034017599022,-40.7119626328363
493.552474139481,-38.4875231480759
501.187233627272,-36.9288095407134
508.940095151809,-34.1248930664226
516.812885632604,-43.682802722363
524.807460249773,-36.1266171743613
532.9257028812,-39.1213052911563
541.169526546464,-41.1538348610879
549.540873857625,-39.5850847405997
558.041717476997,-36.741724486314
566.674060581991,-39.9600124793845
575.439937337157,-37.7685283639353
584.341413373518,-39.5824942180666
593.380586275328,-37.3618932217786
602.559586074358,-39.9104340679578
611.880575751822,-38.3038313663505
621.345751748076,-39.6349085887729
630.957344480193,-37.160520392589
640.717618867554,-38.746928437874
650.628874865557,-40.0404779444496
660.693448007596,-38.7134759058859
670.913709955411,-40.6619444910222
681.292069057961,-40.2627033734085
691.830970918936,-36.9652290199452
702.532898973052,-40.8655648763489
713.400375071256,-42.3549913635269
724.43596007499,-41.3556212387134
