MeasResult
PNOISE:LPL
A.14.04,N9030A
550 DP2 EDP EP1 EXM FS1 FSA LFE LNP MPB NFE NUL P50 PFR RTL ,01
AllowZeroAtten,False
AM Rejection,True
Automatic Trigger Time,0.1
Automatic Trigger Time State,False
Average Mode,Repeat
Average Number,10
Average State,False
Cancellation,False
Carrier Frequency,System.Object[],System.Object[],System.Object[]
Electrical Atten,0
Electrical Atten State,False
External Array Trigger Delay,1E-06,1E-06,0,0
External Array Trigger Delay State,False,False,False,False
External Array Trigger Level,1.2,1.2,0,0
External Array Trigger Slope,Positive,Positive,Positive,Positive
ExternalGainValueSelection,Preamp
ExtGainPreampDb,0
Internal Preamp,False
Internal Preamp Band,Low
Line Trigger Delay,1E-06
Line Trigger Delay State,False
Line Trigger Slope,Positive
Meas Type,PhaseNoise
Mechanical Atten,10
MechanicalAttenStepEnum,S2dB
Overdrive(Mech Atten),False
Periodic Timer Period,0.02
Periodic Timer Sync Source,None
Periodic Timer Trigger Delay,1E-06
Periodic Timer Trigger Delay State,False
Preselector Adjust,0
Reference Trace,3
RFBurst Trigger Delay,1E-06
RFBurst Trigger Delay State,False
RFBurst Trigger Level Abs,-20
RFBurst Trigger Level Rel,-6
RFBurst Trigger Level Type,Absolute
RFBurst Trigger Slope,Positive
Smoothing,4
Start Offset,100
Stop Offset,100000
Threshold,0.01
Trace Type,Raw,Smoothed,Blank,Raw,Raw,Raw
Trigger Holdoff,0.1
Trigger Holdoff State,False
Trigger Source,System.Object[],System.Object[]
MeasResult1,MeasResult2,MeasResult3,MeasResult4,MeasResult5,MeasResult6
,,-103.83,-98.71,,
,,9885.5309,9885.5309,,
,,-97.56,-98.79,,
,,10000,10000,,
,,-97.93,-98.69,,
,,10115.7945,10115.7945,,
,,-100.04,-98.68,,
,,10232.9299,10232.9299,,
,,-99.23,-98.8,,
,,10351.4217,10351.4217,,
,,-102.69,-99.01,,
,,10471.2855,10471.2855,,
,,-102.71,-99.09,,
,,10592.5373,10592.5373,,
,,-98.68,-99.06,,
,,10715.1931,10715.1931,,
,,-92.47,-99.21,,
,,10839.2691,10839.2691,,
,,-98.14,-99.45,,
,,10964.782,10964.782,,
,,-97.65,-99.6,,
,,11091.7482,11091.7482,,
,,-98.76,-99.57,,
,,11220.1845,11220.1845,,
,,-100.12,-99.2,,
,,11350.1082,11350.1082,,
,,-97.72,-99.3,,
,,11481.5362,11481.5362,,
,,-98.53,-99.33,,
,,11614.4861,11614.4861,,
,,-100.48,-99.39,,
,,11748.9755,11748.9755,,
,,-98.61,-99.51,,
,,11885.0223,11885.0223,,
,,-98.83,-99.4,,
,,12022.6443,12022.6443,,
,,-98.62,-99.17,,
,,12161.86,12161.86,,
,,-100.46,-99.29,,
,,12302.6877,12302.6877,,
,,-101.88,-99.65,,
,,12445.1461,12445.1461,,
,,-102.63,-99.81,,
,,12589.2541,12589.2541,,
,,-102.56,-99.98,,
,,12735.0308,12735.0308,,
,,-95.41,-100.29,,
,,12882.4955,12882.4955,,
,,-99.8,-100.34,,
,,13031.6678,13031.6678,,
,,-98.62,-100.57,,
,,13182.5674,13182.5674,,
,,-101.46,-100.67,,
,,13335.2143,13335.2143,,
,,-101.94,-100.59,,
,,13489.6288,13489.6288,,
,,-100.17,-100.83,,
,,13645.8314,13645.8314,,
,,-97.46,-101.05,,
,,13803.8426,13803.8426,,
,,-101.33,-101.43,,
,,13963.6836,13963.6836,,
,,-100.71,-101.75,,
,,14125.3754,14125.3754,,
,,-101.92,-102.07,,
,,14288.9396,14288.9396,,
,,-101.49,-102.03,,
,,14454.3977,14454.3977,,
,,-105.83,-101.96,,
,,14621.7717,14621.7717,,
,,-101.41,-102.17,,
,,14791.0839,14791.0839,,
,,-102.87,-102.32,,
,,14962.3566,14962.3566,,
,,-100.88,-102.54,,
,,15135.6125,15135.6125,,
,,-98.74,-102.57,,
,,15310.8746,15310.8746,,
,,-103.94,-102.65,,
,,15488.1662,15488.1662,,
,,-104.12,-102.91,,
,,15667.5107,15667.5107,,
,,-107.16,-103.17,,
,,15848.9319,15848.9319,,
,,-107.81,-103.22,,
,,16032.4539,16032.4539,,
,,-109.44,-103.22,,
,,16218.101,16218.101,,
,,-101.61,-103.32,,
,,16405.8977,16405.8977,,
,,-100.95,-103.45,,
,,16595.8691,16595.8691,,
,,-100.13,-103.34,,
,,16788.0402,16788.0402,,
,,-103.39,-103.38,,
,,16982.4365,16982.4365,,
,,-103.63,-103.36,,
,,17179.0839,17179.0839,,
,,-102.11,-103.56,,
,,17378.0083,17378.0083,,
,,-103.82,-103.84,,
,,17579.2361,17579.2361,,
,,-106.06,-103.92,,
,,17782.7941,17782.7941,,
,,-103.59,-104.03,,
,,17988.7092,17988.7092,,
,,-102.55,-103.88,,
,,18197.0086,18197.0086,,
,,-100.61,-103.66,,
,,18407.72,18407.72,,
,,-104.27,-103.5,,
,,18620.8714,18620.8714,,
,,-104.49,-103.75,,
,,18836.4909,18836.4909,,
,,-103.28,-104.14,,
,,19054.6072,19054.6072,,
,,-102.32,-104.51,,
,,19275.2491,19275.2491,,
,,-102.41,-104.54,,
,,19498.446,19498.446,,
,,-105.52,-104.68,,
,,19724.2274,19724.2274,,
,,-105.13,-104.87,,
,,19952.6231,19952.6231,,
,,-105.82,-104.93,,
,,20183.6636,20183.6636,,
,,-106.66,-104.9,,
,,20417.3794,20417.3794,,
,,-103.65,-105.07,,
,,20653.8016,20653.8016,,
,,-102.79,-105.36,,
,,20892.9613,20892.9613,,
,,-105.68,-105.74,,
,,21134.8904,21134.8904,,
,,-107.38,-106.18,,
,,21379.6209,21379.6209,,
,,-109.85,-106.17,,
,,21627.1852,21627.1852,,
,,-108.63,-106.25,,
,,21877.6162,21877.6162,,
,,-104.08,-106.32,,
,,22130.9471,22130.9471,,
,,-107.04,-106.36,,
,,22387.2114,22387.2114,,
,,-106.33,-106.39,,
,,22646.4431,22646.4431,,
,,-105.2,-106.2,,
,,22908.6765,22908.6765,,
,,-105.5,-106.22,,
,,23173.9465,23173.9465,,
,,-107.32,-106.26,,
,,23442.2882,23442.2882,,
,,-109.35,-106.37,,
,,23713.7371,23713.7371,,
,,-109.38,-106.48,,
,,23988.3292,23988.3292,,
,,-114.23,-106.39,,
,,24266.101,24266.101,,
,,-104.45,-106.17,,
,,24547.0892,24547.0892,,
,,-104.97,-105.98,,
,,24831.3311,24831.3311,,
,,-103.91,-105.86,,
,,25118.8643,25118.8643,,
,,-103.52,-106.19,,
,,25409.7271,25409.7271,,
,,-106.07,-106.31,,
,,25703.9578,25703.9578,,
,,-100.89,-106.21,,
,,26001.5956,26001.5956,,
,,-106.15,-106.2,,
,,26302.6799,26302.6799,,
,,-107.72,-106.43,,
,,26607.2506,26607.2506,,
,,-105.99,-106.43,,
,,26915.348,26915.348,,
,,-105.38,-106.4,,
,,27227.0131,27227.0131,,
,,-103.61,-106.69,,
,,27542.287,27542.287,,
,,-102.42,-106.45,,
,,27861.2117,27861.2117,,
,,-105.44,-106.5,,
,,28183.8293,28183.8293,,
,,-105.87,-106.44,,
,,28510.1827,28510.1827,,
,,-111.55,-106.53,,
,,28840.315,28840.315,,
,,-109.97,-106.53,,
,,29174.2701,29174.2701,,
,,-103.89,-106.6,,
,,29512.0923,29512.0923,,
,,-105.02,-106.79,,
,,29853.8262,29853.8262,,
,,-110.83,-106.91,,
,,30199.5172,30199.5172,,
,,-107.32,-106.9,,
,,30549.2111,30549.2111,,
,,-108.69,-106.86,,
,,30902.9543,30902.9543,,
,,-115.95,-106.93,,
,,31260.7937,31260.7937,,
,,-108.77,-107.04,,
,,31622.7766,31622.7766,,
,,-105.59,-107.29,,
,,31988.9511,31988.9511,,
,,-103.58,-107.35,,
,,32359.3657,32359.3657,,
,,-105.92,-107.25,,
,,32734.0695,32734.0695,,
,,-103.57,-106.98,,
,,33113.1121,33113.1121,,
,,-107.62,-106.77,,
,,33496.5439,33496.5439,,
,,-105.34,-106.86,,
,,33884.4156,33884.4156,,
,,-108.85,-106.69,,
,,34276.7787,34276.7787,,
,,-107.54,-106.52,,
,,34673.685,34673.685,,
,,-105.12,-106.45,,
,,35075.1874,35075.1874,,
,,-107.02,-106.63,,
,,35481.3389,35481.3389,,
,,-106.12,-106.51,,
,,35892.1935,35892.1935,,
,,-108.09,-106.63,,
,,36307.8055,36307.8055,,
,,-106.84,-106.92,,
,,36728.23,36728.23,,
,,-103.45,-107.11,,
,,37153.5229,37153.5229,,
,,-105.39,-107.06,,
,,37583.7404,37583.7404,,
,,-105.14,-107.27,,
,,38018.9396,38018.9396,,
,,-105.89,-107.24,,
,,38459.1782,38459.1782,,
,,-101.25,-107.15,,
,,38904.5145,38904.5145,,
,,-106.8,-107.06,,
,,39355.0075,39355.0075,,
,,-105.69,-107.06,,
,,39810.7171,39810.7171,,
,,-112.99,-107.05,,
,,40271.7034,40271.7034,,
,,-113.06,-107,,
,,40738.0278,40738.0278,,
,,-111.57,-107.23,,
,,41209.7519,41209.7519,,
,,-112.18,-107.5,,
,,41686.9383,41686.9383,,
,,-108.05,-107.66,,
,,42169.6503,42169.6503,,
,,-104.81,-107.95,,
,,42657.9519,42657.9519,,
,,-108.45,-108.01,,
,,43151.9077,43151.9077,,
,,-106.9,-108.15,,
,,43651.5832,43651.5832,,
,,-103.26,-108.15,,
,,44157.0447,44157.0447,,
,,-106.81,-108.37,,
,,44668.3592,44668.3592,,
,,-107.45,-108.29,,
,,45185.5944,45185.5944,,
,,-104.82,-108.33,,
,,45708.819,45708.819,,
,,-105.89,-108.24,,
,,46238.1021,46238.1021,,
,,-111.53,-107.88,,
,,46773.5141,46773.5141,,
,,-114.26,-107.53,,
,,47315.1259,47315.1259,,
,,-110.47,-107.33,,
,,47863.0092,47863.0092,,
,,-110.24,-107.39,,
,,48417.2368,48417.2368,,
,,-106.79,-107.44,,
,,48977.8819,48977.8819,,
,,-108.19,-107.24,,
,,49545.0191,49545.0191,,
,,-105.99,-107.38,,
,,50118.7234,50118.7234,,
,,-106.31,-107.57,,
,,50699.0708,50699.0708,,
,,-104.91,-107.71,,
,,51286.1384,51286.1384,,
,,-106.73,-107.83,,
,,51880.0039,51880.0039,,
,,-110.81,-107.96,,
,,52480.746,52480.746,,
,,-104.78,-108.13,,
,,53088.4444,53088.4444,,
,,-103.49,-107.92,,
,,53703.1796,53703.1796,,
,,-107.71,-107.62,,
,,54325.0331,54325.0331,,
,,-109.24,-107.48,,
,,54954.0874,54954.0874,,
,,-106.08,-107.29,,
,,55590.4257,55590.4257,,
,,-103.95,-107.26,,
,,56234.1325,56234.1325,,
,,-110.01,-107,,
,,56885.2931,56885.2931,,
,,-107.7,-106.93,,
,,57543.9937,57543.9937,,
,,-109.99,-106.99,,
,,58210.3218,58210.3218,,
,,-110.14,-107.05,,
,,58884.3655,58884.3655,,
,,-107.77,-107.06,,
,,59566.2144,59566.2144,,
,,-109.8,-106.95,,
,,60255.9586,60255.9586,,
,,-106.9,-107.16,,
,,60953.6897,60953.6897,,
,,-107.36,-107.41,,
,,61659.5002,61659.5002,,
,,-107.24,-107.36,,
,,62373.4835,62373.4835,,
,,-105.7,-107.27,,
,,63095.7344,63095.7344,,
,,-106.13,-107.38,,
,,63826.3486,63826.3486,,
,,-102.35,-107.63,,
,,64565.4229,64565.4229,,
,,-104.23,-107.56,,
,,65313.0553,65313.0553,,
,,-107.72,-107.54,,
,,66069.3448,66069.3448,,
,,-106.4,-107.41,,
,,66834.3918,66834.3918,,
,,-107,-107.38,,
,,67608.2975,67608.2975,,
,,-108.27,-107.49,,
,,68391.1647,68391.1647,,
,,-109.55,-107.47,,
,,69183.0971,69183.0971,,
,,-109.11,-107.68,,
,,69984.1996,69984.1996,,
,,-106.68,-107.79,,
,,70794.5784,70794.5784,,
,,-107.17,-108.01,,
,,71614.341,71614.341,,
,,-108.54,-108.2,,
,,72443.596,72443.596,,
,,-109.85,-108.44,,
,,73282.4533,73282.4533,,
,,-108.4,-108.91,,
,,74131.0241,74131.0241,,
,,-107.2,-109.23,,
,,74989.4209,74989.4209,,
,,-106.98,-109.29,,
,,75857.7575,75857.7575,,
,,-109.3,-109.55,,
,,76736.1489,76736.1489,,
,,-110.4,-109.74,,
,,77624.7117,77624.7117,,
,,-109.28,-109.81,,
,,78523.5635,78523.5635,,
,,-111.7,-110.01,,
,,79432.8235,79432.8235,,
,,-109.9,-110.32,,
,,80352.6122,80352.6122,,
,,-112.48,-110.55,,
,,81283.0516,81283.0516,,
,,-109.88,-110.8,,
,,82224.265,82224.265,,
,,-111.74,-111.06,,
,,83176.3771,83176.3771,,
,,-113.16,-111.39,,
,,84139.5142,84139.5142,,
,,-111.63,-111.72,,
,,85113.8038,85113.8038,,
,,-109,-111.94,,
,,86099.3752,86099.3752,,
,,-112.41,-112.11,,
,,87096.359,87096.359,,
,,-111.33,-112.47,,
,,88104.8873,88104.8873,,
,,-109.89,-112.68,,
,,89125.0938,89125.0938,,
,,-114.13,-112.95,,
,,90157.1138,90157.1138,,
,,-116.38,-113.14,,
,,91201.0839,91201.0839,,
,,-111.92,-113.4,,
,,92257.1427,92257.1427,,
,,-112.98,-113.62,,
,,93325.4301,93325.4301,,
,,-114.34,-113.89,,
,,94406.0876,94406.0876,,
,,-117.57,-114.15,,
,,95499.2586,95499.2586,,
,,-115.95,-114.52,,
,,96605.0879,96605.0879,,
,,-112.17,-114.89,,
,,97723.7221,97723.7221,,
,,-111.02,-115,,
,,98855.3095,98855.3095,,
,,-117.55,-115.33,,
,,100000,100000,,
,,-115.23,-115.4,,
