# 2020-02-25_13.07.10
# shape = Gauss
# FWHM_ps = 0.1
# carrier_nm = 1550
# frep_MHz = 13000
# pow_mW = 7200
# GDD = 0.0
# propa_len = 0.3
# untap_len = 0.01
# taper_len = 0.12
# waist_len = 0.03
# uptap_len = 0.12
# untap_scale = 1.0
# waist_scale = 0.24
# workingDir = NL_20110305_12 (Spirou)
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
500.058737	-131.706718
500.142161	-134.272347
500.225614	-136.120717
500.309094	-129.337175
500.392602	-130.365619
500.476138	-138.468962
500.559702	-136.853599
500.643294	-138.224595
500.726913	-142.379819
500.810561	-130.479741
500.894236	-128.899880
500.977940	-133.268971
501.061672	-143.240885
501.145431	-136.526400
501.229219	-141.157166
501.313034	-130.926828
501.396878	-128.585141
501.480749	-133.946196
501.564649	-145.675978
501.648577	-136.743362
501.732533	-138.929426
501.816517	-129.615351
501.900529	-128.324269
501.984569	-135.520926
502.068638	-140.982048
502.152734	-136.072246
502.236859	-137.435942
502.321012	-130.472967
502.405193	-129.825656
502.489402	-137.211745
502.573640	-139.195218
502.657906	-132.723912
502.742200	-134.738845
502.826522	-134.316828
502.910873	-131.550139
502.995252	-135.850125
503.079659	-141.472290
503.164095	-132.868100
503.248559	-135.545320
503.333051	-137.191275
503.417572	-135.092396
503.502121	-145.088763
503.586698	-138.383163
503.671304	-134.864672
503.755939	-135.611626
503.840601	-136.308410
503.925293	-144.183331
504.010012	-145.821905
504.094761	-143.498061
504.179537	-140.894133
504.264343	-135.587857
504.349176	-136.909859
504.434039	-140.413750
504.518930	-141.252843
504.603849	-144.154346
504.688797	-147.185788
504.773774	-140.900630
504.858779	-138.826780
504.943813	-138.750065
505.028876	-136.353182
505.113967	-137.728397
505.199087	-147.728402
505.284235	-147.709735
505.369413	-140.215797
505.454619	-136.864833
505.539854	-137.025995
505.625117	-138.618894
505.710409	-140.949419
505.795731	-152.623518
505.881080	-137.353188
505.966459	-135.766936
506.051867	-139.120987
506.137303	-139.002289
506.222768	-139.616700
506.308262	-148.978653
506.393785	-142.476355
506.479337	-141.131585
506.564918	-140.202768
506.650528	-134.718483
506.736166	-133.329513
506.821834	-138.083575
506.907530	-153.466297
506.993256	-149.301745
507.079010	-140.542715
507.164794	-133.286665
507.250606	-133.465877
507.336448	-138.415246
507.422319	-139.112429
507.508219	-141.095665
507.594147	-142.344796
507.680105	-133.830198
507.766092	-133.551658
507.852109	-136.161639
507.938154	-132.182216
508.024228	-133.062678
508.110332	-149.343054
508.196465	-133.532017
508.282627	-133.957441
508.368818	-135.237939
508.455039	-129.880648
508.541289	-132.056685
508.627568	-144.405221
508.713876	-135.709709
508.800214	-143.494095
508.886581	-133.856856
508.972977	-128.850754
509.059403	-130.550946
509.145858	-140.982824
509.232342	-140.460193
509.318856	-144.870887
509.405399	-134.494445
509.491971	-129.071365
509.578573	-130.467034
509.665205	-139.757578
509.751866	-137.506350
509.838556	-137.502291
509.925276	-133.346881
510.012025	-130.281920
510.098804	-133.413793
510.185612	-139.683645
510.272450	-133.342588
510.359318	-133.675292
510.446215	-136.544207
510.533142	-133.946011
510.620098	-135.769228
510.707084	-132.871625
510.794100	-128.776395
510.881145	-132.494488
510.968220	-147.899647
511.055324	-139.549764
511.142459	-136.523741
511.229623	-128.183302
511.316817	-128.906458
511.404040	-141.069575
511.491293	-139.891407
511.578576	-157.910440
511.665889	-132.659336
511.753232	-128.973670
511.840604	-132.308464
511.928007	-140.410567
512.015439	-134.198734
512.102901	-138.808299
512.190393	-132.535925
512.277915	-130.043702
512.365466	-136.634633
512.453048	-133.511629
512.540660	-132.756628
512.628301	-144.115871
512.715973	-133.707708
512.803674	-135.598169
512.891406	-137.980823
512.979167	-131.888019
513.066959	-133.236597
513.154781	-140.484512
513.242632	-138.540723
513.330514	-145.423550
513.418426	-137.709623
513.506368	-131.340637
513.594340	-132.427831
513.682343	-144.522245
513.770375	-135.935849
513.858438	-136.905240
513.946531	-139.170916
514.034654	-134.547313
514.122807	-139.526654
514.210991	-140.304810
514.299204	-133.133839
514.387449	-135.489644
514.475723	-146.802285
514.564028	-138.352903
514.652363	-155.513621
514.740728	-136.661840
514.829124	-134.444500
514.917550	-143.993457
515.006006	-140.437465
515.094493	-142.295576
515.183010	-145.709651
515.271558	-140.041344
515.360136	-146.012383
515.448744	-143.398444
515.537383	-139.074779
515.626053	-144.423178
515.714753	-155.274541
515.803483	-145.780001
515.892244	-141.525424
515.981036	-139.153138
516.069858	-141.381597
516.158711	-156.141183
516.247594	-140.698147
516.336508	-138.856125
516.425453	-142.874543
516.514428	-157.429368
516.603434	-142.228128
516.692471	-135.893630
516.781538	-137.161012
516.870636	-150.261646
516.959765	-146.623280
517.048925	-139.867102
517.138115	-133.941766
517.227336	-134.539077
517.316588	-148.658590
517.405870	-138.970043
517.495184	-142.942955
517.584528	-134.712346
517.673903	-133.533568
517.763309	-141.382764
517.852746	-133.274136
517.942214	-135.271799
518.031713	-138.310909
518.121243	-133.645910
518.210803	-143.064511
518.300395	-131.315475
518.390017	-129.606640
518.479671	-139.603001
518.569356	-137.987472
518.659071	-146.875490
518.748818	-132.532150
518.838596	-127.678957
518.928404	-131.084342
519.018244	-162.716725
519.108115	-136.930889
519.198018	-138.036125
519.287951	-129.668713
519.377915	-127.846889
519.467911	-139.459457
519.557938	-134.003493
519.647996	-132.774609
519.738085	-133.241642
519.828206	-129.631571
519.918357	-135.741385
520.008540	-135.404609
520.098755	-132.149454
520.189000	-135.986354
520.279277	-132.059276
520.369586	-132.911762
520.459925	-136.549049
520.550296	-128.428324
520.640699	-136.160987
520.731133	-140.374772
520.821598	-132.549162
520.912095	-142.647770
521.002623	-127.705569
521.093182	-132.193148
521.183774	-137.452232
521.274396	-144.196521
521.365050	-139.177440
521.455736	-135.587263
521.546453	-134.161764
521.637202	-144.357889
521.727982	-134.214792
521.818794	-132.334326
521.909638	-140.541440
522.000513	-143.999284
522.091420	-139.766124
522.182359	-135.527241
522.273329	-130.341696
522.364331	-142.816708
522.455364	-132.922107
522.546430	-144.883274
522.637527	-131.748501
522.728656	-132.609159
522.819817	-140.767189
522.911009	-134.230879
523.002233	-135.488709
523.093490	-137.390561
523.184778	-131.369521
523.276097	-133.546620
523.367449	-130.708534
523.458833	-128.313303
523.550248	-134.029058
523.641696	-126.262634
523.733175	-135.996509
523.824687	-124.990870
523.916230	-134.065878
524.007806	-124.937036
524.099413	-130.174825
524.191053	-128.770230
524.282724	-134.342894
524.374428	-130.650197
524.466163	-129.967835
524.557931	-127.783710
524.649731	-143.268897
524.741563	-135.088759
524.833427	-136.686843
524.925324	-131.310574
525.017252	-136.855377
525.109213	-138.764485
525.201206	-141.268337
525.293231	-133.223045
525.385289	-130.708793
525.477378	-142.051465
525.569500	-135.001699
525.661655	-143.410187
525.753841	-132.883605
525.846060	-129.383400
525.938312	-132.694760
526.030595	-134.268358
526.122912	-134.368443
526.215260	-133.049348
526.307641	-128.395158
526.400054	-131.246857
526.492500	-139.906790
526.584979	-132.829045
526.677489	-134.513664
526.770033	-129.210976
526.862609	-133.295259
526.955217	-138.903123
527.047858	-140.556322
527.140531	-134.869884
527.233238	-132.451497
527.325976	-139.662190
527.418748	-146.927039
527.511552	-145.357804
527.604388	-140.517939
527.697258	-134.052413
527.790160	-133.350663
527.883095	-136.007941
527.976062	-132.826047
528.069063	-136.780156
528.162096	-133.320485
528.255161	-132.598255
528.348260	-139.910925
528.441391	-135.689126
528.534556	-138.819182
528.627753	-136.664354
528.720983	-132.948746
528.814246	-139.948763
528.907542	-141.060382
529.000870	-148.426775
529.094232	-133.012435
529.187627	-133.144860
529.281054	-135.453452
529.374515	-140.028527
529.468009	-154.535431
529.561535	-135.029362
529.655095	-131.946099
529.748688	-134.879374
529.842314	-134.715993
529.935973	-131.236696
530.029665	-131.211541
530.123390	-131.644745
530.217148	-134.977939
530.310940	-132.726597
530.404765	-130.047861
530.498623	-127.746706
530.592514	-132.051364
530.686438	-137.439972
530.780396	-129.757568
530.874387	-126.043721
530.968411	-128.794024
531.062468	-134.154919
531.156559	-131.106615
531.250683	-128.126707
531.344841	-129.321059
531.439032	-130.933368
531.533256	-129.027079
531.627514	-127.802498
531.721805	-127.860248
531.816130	-129.104737
531.910488	-131.285969
532.004880	-128.923181
532.099305	-128.087887
532.193764	-128.290375
532.288256	-131.381006
532.382782	-131.861377
532.477341	-131.564799
532.571934	-133.659025
532.666560	-137.008419
532.761221	-130.618349
532.855914	-127.223344
532.950642	-127.912850
533.045403	-134.627264
533.140198	-145.495712
533.235027	-131.778892
533.329889	-127.897315
533.424785	-130.950484
533.519715	-134.325769
533.614679	-138.408725
533.709676	-135.130248
533.804707	-129.929734
533.899773	-133.049283
533.994872	-134.408287
534.090005	-134.147918
534.185171	-134.377212
534.280372	-130.601714
534.375607	-137.477372
534.470875	-140.281586
534.566178	-138.165703
534.661515	-129.873959
534.756885	-131.153811
534.852290	-139.846922
534.947729	-138.100212
535.043201	-128.232721
535.138708	-126.547635
535.234249	-130.876368
535.329824	-145.899459
535.425433	-132.842725
535.521077	-126.633704
535.616754	-126.081811
535.712466	-129.482298
535.808212	-134.496928
535.903992	-134.026197
535.999807	-131.038195
536.095655	-128.513647
536.191538	-126.802946
536.287456	-127.140227
536.383407	-130.185338
536.479393	-136.643673
536.575414	-130.641713
536.671468	-126.608732
536.767557	-125.806462
536.863681	-127.227154
536.959839	-131.643283
537.056031	-135.963241
537.152258	-130.984724
537.248519	-127.339305
537.344815	-126.174124
537.441146	-127.598399
537.537510	-132.761126
537.633910	-136.868441
537.730344	-128.587088
537.826813	-127.091566
537.923316	-130.562011
538.019854	-148.081690
538.116427	-131.069201
538.213034	-127.392770
538.309676	-127.666344
538.406352	-129.727296
538.503064	-129.953772
538.599810	-127.057910
538.696591	-125.773724
538.793407	-125.836373
538.890257	-126.711258
538.987142	-127.515644
539.084063	-127.328781
539.181018	-128.302261
539.278008	-129.627261
539.375032	-130.411507
539.472092	-132.176417
539.569187	-135.149502
539.666316	-139.270145
539.763481	-139.423335
539.860681	-140.787363
539.957915	-150.670208
540.055185	-134.124640
540.152490	-129.409254
540.249829	-128.788587
540.347204	-131.073934
540.444614	-138.935906
540.542059	-138.761421
540.639540	-130.172891
540.737055	-128.720454
540.834606	-130.318757
540.932191	-132.370488
541.029812	-133.172818
541.127469	-133.138184
541.225160	-133.112956
541.322887	-134.233986
541.420649	-134.912141
541.518446	-131.811992
541.616279	-128.383902
541.714147	-127.785400
541.812051	-131.184972
541.909990	-137.612178
542.007964	-131.880585
542.105974	-125.543917
542.204019	-123.725187
542.302099	-125.517249
542.400216	-129.173525
542.498367	-132.891156
542.596554	-127.909689
542.694777	-124.641762
542.793035	-126.124795
542.891329	-132.720242
542.989659	-139.232294
543.088024	-128.919866
543.186425	-126.706101
543.284861	-130.500989
543.383333	-143.524616
543.481841	-127.735595
543.580384	-124.404974
543.678964	-124.317861
543.777579	-128.241078
543.876230	-145.304070
543.974916	-128.743572
544.073639	-124.575914
544.172397	-123.980108
544.271191	-126.291154
544.370021	-131.790241
544.468887	-131.045401
544.567789	-126.343077
544.666727	-124.768044
544.765700	-124.770940
544.864710	-125.952678
544.963756	-127.336568
545.062837	-125.831825
545.161955	-124.573392
545.261109	-125.372301
545.360299	-127.759018
545.459525	-129.075353
545.558787	-127.054432
545.658085	-125.339508
545.757419	-125.630113
545.856790	-128.588887
545.956197	-131.590028
546.055640	-126.629136
546.155119	-123.856924
546.254634	-123.450364
546.354186	-125.422944
546.453774	-135.946888
546.553398	-127.589125
546.653059	-121.690552
546.752756	-121.156377
546.852489	-123.986355
546.952259	-125.250684
547.052065	-122.869722
547.151908	-121.914513
547.251787	-122.454368
547.351702	-125.040148
547.451654	-126.836749
547.551643	-125.709390
547.651668	-125.602672
547.751730	-129.928213
547.851828	-129.854673
547.951963	-125.630041
548.052134	-125.801654
548.152342	-129.044923
548.252587	-133.800303
548.352868	-127.432913
548.453186	-124.743395
548.553541	-126.028900
548.653932	-133.117166
548.754360	-137.351100
548.854825	-126.919827
548.955327	-124.112154
549.055866	-124.802885
549.156441	-129.570943
549.257053	-145.585442
549.357703	-130.698617
549.458389	-125.453328
549.559112	-124.087440
549.659872	-125.616857
549.760668	-130.521651
549.861502	-143.867560
549.962373	-128.075000
550.063281	-123.101157
550.164226	-122.025640
550.265208	-124.244583
550.366227	-134.200707
550.467283	-129.442918
550.568376	-123.083741
550.669506	-123.355131
550.770674	-129.500966
550.871879	-138.768498
550.973121	-126.140238
551.074400	-124.335877
551.175716	-129.024078
551.277070	-133.985514
551.378461	-125.779669
551.479889	-123.357657
551.581354	-125.336757
551.682857	-133.974371
551.784398	-128.452792
551.885975	-126.522704
551.987590	-127.347443
552.089243	-132.589434
552.190933	-132.950866
552.292660	-130.706244
552.394425	-137.377932
552.496227	-133.330941
552.598067	-130.877569
552.699945	-132.030381
552.801860	-132.331608
552.903812	-124.569147
553.005802	-122.805438
553.107830	-125.622238
553.209896	-132.183176
553.311999	-128.573139
553.414140	-123.662320
553.516318	-122.820692
553.618535	-125.465451
553.720789	-131.794436
553.823081	-135.835697
553.925410	-128.983521
554.027778	-125.046250
554.130183	-124.490456
554.232627	-128.399621
554.335108	-136.633045
554.437627	-127.719175
554.540184	-124.878127
554.642778	-126.596289
554.745411	-139.666862
554.848082	-130.259811
554.950791	-126.227055
555.053538	-127.611276
555.156323	-133.270782
555.259146	-135.243693
555.362007	-129.965697
555.464906	-132.937736
555.567844	-138.948690
555.670819	-135.218313
555.773833	-148.025073
555.876885	-131.605085
555.979975	-126.164252
556.083103	-125.646020
556.186270	-132.712000
556.289475	-126.371529
556.392718	-120.248729
556.495999	-119.804110
556.599319	-124.512712
556.702678	-139.099238
556.806074	-122.364667
556.909509	-120.483493
557.012983	-125.419056
557.116495	-129.996238
557.220045	-122.011305
557.323634	-120.798975
557.427262	-125.554630
557.530928	-131.307689
557.634632	-120.640877
557.738376	-119.342478
557.842157	-123.407973
557.945978	-141.814900
558.049837	-123.980401
558.153735	-121.763582
558.257671	-125.836367
558.361646	-132.621680
558.465660	-124.209464
558.569713	-124.395638
558.673804	-131.891607
558.777934	-132.527613
558.882104	-126.675851
558.986311	-127.640393
559.090558	-130.462327
559.194844	-125.861837
559.299168	-127.820328
559.403532	-138.680824
559.507934	-124.353396
559.612376	-121.307905
559.716856	-123.518683
559.821376	-134.801793
559.925934	-121.968865
560.030532	-118.952989
560.135169	-121.552603
560.239844	-132.315228
560.344559	-123.525426
560.449313	-120.321370
560.554106	-122.339793
560.658939	-131.910221
560.763810	-126.573538
560.868721	-124.388856
560.973671	-135.495990
561.078661	-127.212574
561.183690	-122.352970
561.288758	-121.813452
561.393865	-124.761323
561.499012	-124.233389
561.604198	-119.303730
561.709424	-120.389725
561.814689	-123.102610
561.919993	-120.009831
562.025337	-119.794669
562.130721	-120.781570
562.236144	-120.729131
562.341606	-119.155728
562.447108	-118.123713
562.552650	-120.911523
562.658231	-125.644529
562.763852	-120.778995
562.869513	-121.392486
562.975213	-130.866588
563.080953	-133.060017
563.186733	-128.160077
563.292552	-130.350052
563.398412	-141.831903
563.504311	-123.844002
563.610250	-120.998278
563.716228	-126.146056
563.822247	-131.170775
563.928306	-124.332130
564.034404	-128.955084
564.140542	-133.462773
564.246721	-141.717917
564.352939	-126.043511
564.459197	-124.130021
564.565495	-138.398690
564.671834	-124.107265
564.778212	-121.773817
564.884630	-131.490310
564.991089	-126.642508
565.097588	-124.813635
565.204127	-136.782488
565.310706	-126.641074
565.417325	-129.542925
565.523984	-123.002577
565.630684	-120.187186
565.737424	-130.193677
565.844204	-122.009326
565.951025	-118.591936
566.057886	-125.062152
566.164787	-126.665258
566.271729	-124.773521
566.378711	-132.289052
566.485734	-122.312683
566.592796	-124.812695
566.699900	-119.747606
566.807044	-115.124665
566.914228	-118.472460
567.021453	-120.640033
567.128719	-113.598137
567.236025	-115.226137
567.343372	-119.999466
567.450759	-113.724287
567.558187	-114.271801
567.665656	-118.249059
567.773166	-112.965030
567.880716	-113.884516
567.988307	-119.452846
568.095939	-114.089064
568.203611	-113.155016
568.311325	-119.149952
568.419079	-117.698408
568.526874	-115.082083
568.634710	-120.796140
568.742587	-119.162127
568.850505	-116.124153
568.958463	-123.918234
569.066463	-118.913322
569.174504	-114.720390
569.282586	-119.976257
569.390709	-124.295600
569.498873	-116.346018
569.607078	-119.447650
569.715324	-134.047569
569.823611	-119.887541
569.931940	-121.101811
570.040309	-129.737098
570.148720	-121.077400
570.257172	-120.853299
570.365666	-126.154435
570.474201	-120.925470
570.582777	-118.439728
570.691394	-120.029550
570.800053	-122.905711
570.908753	-117.654784
571.017494	-114.614296
571.126277	-119.166125
571.235102	-127.039350
571.343968	-115.782241
571.452875	-116.157342
571.561824	-128.609635
571.670814	-120.429981
571.779846	-118.757673
571.888920	-123.118721
571.998035	-135.486963
572.107192	-127.575965
572.216391	-129.355594
572.325631	-127.342237
572.434913	-124.110678
572.544237	-121.940716
572.653602	-121.268742
572.763010	-121.711551
572.872459	-122.325911
572.981950	-118.830230
573.091482	-120.044898
573.201057	-121.698149
573.310674	-118.471091
573.420332	-120.840927
573.530033	-125.420994
573.639775	-121.196359
573.749560	-123.082827
573.859386	-123.660113
573.969255	-123.303074
574.079165	-123.536453
574.189118	-117.124741
574.299113	-117.337276
574.409150	-119.412861
574.519229	-114.278060
574.629351	-112.260602
574.739514	-113.023896
574.849720	-114.831992
574.959968	-112.479894
575.070259	-110.498344
575.180591	-112.512382
575.290966	-114.220780
575.401384	-110.734390
575.511844	-111.319771
575.622346	-114.269752
575.732891	-112.439947
575.843478	-113.234426
575.954108	-115.449264
576.064780	-113.375381
576.175494	-115.051835
576.286252	-118.136550
576.397052	-116.159764
576.507894	-116.430966
576.618779	-114.451534
576.729707	-114.853744
576.840678	-116.253000
576.951691	-111.972776
577.062747	-112.281289
577.173845	-115.386889
577.284987	-112.283575
577.396171	-112.574352
577.507398	-114.804832
577.618668	-112.106806
577.729981	-113.879777
577.841337	-118.119327
577.952736	-112.313696
578.064177	-113.359045
578.175662	-121.715114
578.287190	-114.334316
578.398760	-113.723794
578.510374	-117.134488
578.622031	-115.363884
578.733731	-116.487010
578.845474	-117.611186
578.957260	-114.247797
579.069090	-116.556424
579.180963	-126.329613
579.292878	-116.946801
579.404838	-117.095059
579.516840	-129.074817
579.628886	-123.333587
579.740975	-121.463630
579.853107	-131.943622
579.965283	-127.024713
580.077502	-125.788568
580.189765	-134.171352
580.302071	-125.398065
580.414421	-125.277078
580.526814	-129.240957
580.639251	-120.419466
580.751731	-118.292723
580.864255	-122.139956
580.976822	-123.541450
581.089433	-118.364349
581.202088	-120.173895
581.314786	-150.041740
581.427528	-121.310821
581.540314	-120.407866
581.653144	-129.815577
581.766017	-121.659439
581.878935	-119.693232
581.991896	-129.235831
582.104901	-122.415202
582.217950	-116.957225
582.331042	-118.713971
582.444179	-128.997183
582.557360	-118.705461
582.670584	-115.750248
582.783853	-119.056834
582.897166	-124.671007
583.010523	-116.459270
583.123924	-115.657282
583.237369	-121.423707
583.350858	-119.322259
583.464391	-115.065441
583.577969	-116.154946
583.691590	-116.766154
583.805257	-113.364436
583.918967	-112.142146
584.032721	-112.337010
584.146520	-111.890248
584.260364	-111.372425
584.374251	-111.707458
584.488184	-112.329015
584.602160	-112.758405
584.716181	-113.133662
584.830247	-113.791200
584.944357	-114.809318
585.058511	-115.404648
585.172710	-115.016896
585.286954	-114.615232
585.401242	-114.625281
585.515575	-115.076748
585.629953	-115.072894
585.744375	-114.071658
585.858842	-114.072784
585.973354	-115.484041
586.087910	-114.027266
586.202512	-111.581993
586.317158	-111.232043
586.431849	-111.461435
586.546585	-110.161024
586.661366	-109.236103
586.776191	-109.612441
586.891062	-109.849150
587.005978	-109.261153
587.120938	-109.226632
587.235944	-110.012254
587.350995	-110.461092
587.466091	-110.182374
587.581232	-110.164892
587.696418	-110.837475
587.811649	-111.289241
587.926926	-110.900080
588.042248	-110.894546
588.157615	-111.969417
588.273027	-112.806172
588.388484	-112.604587
588.503987	-113.238120
588.619536	-115.428390
588.735129	-116.982968
588.850768	-117.137003
588.966453	-118.949946
589.082183	-123.273179
589.197958	-127.672990
589.313779	-132.953161
589.429646	-139.467975
589.545558	-126.291636
589.661515	-121.211024
589.777519	-117.786646
589.893568	-115.795031
590.009662	-114.916271
590.125802	-114.110831
590.241989	-113.046174
590.358220	-112.612184
590.474498	-113.096916
590.590821	-113.721476
590.707191	-113.729729
590.823606	-113.886707
590.940067	-114.891416
591.056574	-116.263210
591.173127	-116.748825
591.289725	-116.259894
591.406370	-116.037974
591.523061	-116.980625
591.639798	-118.894704
591.756581	-119.140257
591.873410	-118.036126
591.990286	-118.771742
592.107207	-122.722859
592.224175	-128.650336
592.341189	-126.581881
592.458249	-128.088281
592.575355	-136.655891
592.692508	-126.679402
592.809707	-122.929908
592.926952	-123.074933
593.044244	-125.263153
593.161582	-126.442123
593.278967	-125.198299
593.396398	-124.034900
593.513876	-123.616980
593.631400	-124.333216
593.748970	-127.053673
593.866588	-130.841865
593.984252	-127.834142
594.101962	-124.764229
594.219719	-124.287937
594.337523	-125.162074
594.455374	-124.564927
594.573271	-122.992234
594.691215	-122.496696
594.809206	-123.050364
594.927244	-123.860974
595.045328	-124.854469
595.163460	-126.188799
595.281638	-127.017241
595.399863	-126.044244
595.518136	-122.440105
595.636455	-118.891156
595.754821	-117.121947
595.873235	-116.973084
595.991695	-117.273191
596.110203	-116.588805
596.228757	-115.927222
596.347359	-116.648426
596.466008	-118.634614
596.584705	-120.310537
596.703448	-120.186729
596.822239	-118.417240
596.941077	-116.538559
597.059963	-116.155682
597.178895	-117.870163
597.297876	-119.616672
597.416903	-118.089048
597.535978	-117.333620
