# 2020-06-24_11.41.16
# shape = Gauss
# FWHM_ps = 0.13
# carrier_nm = 1050
# frep_MHz = 250
# pow_mW = 200
# GDD = 0.0
# propa_len = 0.3
# untap_len = 0.005
# taper_len = 0.24
# waist_len = 0.01
# uptap_len = 0.01
# untap_scale = 1.0
# waist_scale = 1.0
# workingDir = NL_20110305_12 (Spirou)
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
358.853832	-137.571608
358.896792	-144.002297
358.939763	-133.303514
358.982744	-144.240574
359.025735	-136.376190
359.068736	-141.501159
359.111748	-136.673102
359.154770	-143.371155
359.197802	-132.802195
359.240845	-135.536096
359.283898	-136.541291
359.326961	-144.446492
359.370035	-135.841265
359.413119	-134.999215
359.456213	-141.467592
359.499317	-132.879179
359.542432	-131.728962
359.585558	-138.833601
359.628693	-137.796256
359.671839	-136.716244
359.714995	-137.672223
359.758162	-142.795913
359.801339	-136.544786
359.844526	-136.772812
359.887724	-139.407548
359.930932	-138.560165
359.974151	-139.182275
360.017380	-141.809633
360.060619	-142.140244
360.103869	-149.729324
360.147129	-133.948441
360.190399	-141.135540
360.233680	-145.176348
360.276971	-136.242360
360.320273	-140.487748
360.363585	-138.080600
360.406907	-153.763394
360.450240	-138.832586
360.493584	-144.142220
360.536937	-143.770726
360.580302	-139.211278
360.623676	-138.092144
360.667061	-142.512067
360.710457	-138.619144
360.753863	-141.412246
360.797279	-138.108492
360.840706	-139.316066
360.884143	-134.325704
360.927591	-137.943964
360.971049	-140.497462
361.014518	-141.992188
361.057997	-148.289035
361.101486	-135.845931
361.144987	-139.747723
361.188497	-141.276504
361.232018	-144.632766
361.275550	-146.430323
361.319092	-141.549832
361.362644	-144.736370
361.406207	-141.706285
361.449781	-138.487121
361.493365	-149.555574
361.536960	-135.930874
361.580565	-140.835796
361.624180	-142.696170
361.667806	-151.692425
361.711443	-143.516840
361.755090	-145.975707
361.798748	-138.608238
361.842416	-138.490876
361.886095	-139.355056
361.929784	-136.653013
361.973484	-143.073066
362.017195	-140.156340
362.060916	-153.498093
362.104647	-137.097994
362.148389	-138.160047
362.192142	-141.700103
362.235905	-138.160192
362.279679	-136.744979
362.323464	-143.426766
362.367259	-145.671766
362.411064	-140.607938
362.454880	-149.728884
362.498707	-144.070149
362.542545	-133.446483
362.586393	-137.076953
362.630251	-140.925928
362.674120	-140.888169
362.718000	-148.903105
362.761891	-140.916960
362.805792	-140.010060
362.849703	-139.672654
362.893626	-149.300971
362.937559	-135.895610
362.981502	-139.079992
363.025457	-150.051707
363.069422	-142.620202
363.113397	-145.416767
363.157383	-145.350979
363.201380	-145.698864
363.245388	-143.323205
363.289406	-143.985768
363.333435	-154.925948
363.377474	-146.875283
363.421524	-139.919251
363.465585	-134.270333
363.509657	-143.341531
363.553739	-145.699742
363.597832	-146.217952
363.641936	-142.686344
363.686050	-141.746406
363.730175	-141.701098
363.774311	-140.595552
363.818457	-140.775764
363.862615	-144.774662
363.906783	-141.513990
363.950961	-149.286054
363.995151	-140.486527
364.039351	-139.106787
364.083561	-139.877025
364.127783	-137.724056
364.172015	-145.156936
364.216258	-141.499247
364.260512	-143.581244
364.304777	-145.637053
364.349052	-141.568736
364.393338	-156.362397
364.437635	-151.612198
364.481943	-141.617298
364.526261	-146.098139
364.570590	-139.694938
364.614930	-139.618116
364.659281	-137.999566
364.703643	-137.041976
364.748015	-137.211164
364.792398	-138.162890
364.836792	-135.427202
364.881197	-138.433551
364.925612	-141.320962
364.970039	-136.064430
365.014476	-142.341379
365.058924	-133.663426
365.103383	-137.048207
365.147852	-141.312568
365.192333	-137.369200
365.236824	-137.264045
365.281326	-138.775298
365.325839	-141.280159
365.370363	-140.092740
365.414898	-160.855706
365.459444	-146.517014
365.504000	-136.869077
365.548567	-152.517323
365.593146	-146.567619
365.637735	-153.275815
365.682335	-156.322311
365.726945	-139.294614
365.771567	-134.189885
365.816200	-139.307992
365.860843	-140.268639
365.905498	-141.049715
365.950163	-136.632578
365.994839	-140.330223
366.039526	-146.106570
366.084224	-144.181036
366.128933	-141.256514
366.173653	-140.150177
366.218384	-148.695166
366.263126	-140.083717
366.307878	-134.916231
366.352642	-135.532042
366.397416	-137.632346
366.442202	-133.150144
366.486998	-132.581171
366.531806	-137.279450
366.576624	-135.819957
366.621453	-138.663766
366.666293	-138.295588
366.711145	-137.353184
366.756007	-138.020012
366.800880	-140.633545
366.845764	-149.086398
366.890659	-154.777296
366.935566	-141.927721
366.980483	-136.423979
367.025411	-137.000537
367.070350	-145.013704
367.115300	-143.373812
367.160261	-141.306829
367.205233	-152.531039
367.250217	-147.463478
367.295211	-144.412417
367.340216	-149.571011
367.385232	-179.271636
367.430260	-158.286418
367.475298	-151.630664
367.520347	-139.916253
367.565408	-136.863525
367.610479	-138.225359
367.655562	-139.200743
367.700655	-139.296024
367.745760	-137.973020
367.790876	-136.926978
367.836003	-136.142266
367.881140	-136.975295
367.926289	-142.520581
367.971449	-141.329461
368.016621	-139.192565
368.061803	-134.437970
368.106996	-139.216995
368.152200	-134.501636
368.197416	-137.750342
368.242643	-149.279392
368.287880	-142.644665
368.333129	-138.498880
368.378389	-136.760525
368.423660	-137.511692
368.468942	-140.572163
368.514236	-138.723487
368.559540	-142.067713
368.604856	-150.210549
368.650183	-145.576116
368.695521	-146.351978
368.740870	-147.619154
368.786230	-138.142552
368.831601	-152.821766
368.876984	-144.410252
368.922378	-142.063496
368.967783	-135.827043
369.013199	-136.691464
369.058626	-141.949400
369.104064	-140.643684
369.149514	-139.235963
369.194975	-135.466772
369.240447	-139.700437
369.285930	-131.495735
369.331424	-134.129772
369.376930	-131.960662
369.422447	-132.715523
369.467975	-133.531930
369.513514	-133.245852
369.559065	-133.998285
369.604627	-132.629728
369.650200	-136.772741
369.695784	-140.778935
369.741379	-140.920048
