# 2020-06-24_10.43.00
# shape = Gauss
# FWHM_ps = 0.13
# carrier_nm = 1050
# frep_MHz = 250
# pow_mW = 200
# GDD = 0.0
# propa_len = 0.3
# untap_len = 0.005
# taper_len = 0.24
# waist_len = 0.01
# uptap_len = 0.08
# untap_scale = 1.0
# waist_scale = 0.6
# workingDir = NL_20110305_12 (Spirou)
# axis = fast
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
358.853832	-76.722564
358.896792	-89.599332
358.939763	-85.635689
358.982744	-71.187550
359.025735	-76.930939
359.068736	-75.830935
359.111748	-76.607204
359.154770	-79.425647
359.197802	-79.259741
359.240845	-78.600060
359.283898	-83.217531
359.326961	-77.189205
359.370035	-75.153333
359.413119	-83.406837
359.456213	-72.522127
359.499317	-78.605381
359.542432	-87.124868
359.585558	-81.493396
359.628693	-81.549737
359.671839	-80.008776
359.714995	-83.066540
359.758162	-82.681944
359.801339	-82.563502
359.844526	-81.049241
359.887724	-80.496559
359.930932	-83.877708
359.974151	-87.612964
360.017380	-80.432492
360.060619	-76.279171
360.103869	-78.958101
360.147129	-76.806250
360.190399	-78.384828
360.233680	-85.379440
360.276971	-81.724581
360.320273	-78.963180
360.363585	-77.779947
360.406907	-75.541834
360.450240	-78.604954
360.493584	-80.422740
360.536937	-80.099106
360.580302	-83.454054
360.623676	-75.711850
360.667061	-76.796429
360.710457	-79.795764
360.753863	-78.675203
360.797279	-81.069297
360.840706	-74.989392
360.884143	-86.000299
360.927591	-81.217920
360.971049	-89.600561
361.014518	-77.523071
361.057997	-77.462153
361.101486	-83.512258
361.144987	-74.638197
361.188497	-89.144417
361.232018	-86.554831
361.275550	-84.974764
361.319092	-82.059377
361.362644	-81.083701
361.406207	-84.071746
361.449781	-89.190067
361.493365	-77.609870
361.536960	-87.967132
361.580565	-83.949669
361.624180	-82.706420
361.667806	-81.775592
361.711443	-78.988052
361.755090	-76.488694
361.798748	-76.857890
361.842416	-88.563231
361.886095	-83.724670
361.929784	-71.796892
361.973484	-77.601750
362.017195	-90.627994
362.060916	-89.282019
362.104647	-103.268566
362.148389	-78.899213
362.192142	-78.146660
362.235905	-80.892289
362.279679	-84.192043
362.323464	-80.166965
362.367259	-75.658135
362.411064	-89.878632
362.454880	-86.105249
362.498707	-81.782341
362.542545	-83.719808
362.586393	-81.780580
362.630251	-81.500512
362.674120	-90.230898
362.718000	-86.345700
362.761891	-87.179669
362.805792	-77.063457
362.849703	-73.316424
362.893626	-78.845350
362.937559	-87.732370
362.981502	-87.272249
363.025457	-80.255151
363.069422	-76.029778
363.113397	-79.941680
363.157383	-83.478023
363.201380	-79.439226
363.245388	-84.905493
363.289406	-79.729740
363.333435	-79.860395
363.377474	-84.774411
363.421524	-80.355749
363.465585	-75.435151
363.509657	-78.799475
363.553739	-89.590411
363.597832	-81.840148
363.641936	-80.501672
363.686050	-74.761641
363.730175	-84.729693
363.774311	-95.720953
363.818457	-78.950575
363.862615	-77.260212
363.906783	-79.587093
363.950961	-85.296237
363.995151	-91.274007
364.039351	-80.232405
364.083561	-72.859442
364.127783	-76.477301
364.172015	-75.282439
364.216258	-79.568229
364.260512	-80.942494
364.304777	-86.346954
364.349052	-74.567414
364.393338	-76.108313
364.437635	-74.971085
364.481943	-73.854663
364.526261	-82.768691
364.570590	-74.377733
364.614930	-70.113147
364.659281	-76.620737
364.703643	-81.661326
364.748015	-72.147513
364.792398	-71.966487
364.836792	-71.360435
364.881197	-69.029005
364.925612	-74.724975
364.970039	-78.420280
365.014476	-70.186648
365.058924	-66.650086
365.103383	-69.774229
365.147852	-74.317320
365.192333	-74.972700
365.236824	-76.508945
365.281326	-71.635500
365.325839	-70.571736
365.370363	-79.307838
365.414898	-72.791488
365.459444	-69.138289
365.504000	-71.981639
365.548567	-76.074278
365.593146	-84.723418
365.637735	-67.152349
365.682335	-64.786554
365.726945	-81.038538
365.771567	-76.250076
365.816200	-69.170336
365.860843	-71.417036
365.905498	-68.886623
365.950163	-71.244926
365.994839	-66.591933
366.039526	-71.993181
366.084224	-70.548838
366.128933	-68.170493
366.173653	-77.794031
366.218384	-69.701011
366.263126	-62.201531
366.307878	-64.879084
366.352642	-68.130482
366.397416	-77.929196
366.442202	-63.059225
366.486998	-60.420695
366.531806	-62.704244
366.576624	-67.496542
366.621453	-62.009986
366.666293	-60.887645
366.711145	-60.502596
366.756007	-68.038223
366.800880	-63.415609
366.845764	-62.013407
366.890659	-62.686376
366.935566	-64.914929
366.980483	-69.814087
367.025411	-65.042540
367.070350	-64.810738
367.115300	-70.699468
367.160261	-69.019053
367.205233	-74.264940
367.250217	-69.648598
367.295211	-80.518039
367.340216	-81.081437
367.385232	-74.735789
367.430260	-76.937816
