# 2020-02-25_12.19.17
# shape = Gauss
# FWHM_ps = 0.1
# carrier_nm = 1550
# frep_MHz = 13000
# pow_mW = 7200
# GDD = 0.0
# propa_len = 0.3
# untap_len = 0.01
# taper_len = 0.1
# waist_len = 0.04
# uptap_len = 0.1
# untap_scale = 1.0
# waist_scale = 0.24
# workingDir = NL_20110305_12 (Spirou)
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
500.058737	-133.284693
500.142161	-135.645509
500.225614	-138.660947
500.309094	-135.692875
500.392602	-135.738936
500.476138	-134.217680
500.559702	-133.173346
500.643294	-135.029229
500.726913	-133.322705
500.810561	-129.168378
500.894236	-129.089008
500.977940	-132.788944
501.061672	-138.649476
501.145431	-144.603200
501.229219	-133.521037
501.313034	-133.810867
501.396878	-135.539392
501.480749	-130.892468
501.564649	-130.198732
501.648577	-128.834952
501.732533	-127.284961
501.816517	-130.139805
501.900529	-134.190245
501.984569	-132.171862
502.068638	-131.720496
502.152734	-128.617354
502.236859	-132.183635
502.321012	-127.388812
502.405193	-125.076499
502.489402	-128.984374
502.573640	-133.793802
502.657906	-139.332297
502.742200	-135.343752
502.826522	-132.416236
502.910873	-136.556105
502.995252	-136.781651
503.079659	-127.942982
503.164095	-126.085089
503.248559	-125.072665
503.333051	-127.656620
503.417572	-132.018968
503.502121	-128.662450
503.586698	-129.228752
503.671304	-134.882929
503.755939	-130.893614
503.840601	-126.748068
503.925293	-125.795065
504.010012	-128.915474
504.094761	-134.829958
504.179537	-134.135724
504.264343	-132.029511
504.349176	-138.441946
504.434039	-144.812473
504.518930	-134.024239
504.603849	-133.118134
504.688797	-134.186040
504.773774	-135.209010
504.858779	-135.852382
504.943813	-132.577736
505.028876	-129.530892
505.113967	-137.366426
505.199087	-143.707065
505.284235	-135.209240
505.369413	-132.232432
505.454619	-136.327344
505.539854	-144.845876
505.625117	-133.358473
505.710409	-133.146612
505.795731	-136.166978
505.881080	-147.784526
505.966459	-149.085565
506.051867	-142.796711
506.137303	-132.196323
506.222768	-134.176111
506.308262	-143.923560
506.393785	-130.718416
506.479337	-129.605897
506.564918	-131.034897
506.650528	-137.501006
506.736166	-132.957171
506.821834	-129.367881
506.907530	-134.347748
506.993256	-148.353018
507.079010	-132.374590
507.164794	-130.308765
507.250606	-133.134691
507.336448	-138.895388
507.422319	-137.314596
507.508219	-141.561401
507.594147	-136.014228
507.680105	-132.266441
507.766092	-134.116143
507.852109	-131.284890
507.938154	-131.519324
508.024228	-133.628723
508.110332	-139.942028
508.196465	-141.127250
508.282627	-132.745827
508.368818	-137.759516
508.455039	-134.869570
508.541289	-128.323786
508.627568	-130.616352
508.713876	-136.155357
508.800214	-136.769990
508.886581	-135.316524
508.972977	-133.785570
509.059403	-135.918973
509.145858	-136.857783
509.232342	-131.276084
509.318856	-131.096309
509.405399	-132.330010
509.491971	-144.985609
509.578573	-130.922582
509.665205	-128.158908
509.751866	-125.997005
509.838556	-142.281380
509.925276	-129.097320
510.012025	-124.064346
510.098804	-127.582945
510.185612	-129.700544
510.272450	-125.824197
510.359318	-125.578975
510.446215	-128.358068
510.533142	-135.802387
510.620098	-127.236349
510.707084	-126.862777
510.794100	-139.742417
510.881145	-131.095919
510.968220	-130.384854
511.055324	-128.216069
511.142459	-135.367526
511.229623	-133.876769
511.316817	-128.422316
511.404040	-131.384606
511.491293	-140.297826
511.578576	-135.282977
511.665889	-127.957588
511.753232	-128.618485
511.840604	-132.549838
511.928007	-131.757088
512.015439	-130.553242
512.102901	-131.586224
512.190393	-139.288322
512.277915	-131.478175
512.365466	-133.136700
512.453048	-134.764875
512.540660	-134.889244
512.628301	-134.191974
512.715973	-131.237950
512.803674	-136.362032
512.891406	-138.133879
512.979167	-142.778150
513.066959	-137.031303
513.154781	-139.426612
513.242632	-135.124101
513.330514	-143.456869
513.418426	-137.037856
513.506368	-132.248244
513.594340	-130.519720
513.682343	-148.555599
513.770375	-136.448351
513.858438	-135.762878
513.946531	-133.688174
514.034654	-131.278406
514.122807	-136.205479
514.210991	-139.773206
514.299204	-132.380501
514.387449	-126.606951
514.475723	-133.607319
514.564028	-135.172590
514.652363	-127.041698
514.740728	-125.732622
514.829124	-128.565500
514.917550	-133.825462
515.006006	-125.039884
515.094493	-129.029612
515.183010	-128.258940
515.271558	-127.643368
515.360136	-125.328130
515.448744	-128.186811
515.537383	-137.118020
515.626053	-136.525013
515.714753	-134.803131
515.803483	-137.291945
515.892244	-140.845791
515.981036	-139.202973
516.069858	-139.517484
516.158711	-128.242616
516.247594	-125.595141
516.336508	-129.283735
516.425453	-135.049857
516.514428	-128.756485
516.603434	-125.497261
516.692471	-133.163516
516.781538	-129.662856
516.870636	-125.966784
516.959765	-127.831161
517.048925	-140.814440
517.138115	-127.674873
517.227336	-127.433356
517.316588	-132.166269
517.405870	-135.254170
517.495184	-126.088463
517.584528	-127.414497
517.673903	-142.716968
517.763309	-134.807825
517.852746	-132.378921
517.942214	-129.637997
518.031713	-136.422962
518.121243	-132.345377
518.210803	-127.316858
518.300395	-131.281550
518.390017	-143.305154
518.479671	-135.491108
518.569356	-129.601661
518.659071	-132.665408
518.748818	-136.716925
518.838596	-132.848662
518.928404	-133.033611
519.018244	-130.497823
519.108115	-130.338806
519.198018	-134.271600
519.287951	-139.613408
519.377915	-136.395233
519.467911	-136.375265
