# 2020-02-25_14.07.13
# shape = Gauss
# FWHM_ps = 0.1
# carrier_nm = 1550
# frep_MHz = 13000
# pow_mW = 7200
# GDD = 0.0
# propa_len = 0.12
# untap_len = 0.01
# taper_len = 0.03
# waist_len = 0.04
# uptap_len = 0.03
# untap_scale = 1.0
# waist_scale = 0.24
# workingDir = NL_20110305_12 (Spirou)
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
500.058737	-196.169536
500.142161	-196.344627
500.225614	-196.323877
500.309094	-196.140284
500.392602	-195.940335
500.476138	-195.860870
500.559702	-195.988949
500.643294	-196.518676
500.726913	-197.593693
500.810561	-199.355078
500.894236	-201.820409
500.977940	-203.916149
501.061672	-202.794607
501.145431	-200.117750
501.229219	-197.839303
501.313034	-196.285907
501.396878	-195.339742
501.480749	-194.930297
501.564649	-194.874533
501.648577	-194.841733
501.732533	-194.633213
501.816517	-194.293120
501.900529	-194.068987
501.984569	-194.179213
502.068638	-194.746225
502.152734	-195.964163
502.236859	-198.007614
502.321012	-200.728626
502.405193	-201.788514
502.489402	-199.486178
502.573640	-196.725100
502.657906	-194.815915
502.742200	-193.704042
502.826522	-193.281752
502.910873	-193.451816
502.995252	-194.052745
503.079659	-194.855021
503.164095	-195.667000
503.248559	-196.479983
503.333051	-197.336304
503.417572	-198.227312
503.502121	-199.367818
503.586698	-201.245171
503.671304	-204.487044
503.755939	-211.291602
503.840601	-224.161302
503.925293	-210.586993
504.010012	-206.258793
504.094761	-204.408266
504.179537	-203.566620
504.264343	-203.088048
504.349176	-202.162731
504.434039	-200.694142
504.518930	-198.915198
504.603849	-197.279628
504.688797	-195.994736
504.773774	-195.116592
504.858779	-194.478891
504.943813	-193.962188
505.028876	-193.378823
505.113967	-192.779171
505.199087	-192.372911
505.284235	-192.300882
505.369413	-192.596728
505.454619	-193.154464
505.539854	-193.893251
505.625117	-194.543168
505.710409	-194.603056
505.795731	-193.765969
505.881080	-192.515844
505.966459	-191.441471
506.051867	-190.709417
506.137303	-190.258158
506.222768	-190.043442
506.308262	-189.977730
506.393785	-190.099192
506.479337	-190.380045
506.564918	-190.778291
506.650528	-191.338665
506.736166	-192.127507
506.821834	-193.252460
506.907530	-194.847973
506.993256	-196.947802
507.079010	-199.626535
507.164794	-202.917983
507.250606	-207.008044
507.336448	-211.057292
507.422319	-209.720129
507.508219	-205.506237
507.594147	-201.869568
507.680105	-199.069469
507.766092	-196.781249
507.852109	-194.965693
507.938154	-193.420304
508.024228	-192.027428
508.110332	-190.782167
508.196465	-189.653477
508.282627	-188.671989
508.368818	-187.933389
508.455039	-187.477502
508.541289	-187.358472
508.627568	-187.619351
508.713876	-188.273285
508.800214	-189.294084
508.886581	-190.416796
508.972977	-191.246253
509.059403	-191.305618
509.145858	-190.702368
509.232342	-189.929204
509.318856	-189.427336
509.405399	-189.285976
509.491971	-189.351500
509.578573	-189.432158
509.665205	-189.340001
509.751866	-189.151342
509.838556	-188.912021
509.925276	-188.807815
510.012025	-189.005813
510.098804	-189.637143
510.185612	-190.751538
510.272450	-192.386199
510.359318	-194.371960
510.446215	-196.353511
510.533142	-197.644462
510.620098	-197.853543
510.707084	-197.587809
510.794100	-197.362309
510.881145	-197.443919
510.968220	-197.723567
511.055324	-198.209442
511.142459	-199.136778
511.229623	-200.189275
511.316817	-200.384363
511.404040	-198.856558
511.491293	-196.231812
511.578576	-193.579262
511.665889	-191.262412
511.753232	-189.422377
511.840604	-188.037904
511.928007	-187.134144
512.015439	-186.689029
512.102901	-186.660836
512.190393	-186.998793
512.277915	-187.680468
512.365466	-188.717150
512.453048	-190.117704
512.540660	-191.849014
512.628301	-193.830734
512.715973	-196.065730
512.803674	-199.088007
512.891406	-203.152365
512.979167	-204.127653
513.066959	-200.553435
513.154781	-197.570867
513.242632	-195.631298
513.330514	-194.394838
513.418426	-193.654166
513.506368	-193.126685
513.594340	-192.660366
513.682343	-192.110791
513.770375	-191.385236
513.858438	-190.552193
513.946531	-189.667321
514.034654	-188.702413
514.122807	-187.717639
514.210991	-186.855719
514.299204	-186.250968
514.387449	-185.967556
514.475723	-186.083354
514.564028	-186.661152
514.652363	-187.756812
514.740728	-189.227688
514.829124	-190.485024
514.917550	-190.481543
515.006006	-189.117388
515.094493	-187.408206
515.183010	-185.971525
515.271558	-184.898345
515.360136	-184.149052
515.448744	-183.633488
515.537383	-183.253891
515.626053	-183.008122
515.714753	-182.858219
515.803483	-182.826705
515.892244	-183.022268
515.981036	-183.554470
516.069858	-184.531619
516.158711	-186.098383
516.247594	-188.308602
516.336508	-191.006809
516.425453	-192.797587
516.514428	-191.655922
516.603434	-189.373517
516.692471	-187.579358
516.781538	-186.472361
516.870636	-185.910717
516.959765	-185.711530
517.048925	-185.667055
517.138115	-185.749384
517.227336	-186.022885
517.316588	-186.589809
517.405870	-187.474037
517.495184	-188.764372
517.584528	-190.482350
517.673903	-192.744697
517.763309	-195.578965
517.852746	-198.315802
517.942214	-199.133125
518.031713	-198.202921
518.121243	-197.055012
518.210803	-196.266652
518.300395	-195.728817
518.390017	-195.052389
518.479671	-194.137396
518.569356	-193.025380
518.659071	-191.730926
518.748818	-190.456561
518.838596	-189.202865
518.928404	-188.091708
519.018244	-187.222498
519.108115	-186.731064
519.198018	-186.689674
519.287951	-187.127474
519.377915	-188.091686
519.467911	-189.600426
519.557938	-191.350119
519.647996	-192.321260
519.738085	-191.178069
519.828206	-189.124889
519.918357	-187.314280
520.008540	-185.839030
520.098755	-184.485530
520.189000	-183.071410
520.279277	-181.703752
520.369586	-180.567144
520.459925	-179.753256
520.550296	-179.308885
520.640699	-179.218645
520.731133	-179.478248
520.821598	-180.080620
520.912095	-181.047079
521.002623	-182.183901
521.093182	-183.155694
521.183774	-183.739753
521.274396	-184.019168
521.365050	-184.147182
521.455736	-183.982609
521.546453	-183.306657
521.637202	-182.260891
521.727982	-181.294418
521.818794	-180.653037
521.909638	-180.249489
522.000513	-179.971167
522.091420	-179.762742
522.182359	-179.745025
522.273329	-180.110677
522.364331	-180.977980
522.455364	-182.334669
522.546430	-184.038193
522.637527	-185.726478
522.728656	-187.104751
522.819817	-188.348569
522.911009	-189.792843
523.002233	-191.346835
523.093490	-192.198680
523.184778	-191.572438
523.276097	-190.047862
523.367449	-188.407334
523.458833	-186.684470
523.550248	-184.932373
523.641696	-183.200509
523.733175	-181.668379
523.824687	-180.491463
523.916230	-179.662951
524.007806	-179.079352
524.099413	-178.653419
524.191053	-178.305209
524.282724	-178.000498
524.374428	-177.796448
524.466163	-177.773463
524.557931	-178.011987
524.649731	-178.497420
524.741563	-179.224748
524.833427	-180.138331
524.925324	-181.039633
525.017252	-181.575615
525.109213	-181.264717
525.201206	-180.276341
525.293231	-179.107586
525.385289	-178.173052
525.477378	-177.562588
525.569500	-177.233508
525.661655	-177.076523
525.753841	-177.019709
525.846060	-177.061596
525.938312	-177.265218
526.030595	-177.701007
526.122912	-178.389380
526.215260	-179.370955
526.307641	-180.685271
526.400054	-182.415582
526.492500	-184.651510
526.584979	-186.954761
526.677489	-187.806970
526.770033	-186.405332
526.862609	-184.515680
526.955217	-183.180990
527.047858	-182.406636
527.140531	-181.922820
527.233238	-181.463750
527.325976	-180.971803
527.418748	-180.493237
527.511552	-180.166933
527.604388	-180.032086
527.697258	-180.021769
527.790160	-180.031775
527.883095	-179.977133
527.976062	-179.914115
528.069063	-180.078500
528.162096	-180.673990
528.255161	-181.800977
528.348260	-183.102164
528.441391	-183.610577
528.534556	-182.776366
528.627753	-181.696554
528.720983	-181.094763
528.814246	-180.828098
528.907542	-180.052576
529.000870	-178.288379
529.094232	-176.234838
529.187627	-174.588087
529.281054	-173.558069
529.374515	-173.111552
529.468009	-173.095788
529.561535	-173.251687
529.655095	-173.330175
529.748688	-173.260649
529.842314	-173.195852
529.935973	-173.371294
530.029665	-173.869420
530.123390	-174.625885
530.217148	-175.374038
530.310940	-175.722740
530.404765	-175.534211
530.498623	-175.000606
530.592514	-174.393719
530.686438	-173.792488
530.780396	-173.263805
530.874387	-172.814291
530.968411	-172.487312
531.062468	-172.312298
531.156559	-172.295123
531.250683	-172.398907
531.344841	-172.617628
531.439032	-172.981248
531.533256	-173.532692
531.627514	-174.286228
531.721805	-175.244089
531.816130	-176.365268
531.910488	-177.583860
532.004880	-178.901127
532.099305	-180.384636
532.193764	-182.093991
532.288256	-183.998930
532.382782	-185.774133
532.477341	-186.478095
532.571934	-185.904697
532.666560	-184.666790
532.761221	-183.254148
532.855914	-181.881659
532.950642	-180.623085
533.045403	-179.371923
533.140198	-178.277061
533.235027	-177.429965
533.329889	-176.857704
533.424785	-176.605588
533.519715	-176.651047
533.614679	-176.976799
533.709676	-177.580159
533.804707	-178.534655
533.899773	-179.927774
533.994872	-181.950966
534.090005	-185.040349
534.185171	-190.531972
534.280372	-204.357174
534.375607	-191.775223
534.470875	-185.822102
534.566178	-182.513880
534.661515	-180.371953
534.756885	-178.942293
534.852290	-178.070305
534.947729	-177.625578
535.043201	-177.513850
535.138708	-177.697247
535.234249	-178.081222
535.329824	-178.651459
535.425433	-179.306986
535.521077	-179.771899
535.616754	-179.646276
535.712466	-178.729904
535.808212	-177.283825
535.903992	-175.756062
535.999807	-174.350358
536.095655	-173.176313
536.191538	-172.178668
536.287456	-171.348962
536.383407	-170.694257
536.479393	-170.220264
536.575414	-169.963903
536.671468	-169.945117
536.767557	-170.145497
536.863681	-170.545461
536.959839	-171.126168
537.056031	-171.878848
537.152258	-172.761952
537.248519	-173.794688
537.344815	-174.849318
537.441146	-175.661359
537.537510	-175.946359
537.633910	-175.709668
537.730344	-175.203379
537.826813	-174.685302
537.923316	-174.288414
538.019854	-174.067767
538.116427	-174.010209
538.213034	-174.138253
538.309676	-174.432945
538.406352	-174.895842
538.503064	-175.519610
538.599810	-176.255704
538.696591	-177.057068
538.793407	-177.869757
538.890257	-178.659689
538.987142	-179.362880
539.084063	-179.948756
539.181018	-180.392690
539.278008	-180.765963
539.375032	-181.249989
539.472092	-182.005099
539.569187	-183.222059
539.666316	-185.170717
539.763481	-188.437895
539.860681	-194.849784
539.957915	-204.899175
540.055185	-191.994067
540.152490	-186.868290
540.249829	-183.840527
540.347204	-181.716718
540.444614	-180.251033
540.542059	-179.275582
540.639540	-178.739827
540.737055	-178.703831
540.834606	-179.237532
540.932191	-180.448794
541.029812	-182.524421
541.127469	-186.061970
541.225160	-193.523226
541.322887	-197.512402
541.420649	-186.133550
541.518446	-181.171143
541.616279	-178.043949
541.714147	-175.895069
541.812051	-174.410753
541.909990	-173.429680
542.007964	-172.856422
542.105974	-172.560735
542.204019	-172.459280
542.302099	-172.528959
542.400216	-172.737152
542.498367	-173.136367
542.596554	-173.719308
542.694777	-174.499773
542.793035	-175.429345
542.891329	-176.192932
542.989659	-176.515432
543.088024	-176.254426
543.186425	-175.535534
543.284861	-174.591698
543.383333	-173.582766
543.481841	-172.635786
543.580384	-171.840871
543.678964	-171.262206
543.777579	-171.018652
543.876230	-171.163445
543.974916	-171.634983
544.073639	-172.441993
544.172397	-173.567696
544.271191	-175.043929
544.370021	-177.090582
544.468887	-180.143972
544.567789	-185.688447
544.666727	-202.392018
544.765700	-186.362343
544.864710	-180.727459
544.963756	-177.794174
545.062837	-176.112238
545.161955	-175.106011
545.261109	-174.496304
545.360299	-174.130014
545.459525	-173.973751
545.558787	-174.125177
545.658085	-174.657301
545.757419	-175.615859
545.856790	-177.036049
545.956197	-178.664222
546.055640	-180.051733
546.155119	-180.922252
546.254634	-181.304221
546.354186	-181.572927
546.453774	-181.577538
546.553398	-180.985304
546.653059	-179.750084
546.752756	-178.350814
546.852489	-177.283353
546.952259	-176.706492
547.052065	-176.609060
547.151908	-176.936074
547.251787	-177.594346
547.351702	-178.354647
547.451654	-178.952548
547.551643	-179.085289
547.651668	-178.707728
547.751730	-178.008956
547.851828	-177.346782
547.951963	-176.874310
548.052134	-176.668558
548.152342	-176.609559
548.252587	-176.673400
548.352868	-176.768965
548.453186	-176.822633
548.553541	-176.897627
548.653932	-176.845556
548.754360	-176.397911
548.854825	-175.352253
548.955327	-173.961091
549.055866	-172.552121
549.156441	-171.338236
549.257053	-170.384661
549.357703	-169.639855
549.458389	-169.055742
549.559112	-168.616383
549.659872	-168.302753
549.760668	-168.160655
549.861502	-168.226099
549.962373	-168.515561
550.063281	-169.029771
550.164226	-169.818491
550.265208	-170.886616
550.366227	-172.271685
550.467283	-174.100310
550.568376	-176.358144
550.669506	-178.385603
550.770674	-178.298297
550.871879	-176.333593
550.973121	-174.223120
551.074400	-172.611159
551.175716	-171.486850
551.277070	-170.813938
551.378461	-170.525337
551.479889	-170.581495
551.581354	-170.997496
551.682857	-171.768166
551.784398	-172.917731
551.885975	-174.503237
551.987590	-176.595275
552.089243	-179.225491
552.190933	-181.883208
552.292660	-182.458521
552.394425	-180.238924
552.496227	-177.605928
552.598067	-175.466768
552.699945	-173.843036
552.801860	-172.667240
552.903812	-171.821110
553.005802	-171.284110
553.107830	-171.053308
553.209896	-171.062292
553.311999	-171.369436
553.414140	-172.024676
553.516318	-173.068314
553.618535	-174.579376
553.720789	-176.788065
553.823081	-180.031925
553.925410	-185.124761
554.027778	-194.212410
554.130183	-190.319860
554.232627	-184.568332
554.335108	-181.871444
554.437627	-180.525307
554.540184	-180.198457
554.642778	-180.768333
554.745411	-182.472098
554.848082	-185.879898
554.950791	-193.901714
555.053538	-193.448260
555.156323	-183.932839
555.259146	-179.424631
555.362007	-176.461658
555.464906	-174.341116
555.567844	-172.566267
555.670819	-171.136180
555.773833	-169.913141
555.876885	-168.947796
555.979975	-168.268615
556.083103	-167.845983
556.186270	-167.654594
556.289475	-167.707893
556.392718	-167.982555
556.495999	-168.510087
556.599319	-169.321685
556.702678	-170.511084
556.806074	-172.014119
556.909509	-173.457676
557.012983	-174.010353
557.116495	-173.331618
557.220045	-172.020689
557.323634	-170.714207
557.427262	-169.711410
557.530928	-168.989844
557.634632	-168.509908
557.738376	-168.233976
557.842157	-168.159999
557.945978	-168.291782
558.049837	-168.639551
558.153735	-169.241938
558.257671	-170.122198
558.361646	-171.365004
558.465660	-173.122322
558.569713	-175.498883
558.673804	-178.624540
558.777934	-180.402804
558.882104	-177.765403
558.986311	-174.347415
559.090558	-171.730951
559.194844	-169.784734
559.299168	-168.352869
559.403532	-167.378062
559.507934	-166.750271
559.612376	-166.503987
559.716856	-166.599397
559.821376	-167.035423
559.925934	-167.779024
560.030532	-168.738164
560.135169	-169.837525
560.239844	-170.833537
