# 2020-02-25_14.10.07
# shape = Gauss
# FWHM_ps = 0.1
# carrier_nm = 1550
# frep_MHz = 13000
# pow_mW = 7200
# GDD = 0.0
# propa_len = 0.3
# untap_len = 0.01
# taper_len = 0.24
# waist_len = 0.01
# uptap_len = 0.02
# untap_scale = 1.0
# waist_scale = 0.24
# workingDir = NL_20110305_12 (Spirou)
# axis = slow
# window_ps = 10.0
# steps = 200
# points = 11000
# 
# wavelength [nm]	 power spectral density [dB]
500.058737	-173.510474
500.142161	-173.618173
500.225614	-174.548967
500.309094	-176.610486
500.392602	-180.083124
500.476138	-186.775476
500.559702	-200.468185
500.643294	-184.581177
500.726913	-180.213613
500.810561	-178.056862
500.894236	-177.020845
500.977940	-176.821282
501.061672	-177.601470
501.145431	-180.035398
501.229219	-185.878677
501.313034	-195.016220
501.396878	-181.845550
501.480749	-176.507821
501.564649	-173.707508
501.648577	-172.353377
501.732533	-172.027144
501.816517	-172.562010
501.900529	-173.939285
501.984569	-176.463356
502.068638	-181.360689
502.152734	-190.508702
502.236859	-182.279476
502.321012	-177.191660
502.405193	-174.348198
502.489402	-172.656721
502.573640	-172.093953
502.657906	-172.688228
502.742200	-174.326441
502.826522	-177.116396
502.910873	-182.675828
502.995252	-197.126609
503.079659	-180.194979
503.164095	-175.050333
503.248559	-172.479090
503.333051	-171.212236
503.417572	-170.965316
503.502121	-171.657625
503.586698	-173.253666
503.671304	-176.098730
503.755939	-181.635810
503.840601	-186.102368
503.925293	-178.869504
504.010012	-175.306778
504.094761	-173.513353
504.179537	-172.678839
504.264343	-172.953460
504.349176	-174.609411
504.434039	-178.147990
504.518930	-186.325337
504.603849	-184.399935
504.688797	-176.500388
504.773774	-172.678133
504.858779	-170.431851
504.943813	-169.205411
505.028876	-168.946223
505.113967	-169.634433
505.199087	-171.240733
505.284235	-174.167453
505.369413	-180.582865
505.454619	-192.719881
505.539854	-177.820913
505.625117	-173.701939
505.710409	-171.435202
505.795731	-169.876910
505.881080	-169.274719
505.966459	-169.890431
506.051867	-171.610151
506.137303	-174.217364
506.222768	-177.896631
506.308262	-180.406460
506.393785	-176.716576
506.479337	-173.356615
506.564918	-171.451899
506.650528	-170.374973
506.736166	-169.916271
506.821834	-170.339512
506.907530	-172.175513
506.993256	-176.383014
507.079010	-187.340156
507.164794	-184.558551
507.250606	-176.554221
507.336448	-172.775662
507.422319	-170.463220
507.508219	-169.273285
507.594147	-169.135273
507.680105	-169.949622
507.766092	-171.637897
507.852109	-174.374476
507.938154	-178.955296
508.024228	-183.325010
508.110332	-177.396956
508.196465	-173.002101
508.282627	-170.672485
508.368818	-169.690083
508.455039	-169.629867
508.541289	-170.265510
508.627568	-171.737384
508.713876	-174.347810
508.800214	-176.917752
508.886581	-175.306622
508.972977	-171.882929
509.059403	-169.340686
509.145858	-167.885603
509.232342	-167.345961
509.318856	-167.546202
509.405399	-168.491056
509.491971	-170.512186
509.578573	-174.377176
509.665205	-181.738577
509.751866	-180.397974
509.838556	-173.996003
509.925276	-170.425230
510.012025	-168.364838
510.098804	-167.573188
510.185612	-167.997386
510.272450	-169.373396
510.359318	-171.397219
510.446215	-174.838771
510.533142	-183.385559
