; Pulse saved with RP Fiber Power
; Domain: time.
;
; t1 = -2.994140625e-12
; t2 = 3e-12
; dt = 5.859375e-15
; lambda_ref = 1.542e-6
;
; Data: t (s), Re(A) (sqrt(W)), Im(A) (sqrt(W)):
-1.5703125e-12, 298.8579675e-6, -348.2268536e-6
-1.564453125e-12, 263.7056553e-6, -365.6097171e-6
-1.55859375e-12, 226.2976452e-6, -380.9517393e-6
-1.552734375e-12, 186.6892719e-6, -394.4098602e-6
-1.546875e-12, 145.075991e-6, -406.2159766e-6
-1.541015625e-12, 101.826795e-6, -416.6011482e-6
-1.53515625e-12, 57.46932397e-6, -425.7112864e-6
-1.529296875e-12, 12.62838585e-6, -433.5421835e-6
-1.5234375e-12, -32.06405767e-6, -439.916067e-6
-1.517578125e-12, -76.06035839e-6, -444.5075648e-6
-1.51171875e-12, -118.9621378e-6, -446.9110865e-6
-1.505859375e-12, -160.5407971e-6, -446.7273052e-6
-1.5e-12, -200.7101717e-6, -443.6416562e-6
-1.494140625e-12, -239.4645368e-6, -437.470341e-6
-1.48828125e-12, -276.8054282e-6, -428.1624638e-6
-1.482421875e-12, -312.6839305e-6, -415.7613405e-6
-1.4765625e-12, -346.9777828e-6, -400.3435726e-6
-1.470703125e-12, -379.5096849e-6, -381.9606056e-6
-1.46484375e-12, -410.097203e-6, -360.6072794e-6
-1.458984375e-12, -438.6130178e-6, -336.2302558e-6
-1.453125e-12, -465.0300712e-6, -308.7750835e-6
-1.447265625e-12, -489.4318564e-6, -278.2547551e-6
-1.44140625e-12, -511.9809456e-6, -244.814818e-6
-1.435546875e-12, -532.8541652e-6, -208.7698495e-6
-1.4296875e-12, -552.1655823e-6, -170.595977e-6
-1.423828125e-12, -569.9032601e-6, -130.8789991e-6
-1.41796875e-12, -585.9016764e-6, -90.23282371e-6
-1.412109375e-12, -599.8592422e-6, -49.21325172e-6
-1.40625e-12, -611.3956072e-6, -8.252985734e-6
-1.400390625e-12, -620.1295971e-6, 32.36284373e-6
-1.39453125e-12, -625.752436e-6, 72.47665217e-6
-1.388671875e-12, -628.0729674e-6, 112.0039589e-6
-1.3828125e-12, -627.0228082e-6, 150.8673405e-6
-1.376953125e-12, -622.6238651e-6, 188.9429439e-6
-1.37109375e-12, -614.9349457e-6, 226.0395871e-6
-1.365234375e-12, -604.0012263e-6, 261.9153252e-6
-1.359375e-12, -589.8286938e-6, 296.3233713e-6
-1.353515625e-12, -572.395441e-6, 329.0663043e-6
-1.34765625e-12, -551.6975909e-6, 360.0359301e-6
-1.341796875e-12, -527.8136742e-6, 389.2197275e-6
-1.3359375e-12, -500.9634451e-6, 416.6688966e-6
-1.330078125e-12, -471.5382399e-6, 442.4361843e-6
-1.32421875e-12, -440.0893273e-6, 466.5043386e-6
-1.318359375e-12, -407.2751004e-6, 488.7294358e-6
-1.3125e-12, -373.7824111e-6, 508.8195015e-6
-1.306640625e-12, -340.2466359e-6, 526.3559812e-6
-1.30078125e-12, -307.1948944e-6, 540.851064e-6
-1.294921875e-12, -275.0286529e-6, 551.8217758e-6
-1.2890625e-12, -244.0475294e-6, 558.8564664e-6
-1.283203125e-12, -214.501932e-6, 561.6534928e-6
-1.27734375e-12, -186.6523294e-6, 560.0230179e-6
-1.271484375e-12, -160.8127866e-6, 553.8575841e-6
-1.265625e-12, -137.3629019e-6, 543.0880607e-6
-1.259765625e-12, -116.725972e-6, 527.6475692e-6
-1.25390625e-12, -99.32422219e-6, 507.4617593e-6
-1.248046875e-12, -85.5321036e-6, 482.4735418e-6
-1.2421875e-12, -75.64843348e-6, 452.6957246e-6
-1.236328125e-12, -69.90231653e-6, 418.2738163e-6
-1.23046875e-12, -68.49345335e-6, 379.5353132e-6
-1.224609375e-12, -71.65492934e-6, 337.0061252e-6
-1.21875e-12, -79.71607101e-6, 291.3859007e-6
-1.212890625e-12, -93.14365012e-6, 243.488538e-6
-1.20703125e-12, -112.5454491e-6, 194.1662638e-6
-1.201171875e-12, -138.6347945e-6, 144.2414591e-6
-1.1953125e-12, -172.1669832e-6, 94.46711639e-6
-1.189453125e-12, -213.8688701e-6, 45.52582729e-6
-1.18359375e-12, -264.3829947e-6, -1.936453029e-6
-1.177734375e-12, -324.2421009e-6, -47.25806805e-6
-1.171875e-12, -393.8764174e-6, -89.71273543e-6
-1.166015625e-12, -473.6434427e-6, -128.4834706e-6
-1.16015625e-12, -563.8607933e-6, -162.6684502e-6
-1.154296875e-12, -664.8221068e-6, -191.3145286e-6
-1.1484375e-12, -776.7830133e-6, -213.4625188e-6
-1.142578125e-12, -899.91687e-6, -228.1831368e-6
-1.13671875e-12, -1.034253093e-3, -234.5864251e-6
-1.130859375e-12, -1.179618577e-3, -231.7973367e-6
-1.125e-12, -1.335603325e-3, -218.9040034e-6
-1.119140625e-12, -1.501563013e-3, -194.8955876e-6
-1.11328125e-12, -1.676658766e-3, -158.6121571e-6
-1.107421875e-12, -1.859920738e-3, -108.7240969e-6
-1.1015625e-12, -2.05031437e-3, -43.74922641e-6
-1.095703125e-12, -2.246787234e-3, 37.89866269e-6
-1.08984375e-12, -2.448282606e-3, 137.8458322e-6
-1.083984375e-12, -2.653718459e-3, 257.7007834e-6
-1.078125e-12, -2.86194378e-3, 399.0189203e-6
-1.072265625e-12, -3.071691661e-3, 563.2965873e-6
-1.06640625e-12, -3.281548703e-3, 751.9874389e-6
-1.060546875e-12, -3.489952214e-3, 966.5253352e-6
-1.0546875e-12, -3.695214438e-3, 1.208334259e-3
-1.048828125e-12, -3.895561244e-3, 1.478811525e-3
-1.04296875e-12, -4.089166248e-3, 1.779280804e-3
-1.037109375e-12, -4.274162406e-3, 2.110924712e-3
-1.03125e-12, -4.448621871e-3, 2.474715532e-3
-1.025390625e-12, -4.610507233e-3, 2.871364933e-3
-1.01953125e-12, -4.757609067e-3, 3.301307244e-3
-1.013671875e-12, -4.887490395e-3, 3.764719161e-3
-1.0078125e-12, -4.997456969e-3, 4.261565511e-3
-1.001953125e-12, -5.084562428e-3, 4.791651707e-3
-996.09375e-15, -5.145645459e-3, 5.354661817e-3
-990.234375e-15, -5.177384469e-3, 5.9501677e-3
-984.375e-15, -5.17635096e-3, 6.57760635e-3
-978.515625e-15, -5.139045028e-3, 7.236235144e-3
-972.65625e-15, -5.061906545e-3, 7.925082258e-3
-966.796875e-15, -4.941306565e-3, 8.642910601e-3
-960.9375e-15, -4.773533876e-3, 9.388206552e-3
-955.078125e-15, -4.554794172e-3, 0.01015919358
-949.21875e-15, -4.281235519e-3, 0.01095385911
-943.359375e-15, -3.949002833e-3, 0.0117699769
-937.5e-15, -3.554312517e-3, 0.01260510777
-931.640625e-15, -3.093528826e-3, 0.01345657013
-925.78125e-15, -2.563222495e-3, 0.01432138357
-919.921875e-15, -1.960197737e-3, 0.01519619998
-914.0625e-15, -1.281485478e-3, 0.01607724147
-908.203125e-15, -524.3127462e-6, 0.01696026287
-902.34375e-15, 313.9330785e-6, 0.01784054673
-896.484375e-15, 1.235726026e-3, 0.01871292769
-890.625e-15, 2.243395985e-3, 0.01957183267
-884.765625e-15, 3.339094218e-3, 0.02041131953
-878.90625e-15, 4.524739605e-3, 0.02122509985
-873.046875e-15, 5.801962425e-3, 0.02200654149
-867.1875e-15, 7.17206189e-3, 0.02274865713
-861.328125e-15, 8.635986726e-3, 0.02344409405
-855.46875e-15, 0.01019433632, 0.02408514171
-849.609375e-15, 0.01184736985, 0.02466376848
-843.75e-15, 0.01359500617, 0.0251716875
-837.890625e-15, 0.01543679937, 0.02560044106
-832.03125e-15, 0.01737188408, 0.02594148516
-826.171875e-15, 0.01939889602, 0.0261862558
-820.3125e-15, 0.02151588282, 0.02632620614
-814.453125e-15, 0.02372022354, 0.02635281447
-808.59375e-15, 0.02600857169, 0.02625757458
-802.734375e-15, 0.02837682731, 0.0260319866
-796.875e-15, 0.03082013187, 0.02566756522
-791.015625e-15, 0.0333328728, 0.02515587458
-785.15625e-15, 0.0359086818, 0.02448858812
-779.296875e-15, 0.03854041756, 0.02365756148
-773.4375e-15, 0.04122013291, 0.02265490235
-767.578125e-15, 0.04393903719, 0.0214730245
-761.71875e-15, 0.0466874694, 0.02010468158
-755.859375e-15, 0.04945489778, 0.0185429872
-750e-15, 0.05222995232, 0.01678143612
-744.140625e-15, 0.05500048641, 0.01481394305
-738.28125e-15, 0.0577536536, 0.01263491048
-732.421875e-15, 0.06047598113, 0.01023932723
-726.5625e-15, 0.06315342401, 7.622888222e-3
-720.703125e-15, 0.06577139336, 4.782119086e-3
-714.84375e-15, 0.0683147636, 1.714489092e-3
-708.984375e-15, 0.07076787239, -1.581498088e-3
-703.125e-15, 0.07311453019, -5.106235875e-3
-697.265625e-15, 0.07533805221, -8.858959352e-3
-691.40625e-15, 0.07742131591, -0.01283768929
-685.546875e-15, 0.07934683766, -0.01703916474
